,ele_1,ele_2,EMD,mend_1,mend_2,mend_diff
5575,As,Rb,0.7941176470588235,"(89.0, 'As')","(9.0, 'Rb')",80.0
5576,Rb,As,0.7941176470588235,"(9.0, 'Rb')","(89.0, 'As')",80.0
5577,As,Sr,0.7352941176470589,"(89.0, 'As')","(15.0, 'Sr')",74.0
5578,Sr,As,0.7352941176470589,"(15.0, 'Sr')","(89.0, 'As')",74.0
5579,As,Y,0.6764705882352942,"(89.0, 'As')","(25.0, 'Y')",64.0
5580,Y,As,0.6764705882352942,"(25.0, 'Y')","(89.0, 'As')",64.0
5581,As,Zr,0.4019607843137255,"(89.0, 'As')","(49.0, 'Zr')",40.0
5582,Zr,As,0.4019607843137255,"(49.0, 'Zr')","(89.0, 'As')",40.0
5583,As,Nb,0.3627450980392157,"(89.0, 'As')","(53.0, 'Nb')",36.0
5584,Nb,As,0.3627450980392157,"(53.0, 'Nb')","(89.0, 'As')",36.0
5585,As,Mo,0.3333333333333333,"(89.0, 'As')","(56.0, 'Mo')",33.0
5586,Mo,As,0.3333333333333333,"(56.0, 'Mo')","(89.0, 'As')",33.0
5587,As,Tc,0.30392156862745096,"(89.0, 'As')","(59.0, 'Tc')",30.0
5588,Tc,As,0.30392156862745096,"(59.0, 'Tc')","(89.0, 'As')",30.0
5589,As,Ru,0.28431372549019607,"(89.0, 'As')","(62.0, 'Ru')",27.0
5590,Ru,As,0.28431372549019607,"(62.0, 'Ru')","(89.0, 'As')",27.0
5591,As,Rh,0.2647058823529412,"(89.0, 'As')","(65.0, 'Rh')",24.0
5592,Rh,As,0.2647058823529412,"(65.0, 'Rh')","(89.0, 'As')",24.0
5593,As,Pd,0.24509803921568626,"(89.0, 'As')","(69.0, 'Pd')",20.0
5594,Pd,As,0.24509803921568626,"(69.0, 'Pd')","(89.0, 'As')",20.0
5595,As,Ag,0.22549019607843138,"(89.0, 'As')","(71.0, 'Ag')",18.0
5596,Ag,As,0.22549019607843138,"(71.0, 'Ag')","(89.0, 'As')",18.0
5597,As,Cd,0.14705882352941177,"(89.0, 'As')","(75.0, 'Cd')",14.0
5598,Cd,As,0.14705882352941177,"(75.0, 'Cd')","(89.0, 'As')",14.0
5599,As,In,0.09803921568627451,"(89.0, 'As')","(79.0, 'In')",10.0
5600,In,As,0.09803921568627451,"(79.0, 'In')","(89.0, 'As')",10.0
5601,As,Sn,0.06862745098039216,"(89.0, 'As')","(83.0, 'Sn')",6.0
5602,Sn,As,0.06862745098039216,"(83.0, 'Sn')","(89.0, 'As')",6.0
5603,As,Sb,0.00980392156862745,"(89.0, 'As')","(88.0, 'Sb')",1.0
5604,Sb,As,0.00980392156862745,"(88.0, 'Sb')","(89.0, 'As')",1.0
5605,As,Te,0.0392156862745098,"(89.0, 'As')","(92.0, 'Te')",3.0
5606,Te,As,0.0392156862745098,"(92.0, 'Te')","(89.0, 'As')",3.0
5607,As,I,0.08823529411764706,"(89.0, 'As')","(97.0, 'I')",8.0
5608,I,As,0.08823529411764706,"(97.0, 'I')","(89.0, 'As')",8.0
5609,As,Xe,0.8333333333333334,"(89.0, 'As')","(5.0, 'Xe')",84.0
5610,Xe,As,0.8333333333333334,"(5.0, 'Xe')","(89.0, 'As')",84.0
5611,As,Cs,0.803921568627451,"(89.0, 'As')","(8.0, 'Cs')",81.0
5612,Cs,As,0.803921568627451,"(8.0, 'Cs')","(89.0, 'As')",81.0
5613,As,Ba,0.7450980392156863,"(89.0, 'As')","(14.0, 'Ba')",75.0
5614,Ba,As,0.7450980392156863,"(14.0, 'Ba')","(89.0, 'As')",75.0
5615,As,La,0.5686274509803921,"(89.0, 'As')","(33.0, 'La')",56.0
5616,La,As,0.5686274509803921,"(33.0, 'La')","(89.0, 'As')",56.0
5617,As,Ce,0.5784313725490197,"(89.0, 'As')","(32.0, 'Ce')",57.0
5618,Ce,As,0.5784313725490197,"(32.0, 'Ce')","(89.0, 'As')",57.0
5619,As,Pr,0.5882352941176471,"(89.0, 'As')","(31.0, 'Pr')",58.0
5620,Pr,As,0.5882352941176471,"(31.0, 'Pr')","(89.0, 'As')",58.0
5621,As,Nd,0.5980392156862745,"(89.0, 'As')","(30.0, 'Nd')",59.0
5622,Nd,As,0.5980392156862745,"(30.0, 'Nd')","(89.0, 'As')",59.0
5623,As,Pm,0.6078431372549019,"(89.0, 'As')","(29.0, 'Pm')",60.0
5624,Pm,As,0.6078431372549019,"(29.0, 'Pm')","(89.0, 'As')",60.0
5625,As,Sm,0.6176470588235294,"(89.0, 'As')","(28.0, 'Sm')",61.0
5626,Sm,As,0.6176470588235294,"(28.0, 'Sm')","(89.0, 'As')",61.0
5627,As,Eu,0.7156862745098039,"(89.0, 'As')","(18.0, 'Eu')",71.0
5628,Eu,As,0.7156862745098039,"(18.0, 'Eu')","(89.0, 'As')",71.0
5629,As,Gd,0.6274509803921569,"(89.0, 'As')","(27.0, 'Gd')",62.0
5630,Gd,As,0.6274509803921569,"(27.0, 'Gd')","(89.0, 'As')",62.0
5631,As,Tb,0.6372549019607843,"(89.0, 'As')","(26.0, 'Tb')",63.0
5632,Tb,As,0.6372549019607843,"(26.0, 'Tb')","(89.0, 'As')",63.0
5633,As,Dy,0.6470588235294118,"(89.0, 'As')","(24.0, 'Dy')",65.0
5634,Dy,As,0.6470588235294118,"(24.0, 'Dy')","(89.0, 'As')",65.0
5635,As,Ho,0.6568627450980392,"(89.0, 'As')","(23.0, 'Ho')",66.0
5636,Ho,As,0.6568627450980392,"(23.0, 'Ho')","(89.0, 'As')",66.0
5637,As,Er,0.6666666666666666,"(89.0, 'As')","(22.0, 'Er')",67.0
5638,Er,As,0.6666666666666666,"(22.0, 'Er')","(89.0, 'As')",67.0
5639,As,Tm,0.6862745098039216,"(89.0, 'As')","(21.0, 'Tm')",68.0
5640,Tm,As,0.6862745098039216,"(21.0, 'Tm')","(89.0, 'As')",68.0
5641,As,Yb,0.7058823529411765,"(89.0, 'As')","(17.0, 'Yb')",72.0
5642,Yb,As,0.7058823529411765,"(17.0, 'Yb')","(89.0, 'As')",72.0
5643,As,Lu,0.696078431372549,"(89.0, 'As')","(20.0, 'Lu')",69.0
5644,Lu,As,0.696078431372549,"(20.0, 'Lu')","(89.0, 'As')",69.0
5645,As,Hf,0.39215686274509803,"(89.0, 'As')","(50.0, 'Hf')",39.0
5646,Hf,As,0.39215686274509803,"(50.0, 'Hf')","(89.0, 'As')",39.0
5647,As,Ta,0.37254901960784315,"(89.0, 'As')","(52.0, 'Ta')",37.0
5648,Ta,As,0.37254901960784315,"(52.0, 'Ta')","(89.0, 'As')",37.0
5649,As,W,0.3235294117647059,"(89.0, 'As')","(55.0, 'W')",34.0
5650,W,As,0.3235294117647059,"(55.0, 'W')","(89.0, 'As')",34.0
5651,As,Re,0.3137254901960784,"(89.0, 'As')","(58.0, 'Re')",31.0
5652,Re,As,0.3137254901960784,"(58.0, 'Re')","(89.0, 'As')",31.0
5653,As,Os,0.29411764705882354,"(89.0, 'As')","(63.0, 'Os')",26.0
5654,Os,As,0.29411764705882354,"(63.0, 'Os')","(89.0, 'As')",26.0
5655,As,Ir,0.27450980392156865,"(89.0, 'As')","(66.0, 'Ir')",23.0
5656,Ir,As,0.27450980392156865,"(66.0, 'Ir')","(89.0, 'As')",23.0
5657,As,Pt,0.2549019607843137,"(89.0, 'As')","(68.0, 'Pt')",21.0
5658,Pt,As,0.2549019607843137,"(68.0, 'Pt')","(89.0, 'As')",21.0
5659,As,Au,0.23529411764705882,"(89.0, 'As')","(70.0, 'Au')",19.0
5660,Au,As,0.23529411764705882,"(70.0, 'Au')","(89.0, 'As')",19.0
5661,As,Hg,0.13725490196078433,"(89.0, 'As')","(74.0, 'Hg')",15.0
5662,Hg,As,0.13725490196078433,"(74.0, 'Hg')","(89.0, 'As')",15.0
5663,As,Tl,0.08823529411764706,"(89.0, 'As')","(78.0, 'Tl')",11.0
5664,Tl,As,0.08823529411764706,"(78.0, 'Tl')","(89.0, 'As')",11.0
5665,As,Pb,0.0784313725490196,"(89.0, 'As')","(82.0, 'Pb')",7.0
5666,Pb,As,0.0784313725490196,"(82.0, 'Pb')","(89.0, 'As')",7.0
5667,As,Bi,0.0196078431372549,"(89.0, 'As')","(87.0, 'Bi')",2.0
5668,Bi,As,0.0196078431372549,"(87.0, 'Bi')","(89.0, 'As')",2.0
5669,As,Po,0.029411764705882353,"(89.0, 'As')","(91.0, 'Po')",2.0
5670,Po,As,0.029411764705882353,"(91.0, 'Po')","(89.0, 'As')",2.0
5671,As,At,0.0784313725490196,"(89.0, 'As')","(96.0, 'At')",7.0
5672,At,As,0.0784313725490196,"(96.0, 'At')","(89.0, 'As')",7.0
5673,As,Rn,0.8235294117647058,"(89.0, 'As')","(6.0, 'Rn')",83.0
5674,Rn,As,0.8235294117647058,"(6.0, 'Rn')","(89.0, 'As')",83.0
5675,As,Fr,0.8137254901960784,"(89.0, 'As')","(7.0, 'Fr')",82.0
5676,Fr,As,0.8137254901960784,"(7.0, 'Fr')","(89.0, 'As')",82.0
5677,As,Ra,0.7549019607843137,"(89.0, 'As')","(13.0, 'Ra')",76.0
5678,Ra,As,0.7549019607843137,"(13.0, 'Ra')","(89.0, 'As')",76.0
5679,As,Ac,0.5588235294117647,"(89.0, 'As')","(48.0, 'Ac')",41.0
5680,Ac,As,0.5588235294117647,"(48.0, 'Ac')","(89.0, 'As')",41.0
5681,As,Th,0.5490196078431373,"(89.0, 'As')","(47.0, 'Th')",42.0
5682,Th,As,0.5490196078431373,"(47.0, 'Th')","(89.0, 'As')",42.0
5683,As,Pa,0.5392156862745098,"(89.0, 'As')","(46.0, 'Pa')",43.0
5684,Pa,As,0.5392156862745098,"(46.0, 'Pa')","(89.0, 'As')",43.0
5685,As,U,0.5294117647058824,"(89.0, 'As')","(45.0, 'U')",44.0
5686,U,As,0.5294117647058824,"(45.0, 'U')","(89.0, 'As')",44.0
5687,As,Np,0.5196078431372549,"(89.0, 'As')","(44.0, 'Np')",45.0
5688,Np,As,0.5196078431372549,"(44.0, 'Np')","(89.0, 'As')",45.0
5689,As,Pu,0.5098039215686274,"(89.0, 'As')","(43.0, 'Pu')",46.0
5690,Pu,As,0.5098039215686274,"(43.0, 'Pu')","(89.0, 'As')",46.0
5691,As,Am,0.5,"(89.0, 'As')","(42.0, 'Am')",47.0
5692,Am,As,0.5,"(42.0, 'Am')","(89.0, 'As')",47.0
5693,As,Cm,0.49019607843137253,"(89.0, 'As')","(41.0, 'Cm')",48.0
5694,Cm,As,0.49019607843137253,"(41.0, 'Cm')","(89.0, 'As')",48.0
5695,As,Bk,0.4803921568627451,"(89.0, 'As')","(40.0, 'Bk')",49.0
5696,Bk,As,0.4803921568627451,"(40.0, 'Bk')","(89.0, 'As')",49.0
5697,As,Cf,0.47058823529411764,"(89.0, 'As')","(39.0, 'Cf')",50.0
5698,Cf,As,0.47058823529411764,"(39.0, 'Cf')","(89.0, 'As')",50.0
5699,As,Es,0.46078431372549017,"(89.0, 'As')","(38.0, 'Es')",51.0
5700,Es,As,0.46078431372549017,"(38.0, 'Es')","(89.0, 'As')",51.0
5701,As,Fm,0.45098039215686275,"(89.0, 'As')","(37.0, 'Fm')",52.0
5702,Fm,As,0.45098039215686275,"(37.0, 'Fm')","(89.0, 'As')",52.0
5703,As,Md,0.4411764705882353,"(89.0, 'As')","(36.0, 'Md')",53.0
5704,Md,As,0.4411764705882353,"(36.0, 'Md')","(89.0, 'As')",53.0
5705,As,No,0.43137254901960786,"(89.0, 'As')","(35.0, 'No')",54.0
5706,No,As,0.43137254901960786,"(35.0, 'No')","(89.0, 'As')",54.0
5707,As,Lr,0.4215686274509804,"(89.0, 'As')","(34.0, 'Lr')",55.0
5708,Lr,As,0.4215686274509804,"(34.0, 'Lr')","(89.0, 'As')",55.0
5709,Se,Se,0.0,"(93.0, 'Se')","(93.0, 'Se')",0.0
5710,Se,Br,0.049019607843137254,"(93.0, 'Se')","(98.0, 'Br')",5.0
5711,Br,Se,0.049019607843137254,"(98.0, 'Br')","(93.0, 'Se')",5.0
5712,Se,Kr,0.8921568627450981,"(93.0, 'Se')","(4.0, 'Kr')",89.0
5713,Kr,Se,0.8921568627450981,"(4.0, 'Kr')","(93.0, 'Se')",89.0
5714,Se,Rb,0.8431372549019608,"(93.0, 'Se')","(9.0, 'Rb')",84.0
5715,Rb,Se,0.8431372549019608,"(9.0, 'Rb')","(93.0, 'Se')",84.0
5716,Se,Sr,0.7843137254901961,"(93.0, 'Se')","(15.0, 'Sr')",78.0
5717,Sr,Se,0.7843137254901961,"(15.0, 'Sr')","(93.0, 'Se')",78.0
5718,Se,Y,0.7254901960784313,"(93.0, 'Se')","(25.0, 'Y')",68.0
5719,Y,Se,0.7254901960784313,"(25.0, 'Y')","(93.0, 'Se')",68.0
5720,Se,Zr,0.45098039215686275,"(93.0, 'Se')","(49.0, 'Zr')",44.0
5721,Zr,Se,0.45098039215686275,"(49.0, 'Zr')","(93.0, 'Se')",44.0
5722,Se,Nb,0.4117647058823529,"(93.0, 'Se')","(53.0, 'Nb')",40.0
5723,Nb,Se,0.4117647058823529,"(53.0, 'Nb')","(93.0, 'Se')",40.0
5724,Se,Mo,0.38235294117647056,"(93.0, 'Se')","(56.0, 'Mo')",37.0
5725,Mo,Se,0.38235294117647056,"(56.0, 'Mo')","(93.0, 'Se')",37.0
5726,Se,Tc,0.35294117647058826,"(93.0, 'Se')","(59.0, 'Tc')",34.0
5727,Tc,Se,0.35294117647058826,"(59.0, 'Tc')","(93.0, 'Se')",34.0
5728,Se,Ru,0.3333333333333333,"(93.0, 'Se')","(62.0, 'Ru')",31.0
5729,Ru,Se,0.3333333333333333,"(62.0, 'Ru')","(93.0, 'Se')",31.0
5730,Se,Rh,0.3137254901960784,"(93.0, 'Se')","(65.0, 'Rh')",28.0
5731,Rh,Se,0.3137254901960784,"(65.0, 'Rh')","(93.0, 'Se')",28.0
5732,Se,Pd,0.29411764705882354,"(93.0, 'Se')","(69.0, 'Pd')",24.0
5733,Pd,Se,0.29411764705882354,"(69.0, 'Pd')","(93.0, 'Se')",24.0
5734,Se,Ag,0.27450980392156865,"(93.0, 'Se')","(71.0, 'Ag')",22.0
5735,Ag,Se,0.27450980392156865,"(71.0, 'Ag')","(93.0, 'Se')",22.0
5736,Se,Cd,0.19607843137254902,"(93.0, 'Se')","(75.0, 'Cd')",18.0
5737,Cd,Se,0.19607843137254902,"(75.0, 'Cd')","(93.0, 'Se')",18.0
5738,Se,In,0.14705882352941177,"(93.0, 'Se')","(79.0, 'In')",14.0
5739,In,Se,0.14705882352941177,"(79.0, 'In')","(93.0, 'Se')",14.0
5740,Se,Sn,0.11764705882352941,"(93.0, 'Se')","(83.0, 'Sn')",10.0
5741,Sn,Se,0.11764705882352941,"(83.0, 'Sn')","(93.0, 'Se')",10.0
5742,Se,Sb,0.0392156862745098,"(93.0, 'Se')","(88.0, 'Sb')",5.0
5743,Sb,Se,0.0392156862745098,"(88.0, 'Sb')","(93.0, 'Se')",5.0
5744,Se,Te,0.00980392156862745,"(93.0, 'Se')","(92.0, 'Te')",1.0
5745,Te,Se,0.00980392156862745,"(92.0, 'Te')","(93.0, 'Se')",1.0
5746,Se,I,0.0392156862745098,"(93.0, 'Se')","(97.0, 'I')",4.0
5747,I,Se,0.0392156862745098,"(97.0, 'I')","(93.0, 'Se')",4.0
5748,Se,Xe,0.8823529411764706,"(93.0, 'Se')","(5.0, 'Xe')",88.0
5749,Xe,Se,0.8823529411764706,"(5.0, 'Xe')","(93.0, 'Se')",88.0
5750,Se,Cs,0.8529411764705882,"(93.0, 'Se')","(8.0, 'Cs')",85.0
5751,Cs,Se,0.8529411764705882,"(8.0, 'Cs')","(93.0, 'Se')",85.0
5752,Se,Ba,0.7941176470588235,"(93.0, 'Se')","(14.0, 'Ba')",79.0
5753,Ba,Se,0.7941176470588235,"(14.0, 'Ba')","(93.0, 'Se')",79.0
5754,Se,La,0.6176470588235294,"(93.0, 'Se')","(33.0, 'La')",60.0
5755,La,Se,0.6176470588235294,"(33.0, 'La')","(93.0, 'Se')",60.0
5756,Se,Ce,0.6274509803921569,"(93.0, 'Se')","(32.0, 'Ce')",61.0
5757,Ce,Se,0.6274509803921569,"(32.0, 'Ce')","(93.0, 'Se')",61.0
5758,Se,Pr,0.6372549019607843,"(93.0, 'Se')","(31.0, 'Pr')",62.0
5759,Pr,Se,0.6372549019607843,"(31.0, 'Pr')","(93.0, 'Se')",62.0
5760,Se,Nd,0.6470588235294118,"(93.0, 'Se')","(30.0, 'Nd')",63.0
5761,Nd,Se,0.6470588235294118,"(30.0, 'Nd')","(93.0, 'Se')",63.0
5762,Se,Pm,0.6568627450980392,"(93.0, 'Se')","(29.0, 'Pm')",64.0
5763,Pm,Se,0.6568627450980392,"(29.0, 'Pm')","(93.0, 'Se')",64.0
5764,Se,Sm,0.6666666666666666,"(93.0, 'Se')","(28.0, 'Sm')",65.0
5765,Sm,Se,0.6666666666666666,"(28.0, 'Sm')","(93.0, 'Se')",65.0
5766,Se,Eu,0.7647058823529411,"(93.0, 'Se')","(18.0, 'Eu')",75.0
5767,Eu,Se,0.7647058823529411,"(18.0, 'Eu')","(93.0, 'Se')",75.0
5768,Se,Gd,0.6764705882352942,"(93.0, 'Se')","(27.0, 'Gd')",66.0
5769,Gd,Se,0.6764705882352942,"(27.0, 'Gd')","(93.0, 'Se')",66.0
5770,Se,Tb,0.6862745098039216,"(93.0, 'Se')","(26.0, 'Tb')",67.0
5771,Tb,Se,0.6862745098039216,"(26.0, 'Tb')","(93.0, 'Se')",67.0
5772,Se,Dy,0.696078431372549,"(93.0, 'Se')","(24.0, 'Dy')",69.0
5773,Dy,Se,0.696078431372549,"(24.0, 'Dy')","(93.0, 'Se')",69.0
5774,Se,Ho,0.7058823529411765,"(93.0, 'Se')","(23.0, 'Ho')",70.0
5775,Ho,Se,0.7058823529411765,"(23.0, 'Ho')","(93.0, 'Se')",70.0
5776,Se,Er,0.7156862745098039,"(93.0, 'Se')","(22.0, 'Er')",71.0
5777,Er,Se,0.7156862745098039,"(22.0, 'Er')","(93.0, 'Se')",71.0
5778,Se,Tm,0.7352941176470589,"(93.0, 'Se')","(21.0, 'Tm')",72.0
5779,Tm,Se,0.7352941176470589,"(21.0, 'Tm')","(93.0, 'Se')",72.0
5780,Se,Yb,0.7549019607843137,"(93.0, 'Se')","(17.0, 'Yb')",76.0
5781,Yb,Se,0.7549019607843137,"(17.0, 'Yb')","(93.0, 'Se')",76.0
5782,Se,Lu,0.7450980392156863,"(93.0, 'Se')","(20.0, 'Lu')",73.0
5783,Lu,Se,0.7450980392156863,"(20.0, 'Lu')","(93.0, 'Se')",73.0
5784,Se,Hf,0.4411764705882353,"(93.0, 'Se')","(50.0, 'Hf')",43.0
5785,Hf,Se,0.4411764705882353,"(50.0, 'Hf')","(93.0, 'Se')",43.0
5786,Se,Ta,0.4215686274509804,"(93.0, 'Se')","(52.0, 'Ta')",41.0
5787,Ta,Se,0.4215686274509804,"(52.0, 'Ta')","(93.0, 'Se')",41.0
5788,Se,W,0.37254901960784315,"(93.0, 'Se')","(55.0, 'W')",38.0
5789,W,Se,0.37254901960784315,"(55.0, 'W')","(93.0, 'Se')",38.0
5790,Se,Re,0.3627450980392157,"(93.0, 'Se')","(58.0, 'Re')",35.0
5791,Re,Se,0.3627450980392157,"(58.0, 'Re')","(93.0, 'Se')",35.0
5792,Se,Os,0.3431372549019608,"(93.0, 'Se')","(63.0, 'Os')",30.0
5793,Os,Se,0.3431372549019608,"(63.0, 'Os')","(93.0, 'Se')",30.0
5794,Se,Ir,0.3235294117647059,"(93.0, 'Se')","(66.0, 'Ir')",27.0
5795,Ir,Se,0.3235294117647059,"(66.0, 'Ir')","(93.0, 'Se')",27.0
5796,Se,Pt,0.30392156862745096,"(93.0, 'Se')","(68.0, 'Pt')",25.0
5797,Pt,Se,0.30392156862745096,"(68.0, 'Pt')","(93.0, 'Se')",25.0
5798,Se,Au,0.28431372549019607,"(93.0, 'Se')","(70.0, 'Au')",23.0
5799,Au,Se,0.28431372549019607,"(70.0, 'Au')","(93.0, 'Se')",23.0
5800,Se,Hg,0.18627450980392157,"(93.0, 'Se')","(74.0, 'Hg')",19.0
5801,Hg,Se,0.18627450980392157,"(74.0, 'Hg')","(93.0, 'Se')",19.0
5802,Se,Tl,0.13725490196078433,"(93.0, 'Se')","(78.0, 'Tl')",15.0
5803,Tl,Se,0.13725490196078433,"(78.0, 'Tl')","(93.0, 'Se')",15.0
5804,Se,Pb,0.12745098039215685,"(93.0, 'Se')","(82.0, 'Pb')",11.0
5805,Pb,Se,0.12745098039215685,"(82.0, 'Pb')","(93.0, 'Se')",11.0
5806,Se,Bi,0.029411764705882353,"(93.0, 'Se')","(87.0, 'Bi')",6.0
5807,Bi,Se,0.029411764705882353,"(87.0, 'Bi')","(93.0, 'Se')",6.0
5808,Se,Po,0.0196078431372549,"(93.0, 'Se')","(91.0, 'Po')",2.0
5809,Po,Se,0.0196078431372549,"(91.0, 'Po')","(93.0, 'Se')",2.0
5810,Se,At,0.029411764705882353,"(93.0, 'Se')","(96.0, 'At')",3.0
5811,At,Se,0.029411764705882353,"(96.0, 'At')","(93.0, 'Se')",3.0
5812,Se,Rn,0.8725490196078431,"(93.0, 'Se')","(6.0, 'Rn')",87.0
5813,Rn,Se,0.8725490196078431,"(6.0, 'Rn')","(93.0, 'Se')",87.0
5814,Se,Fr,0.8627450980392157,"(93.0, 'Se')","(7.0, 'Fr')",86.0
5815,Fr,Se,0.8627450980392157,"(7.0, 'Fr')","(93.0, 'Se')",86.0
5816,Se,Ra,0.803921568627451,"(93.0, 'Se')","(13.0, 'Ra')",80.0
5817,Ra,Se,0.803921568627451,"(13.0, 'Ra')","(93.0, 'Se')",80.0
5818,Se,Ac,0.6078431372549019,"(93.0, 'Se')","(48.0, 'Ac')",45.0
5819,Ac,Se,0.6078431372549019,"(48.0, 'Ac')","(93.0, 'Se')",45.0
5820,Se,Th,0.5980392156862745,"(93.0, 'Se')","(47.0, 'Th')",46.0
5821,Th,Se,0.5980392156862745,"(47.0, 'Th')","(93.0, 'Se')",46.0
5822,Se,Pa,0.5882352941176471,"(93.0, 'Se')","(46.0, 'Pa')",47.0
5823,Pa,Se,0.5882352941176471,"(46.0, 'Pa')","(93.0, 'Se')",47.0
5824,Se,U,0.5784313725490197,"(93.0, 'Se')","(45.0, 'U')",48.0
5825,U,Se,0.5784313725490197,"(45.0, 'U')","(93.0, 'Se')",48.0
5826,Se,Np,0.5686274509803921,"(93.0, 'Se')","(44.0, 'Np')",49.0
5827,Np,Se,0.5686274509803921,"(44.0, 'Np')","(93.0, 'Se')",49.0
5828,Se,Pu,0.5588235294117647,"(93.0, 'Se')","(43.0, 'Pu')",50.0
5829,Pu,Se,0.5588235294117647,"(43.0, 'Pu')","(93.0, 'Se')",50.0
5830,Se,Am,0.5490196078431373,"(93.0, 'Se')","(42.0, 'Am')",51.0
5831,Am,Se,0.5490196078431373,"(42.0, 'Am')","(93.0, 'Se')",51.0
5832,Se,Cm,0.5392156862745098,"(93.0, 'Se')","(41.0, 'Cm')",52.0
5833,Cm,Se,0.5392156862745098,"(41.0, 'Cm')","(93.0, 'Se')",52.0
5834,Se,Bk,0.5294117647058824,"(93.0, 'Se')","(40.0, 'Bk')",53.0
5835,Bk,Se,0.5294117647058824,"(40.0, 'Bk')","(93.0, 'Se')",53.0
5836,Se,Cf,0.5196078431372549,"(93.0, 'Se')","(39.0, 'Cf')",54.0
5837,Cf,Se,0.5196078431372549,"(39.0, 'Cf')","(93.0, 'Se')",54.0
5838,Se,Es,0.5098039215686274,"(93.0, 'Se')","(38.0, 'Es')",55.0
5839,Es,Se,0.5098039215686274,"(38.0, 'Es')","(93.0, 'Se')",55.0
5840,Se,Fm,0.5,"(93.0, 'Se')","(37.0, 'Fm')",56.0
5841,Fm,Se,0.5,"(37.0, 'Fm')","(93.0, 'Se')",56.0
5842,Se,Md,0.49019607843137253,"(93.0, 'Se')","(36.0, 'Md')",57.0
5843,Md,Se,0.49019607843137253,"(36.0, 'Md')","(93.0, 'Se')",57.0
5844,Se,No,0.4803921568627451,"(93.0, 'Se')","(35.0, 'No')",58.0
5845,No,Se,0.4803921568627451,"(35.0, 'No')","(93.0, 'Se')",58.0
5846,Se,Lr,0.47058823529411764,"(93.0, 'Se')","(34.0, 'Lr')",59.0
5847,Lr,Se,0.47058823529411764,"(34.0, 'Lr')","(93.0, 'Se')",59.0
5848,Br,Br,0.0,"(98.0, 'Br')","(98.0, 'Br')",0.0
5849,Br,Kr,0.9411764705882353,"(98.0, 'Br')","(4.0, 'Kr')",94.0
5850,Kr,Br,0.9411764705882353,"(4.0, 'Kr')","(98.0, 'Br')",94.0
5851,Br,Rb,0.8921568627450981,"(98.0, 'Br')","(9.0, 'Rb')",89.0
5852,Rb,Br,0.8921568627450981,"(9.0, 'Rb')","(98.0, 'Br')",89.0
5853,Br,Sr,0.8333333333333334,"(98.0, 'Br')","(15.0, 'Sr')",83.0
5854,Sr,Br,0.8333333333333334,"(15.0, 'Sr')","(98.0, 'Br')",83.0
5855,Br,Y,0.7745098039215687,"(98.0, 'Br')","(25.0, 'Y')",73.0
5856,Y,Br,0.7745098039215687,"(25.0, 'Y')","(98.0, 'Br')",73.0
5857,Br,Zr,0.5,"(98.0, 'Br')","(49.0, 'Zr')",49.0
5858,Zr,Br,0.5,"(49.0, 'Zr')","(98.0, 'Br')",49.0
5859,Br,Nb,0.46078431372549017,"(98.0, 'Br')","(53.0, 'Nb')",45.0
5860,Nb,Br,0.46078431372549017,"(53.0, 'Nb')","(98.0, 'Br')",45.0
5861,Br,Mo,0.43137254901960786,"(98.0, 'Br')","(56.0, 'Mo')",42.0
5862,Mo,Br,0.43137254901960786,"(56.0, 'Mo')","(98.0, 'Br')",42.0
5863,Br,Tc,0.4019607843137255,"(98.0, 'Br')","(59.0, 'Tc')",39.0
5864,Tc,Br,0.4019607843137255,"(59.0, 'Tc')","(98.0, 'Br')",39.0
5865,Br,Ru,0.38235294117647056,"(98.0, 'Br')","(62.0, 'Ru')",36.0
5866,Ru,Br,0.38235294117647056,"(62.0, 'Ru')","(98.0, 'Br')",36.0
5867,Br,Rh,0.3627450980392157,"(98.0, 'Br')","(65.0, 'Rh')",33.0
5868,Rh,Br,0.3627450980392157,"(65.0, 'Rh')","(98.0, 'Br')",33.0
5869,Br,Pd,0.3431372549019608,"(98.0, 'Br')","(69.0, 'Pd')",29.0
5870,Pd,Br,0.3431372549019608,"(69.0, 'Pd')","(98.0, 'Br')",29.0
5871,Br,Ag,0.3235294117647059,"(98.0, 'Br')","(71.0, 'Ag')",27.0
5872,Ag,Br,0.3235294117647059,"(71.0, 'Ag')","(98.0, 'Br')",27.0
5873,Br,Cd,0.24509803921568626,"(98.0, 'Br')","(75.0, 'Cd')",23.0
5874,Cd,Br,0.24509803921568626,"(75.0, 'Cd')","(98.0, 'Br')",23.0
5875,Br,In,0.19607843137254902,"(98.0, 'Br')","(79.0, 'In')",19.0
5876,In,Br,0.19607843137254902,"(79.0, 'In')","(98.0, 'Br')",19.0
5877,Br,Sn,0.16666666666666666,"(98.0, 'Br')","(83.0, 'Sn')",15.0
5878,Sn,Br,0.16666666666666666,"(83.0, 'Sn')","(98.0, 'Br')",15.0
5879,Br,Sb,0.08823529411764706,"(98.0, 'Br')","(88.0, 'Sb')",10.0
5880,Sb,Br,0.08823529411764706,"(88.0, 'Sb')","(98.0, 'Br')",10.0
5881,Br,Te,0.058823529411764705,"(98.0, 'Br')","(92.0, 'Te')",6.0
5882,Te,Br,0.058823529411764705,"(92.0, 'Te')","(98.0, 'Br')",6.0
