,ele_1,ele_2,EMD,mend_1,mend_2,mend_diff
5284,As,Ga,0.10784313725490197,"(89.0, 'As')","(81.0, 'Ga')",8.0
5285,Ga,Se,0.1568627450980392,"(81.0, 'Ga')","(93.0, 'Se')",12.0
5286,Se,Ga,0.1568627450980392,"(93.0, 'Se')","(81.0, 'Ga')",12.0
5287,Ga,Br,0.20588235294117646,"(81.0, 'Ga')","(98.0, 'Br')",17.0
5288,Br,Ga,0.20588235294117646,"(98.0, 'Br')","(81.0, 'Ga')",17.0
5289,Ga,Kr,0.7352941176470589,"(81.0, 'Ga')","(4.0, 'Kr')",77.0
5290,Kr,Ga,0.7352941176470589,"(4.0, 'Kr')","(81.0, 'Ga')",77.0
5291,Ga,Rb,0.6862745098039216,"(81.0, 'Ga')","(9.0, 'Rb')",72.0
5292,Rb,Ga,0.6862745098039216,"(9.0, 'Rb')","(81.0, 'Ga')",72.0
5293,Ga,Sr,0.6274509803921569,"(81.0, 'Ga')","(15.0, 'Sr')",66.0
5294,Sr,Ga,0.6274509803921569,"(15.0, 'Sr')","(81.0, 'Ga')",66.0
5295,Ga,Y,0.5686274509803921,"(81.0, 'Ga')","(25.0, 'Y')",56.0
5296,Y,Ga,0.5686274509803921,"(25.0, 'Y')","(81.0, 'Ga')",56.0
5297,Ga,Zr,0.29411764705882354,"(81.0, 'Ga')","(49.0, 'Zr')",32.0
5298,Zr,Ga,0.29411764705882354,"(49.0, 'Zr')","(81.0, 'Ga')",32.0
5299,Ga,Nb,0.2549019607843137,"(81.0, 'Ga')","(53.0, 'Nb')",28.0
5300,Nb,Ga,0.2549019607843137,"(53.0, 'Nb')","(81.0, 'Ga')",28.0
5301,Ga,Mo,0.22549019607843138,"(81.0, 'Ga')","(56.0, 'Mo')",25.0
5302,Mo,Ga,0.22549019607843138,"(56.0, 'Mo')","(81.0, 'Ga')",25.0
5303,Ga,Tc,0.19607843137254902,"(81.0, 'Ga')","(59.0, 'Tc')",22.0
5304,Tc,Ga,0.19607843137254902,"(59.0, 'Tc')","(81.0, 'Ga')",22.0
5305,Ga,Ru,0.17647058823529413,"(81.0, 'Ga')","(62.0, 'Ru')",19.0
5306,Ru,Ga,0.17647058823529413,"(62.0, 'Ru')","(81.0, 'Ga')",19.0
5307,Ga,Rh,0.1568627450980392,"(81.0, 'Ga')","(65.0, 'Rh')",16.0
5308,Rh,Ga,0.1568627450980392,"(65.0, 'Rh')","(81.0, 'Ga')",16.0
5309,Ga,Pd,0.13725490196078433,"(81.0, 'Ga')","(69.0, 'Pd')",12.0
5310,Pd,Ga,0.13725490196078433,"(69.0, 'Pd')","(81.0, 'Ga')",12.0
5311,Ga,Ag,0.11764705882352941,"(81.0, 'Ga')","(71.0, 'Ag')",10.0
5312,Ag,Ga,0.11764705882352941,"(71.0, 'Ag')","(81.0, 'Ga')",10.0
5313,Ga,Cd,0.0392156862745098,"(81.0, 'Ga')","(75.0, 'Cd')",6.0
5314,Cd,Ga,0.0392156862745098,"(75.0, 'Cd')","(81.0, 'Ga')",6.0
5315,Ga,In,0.00980392156862745,"(81.0, 'Ga')","(79.0, 'In')",2.0
5316,In,Ga,0.00980392156862745,"(79.0, 'In')","(81.0, 'Ga')",2.0
5317,Ga,Sn,0.0392156862745098,"(81.0, 'Ga')","(83.0, 'Sn')",2.0
5318,Sn,Ga,0.0392156862745098,"(83.0, 'Sn')","(81.0, 'Ga')",2.0
5319,Ga,Sb,0.11764705882352941,"(81.0, 'Ga')","(88.0, 'Sb')",7.0
5320,Sb,Ga,0.11764705882352941,"(88.0, 'Sb')","(81.0, 'Ga')",7.0
5321,Ga,Te,0.14705882352941177,"(81.0, 'Ga')","(92.0, 'Te')",11.0
5322,Te,Ga,0.14705882352941177,"(92.0, 'Te')","(81.0, 'Ga')",11.0
5323,Ga,I,0.19607843137254902,"(81.0, 'Ga')","(97.0, 'I')",16.0
5324,I,Ga,0.19607843137254902,"(97.0, 'I')","(81.0, 'Ga')",16.0
5325,Ga,Xe,0.7254901960784313,"(81.0, 'Ga')","(5.0, 'Xe')",76.0
5326,Xe,Ga,0.7254901960784313,"(5.0, 'Xe')","(81.0, 'Ga')",76.0
5327,Ga,Cs,0.696078431372549,"(81.0, 'Ga')","(8.0, 'Cs')",73.0
5328,Cs,Ga,0.696078431372549,"(8.0, 'Cs')","(81.0, 'Ga')",73.0
5329,Ga,Ba,0.6372549019607843,"(81.0, 'Ga')","(14.0, 'Ba')",67.0
5330,Ba,Ga,0.6372549019607843,"(14.0, 'Ba')","(81.0, 'Ga')",67.0
5331,Ga,La,0.46078431372549017,"(81.0, 'Ga')","(33.0, 'La')",48.0
5332,La,Ga,0.46078431372549017,"(33.0, 'La')","(81.0, 'Ga')",48.0
5333,Ga,Ce,0.47058823529411764,"(81.0, 'Ga')","(32.0, 'Ce')",49.0
5334,Ce,Ga,0.47058823529411764,"(32.0, 'Ce')","(81.0, 'Ga')",49.0
5335,Ga,Pr,0.4803921568627451,"(81.0, 'Ga')","(31.0, 'Pr')",50.0
5336,Pr,Ga,0.4803921568627451,"(31.0, 'Pr')","(81.0, 'Ga')",50.0
5337,Ga,Nd,0.49019607843137253,"(81.0, 'Ga')","(30.0, 'Nd')",51.0
5338,Nd,Ga,0.49019607843137253,"(30.0, 'Nd')","(81.0, 'Ga')",51.0
5339,Ga,Pm,0.5,"(81.0, 'Ga')","(29.0, 'Pm')",52.0
5340,Pm,Ga,0.5,"(29.0, 'Pm')","(81.0, 'Ga')",52.0
5341,Ga,Sm,0.5098039215686274,"(81.0, 'Ga')","(28.0, 'Sm')",53.0
5342,Sm,Ga,0.5098039215686274,"(28.0, 'Sm')","(81.0, 'Ga')",53.0
5343,Ga,Eu,0.6078431372549019,"(81.0, 'Ga')","(18.0, 'Eu')",63.0
5344,Eu,Ga,0.6078431372549019,"(18.0, 'Eu')","(81.0, 'Ga')",63.0
5345,Ga,Gd,0.5196078431372549,"(81.0, 'Ga')","(27.0, 'Gd')",54.0
5346,Gd,Ga,0.5196078431372549,"(27.0, 'Gd')","(81.0, 'Ga')",54.0
5347,Ga,Tb,0.5294117647058824,"(81.0, 'Ga')","(26.0, 'Tb')",55.0
5348,Tb,Ga,0.5294117647058824,"(26.0, 'Tb')","(81.0, 'Ga')",55.0
5349,Ga,Dy,0.5392156862745098,"(81.0, 'Ga')","(24.0, 'Dy')",57.0
5350,Dy,Ga,0.5392156862745098,"(24.0, 'Dy')","(81.0, 'Ga')",57.0
5351,Ga,Ho,0.5490196078431373,"(81.0, 'Ga')","(23.0, 'Ho')",58.0
5352,Ho,Ga,0.5490196078431373,"(23.0, 'Ho')","(81.0, 'Ga')",58.0
5353,Ga,Er,0.5588235294117647,"(81.0, 'Ga')","(22.0, 'Er')",59.0
5354,Er,Ga,0.5588235294117647,"(22.0, 'Er')","(81.0, 'Ga')",59.0
5355,Ga,Tm,0.5784313725490197,"(81.0, 'Ga')","(21.0, 'Tm')",60.0
5356,Tm,Ga,0.5784313725490197,"(21.0, 'Tm')","(81.0, 'Ga')",60.0
5357,Ga,Yb,0.5980392156862745,"(81.0, 'Ga')","(17.0, 'Yb')",64.0
5358,Yb,Ga,0.5980392156862745,"(17.0, 'Yb')","(81.0, 'Ga')",64.0
5359,Ga,Lu,0.5882352941176471,"(81.0, 'Ga')","(20.0, 'Lu')",61.0
5360,Lu,Ga,0.5882352941176471,"(20.0, 'Lu')","(81.0, 'Ga')",61.0
5361,Ga,Hf,0.28431372549019607,"(81.0, 'Ga')","(50.0, 'Hf')",31.0
5362,Hf,Ga,0.28431372549019607,"(50.0, 'Hf')","(81.0, 'Ga')",31.0
5363,Ga,Ta,0.2647058823529412,"(81.0, 'Ga')","(52.0, 'Ta')",29.0
5364,Ta,Ga,0.2647058823529412,"(52.0, 'Ta')","(81.0, 'Ga')",29.0
5365,Ga,W,0.21568627450980393,"(81.0, 'Ga')","(55.0, 'W')",26.0
5366,W,Ga,0.21568627450980393,"(55.0, 'W')","(81.0, 'Ga')",26.0
5367,Ga,Re,0.20588235294117646,"(81.0, 'Ga')","(58.0, 'Re')",23.0
5368,Re,Ga,0.20588235294117646,"(58.0, 'Re')","(81.0, 'Ga')",23.0
5369,Ga,Os,0.18627450980392157,"(81.0, 'Ga')","(63.0, 'Os')",18.0
5370,Os,Ga,0.18627450980392157,"(63.0, 'Os')","(81.0, 'Ga')",18.0
5371,Ga,Ir,0.16666666666666666,"(81.0, 'Ga')","(66.0, 'Ir')",15.0
5372,Ir,Ga,0.16666666666666666,"(66.0, 'Ir')","(81.0, 'Ga')",15.0
5373,Ga,Pt,0.14705882352941177,"(81.0, 'Ga')","(68.0, 'Pt')",13.0
5374,Pt,Ga,0.14705882352941177,"(68.0, 'Pt')","(81.0, 'Ga')",13.0
5375,Ga,Au,0.12745098039215685,"(81.0, 'Ga')","(70.0, 'Au')",11.0
5376,Au,Ga,0.12745098039215685,"(70.0, 'Au')","(81.0, 'Ga')",11.0
5377,Ga,Hg,0.029411764705882353,"(81.0, 'Ga')","(74.0, 'Hg')",7.0
5378,Hg,Ga,0.029411764705882353,"(74.0, 'Hg')","(81.0, 'Ga')",7.0
5379,Ga,Tl,0.0196078431372549,"(81.0, 'Ga')","(78.0, 'Tl')",3.0
5380,Tl,Ga,0.0196078431372549,"(78.0, 'Tl')","(81.0, 'Ga')",3.0
5381,Ga,Pb,0.029411764705882353,"(81.0, 'Ga')","(82.0, 'Pb')",1.0
5382,Pb,Ga,0.029411764705882353,"(82.0, 'Pb')","(81.0, 'Ga')",1.0
5383,Ga,Bi,0.12745098039215685,"(81.0, 'Ga')","(87.0, 'Bi')",6.0
5384,Bi,Ga,0.12745098039215685,"(87.0, 'Bi')","(81.0, 'Ga')",6.0
5385,Ga,Po,0.13725490196078433,"(81.0, 'Ga')","(91.0, 'Po')",10.0
5386,Po,Ga,0.13725490196078433,"(91.0, 'Po')","(81.0, 'Ga')",10.0
5387,Ga,At,0.18627450980392157,"(81.0, 'Ga')","(96.0, 'At')",15.0
5388,At,Ga,0.18627450980392157,"(96.0, 'At')","(81.0, 'Ga')",15.0
5389,Ga,Rn,0.7156862745098039,"(81.0, 'Ga')","(6.0, 'Rn')",75.0
5390,Rn,Ga,0.7156862745098039,"(6.0, 'Rn')","(81.0, 'Ga')",75.0
5391,Ga,Fr,0.7058823529411765,"(81.0, 'Ga')","(7.0, 'Fr')",74.0
5392,Fr,Ga,0.7058823529411765,"(7.0, 'Fr')","(81.0, 'Ga')",74.0
5393,Ga,Ra,0.6470588235294118,"(81.0, 'Ga')","(13.0, 'Ra')",68.0
5394,Ra,Ga,0.6470588235294118,"(13.0, 'Ra')","(81.0, 'Ga')",68.0
5395,Ga,Ac,0.45098039215686275,"(81.0, 'Ga')","(48.0, 'Ac')",33.0
5396,Ac,Ga,0.45098039215686275,"(48.0, 'Ac')","(81.0, 'Ga')",33.0
5397,Ga,Th,0.4411764705882353,"(81.0, 'Ga')","(47.0, 'Th')",34.0
5398,Th,Ga,0.4411764705882353,"(47.0, 'Th')","(81.0, 'Ga')",34.0
5399,Ga,Pa,0.43137254901960786,"(81.0, 'Ga')","(46.0, 'Pa')",35.0
5400,Pa,Ga,0.43137254901960786,"(46.0, 'Pa')","(81.0, 'Ga')",35.0
5401,Ga,U,0.4215686274509804,"(81.0, 'Ga')","(45.0, 'U')",36.0
5402,U,Ga,0.4215686274509804,"(45.0, 'U')","(81.0, 'Ga')",36.0
5403,Ga,Np,0.4117647058823529,"(81.0, 'Ga')","(44.0, 'Np')",37.0
5404,Np,Ga,0.4117647058823529,"(44.0, 'Np')","(81.0, 'Ga')",37.0
5405,Ga,Pu,0.4019607843137255,"(81.0, 'Ga')","(43.0, 'Pu')",38.0
5406,Pu,Ga,0.4019607843137255,"(43.0, 'Pu')","(81.0, 'Ga')",38.0
5407,Ga,Am,0.39215686274509803,"(81.0, 'Ga')","(42.0, 'Am')",39.0
5408,Am,Ga,0.39215686274509803,"(42.0, 'Am')","(81.0, 'Ga')",39.0
5409,Ga,Cm,0.38235294117647056,"(81.0, 'Ga')","(41.0, 'Cm')",40.0
5410,Cm,Ga,0.38235294117647056,"(41.0, 'Cm')","(81.0, 'Ga')",40.0
5411,Ga,Bk,0.37254901960784315,"(81.0, 'Ga')","(40.0, 'Bk')",41.0
5412,Bk,Ga,0.37254901960784315,"(40.0, 'Bk')","(81.0, 'Ga')",41.0
5413,Ga,Cf,0.3627450980392157,"(81.0, 'Ga')","(39.0, 'Cf')",42.0
5414,Cf,Ga,0.3627450980392157,"(39.0, 'Cf')","(81.0, 'Ga')",42.0
5415,Ga,Es,0.35294117647058826,"(81.0, 'Ga')","(38.0, 'Es')",43.0
5416,Es,Ga,0.35294117647058826,"(38.0, 'Es')","(81.0, 'Ga')",43.0
5417,Ga,Fm,0.3431372549019608,"(81.0, 'Ga')","(37.0, 'Fm')",44.0
5418,Fm,Ga,0.3431372549019608,"(37.0, 'Fm')","(81.0, 'Ga')",44.0
5419,Ga,Md,0.3333333333333333,"(81.0, 'Ga')","(36.0, 'Md')",45.0
5420,Md,Ga,0.3333333333333333,"(36.0, 'Md')","(81.0, 'Ga')",45.0
5421,Ga,No,0.3235294117647059,"(81.0, 'Ga')","(35.0, 'No')",46.0
5422,No,Ga,0.3235294117647059,"(35.0, 'No')","(81.0, 'Ga')",46.0
5423,Ga,Lr,0.3137254901960784,"(81.0, 'Ga')","(34.0, 'Lr')",47.0
5424,Lr,Ga,0.3137254901960784,"(34.0, 'Lr')","(81.0, 'Ga')",47.0
5425,Ge,Ge,0.0,"(84.0, 'Ge')","(84.0, 'Ge')",0.0
5426,Ge,As,0.058823529411764705,"(84.0, 'Ge')","(89.0, 'As')",5.0
5427,As,Ge,0.058823529411764705,"(89.0, 'As')","(84.0, 'Ge')",5.0
5428,Ge,Se,0.10784313725490197,"(84.0, 'Ge')","(93.0, 'Se')",9.0
5429,Se,Ge,0.10784313725490197,"(93.0, 'Se')","(84.0, 'Ge')",9.0
5430,Ge,Br,0.1568627450980392,"(84.0, 'Ge')","(98.0, 'Br')",14.0
5431,Br,Ge,0.1568627450980392,"(98.0, 'Br')","(84.0, 'Ge')",14.0
5432,Ge,Kr,0.7843137254901961,"(84.0, 'Ge')","(4.0, 'Kr')",80.0
5433,Kr,Ge,0.7843137254901961,"(4.0, 'Kr')","(84.0, 'Ge')",80.0
5434,Ge,Rb,0.7352941176470589,"(84.0, 'Ge')","(9.0, 'Rb')",75.0
5435,Rb,Ge,0.7352941176470589,"(9.0, 'Rb')","(84.0, 'Ge')",75.0
5436,Ge,Sr,0.6764705882352942,"(84.0, 'Ge')","(15.0, 'Sr')",69.0
5437,Sr,Ge,0.6764705882352942,"(15.0, 'Sr')","(84.0, 'Ge')",69.0
5438,Ge,Y,0.6176470588235294,"(84.0, 'Ge')","(25.0, 'Y')",59.0
5439,Y,Ge,0.6176470588235294,"(25.0, 'Y')","(84.0, 'Ge')",59.0
5440,Ge,Zr,0.3431372549019608,"(84.0, 'Ge')","(49.0, 'Zr')",35.0
5441,Zr,Ge,0.3431372549019608,"(49.0, 'Zr')","(84.0, 'Ge')",35.0
5442,Ge,Nb,0.30392156862745096,"(84.0, 'Ge')","(53.0, 'Nb')",31.0
5443,Nb,Ge,0.30392156862745096,"(53.0, 'Nb')","(84.0, 'Ge')",31.0
5444,Ge,Mo,0.27450980392156865,"(84.0, 'Ge')","(56.0, 'Mo')",28.0
5445,Mo,Ge,0.27450980392156865,"(56.0, 'Mo')","(84.0, 'Ge')",28.0
5446,Ge,Tc,0.24509803921568626,"(84.0, 'Ge')","(59.0, 'Tc')",25.0
5447,Tc,Ge,0.24509803921568626,"(59.0, 'Tc')","(84.0, 'Ge')",25.0
5448,Ge,Ru,0.22549019607843138,"(84.0, 'Ge')","(62.0, 'Ru')",22.0
5449,Ru,Ge,0.22549019607843138,"(62.0, 'Ru')","(84.0, 'Ge')",22.0
5450,Ge,Rh,0.20588235294117646,"(84.0, 'Ge')","(65.0, 'Rh')",19.0
5451,Rh,Ge,0.20588235294117646,"(65.0, 'Rh')","(84.0, 'Ge')",19.0
5452,Ge,Pd,0.18627450980392157,"(84.0, 'Ge')","(69.0, 'Pd')",15.0
5453,Pd,Ge,0.18627450980392157,"(69.0, 'Pd')","(84.0, 'Ge')",15.0
5454,Ge,Ag,0.16666666666666666,"(84.0, 'Ge')","(71.0, 'Ag')",13.0
5455,Ag,Ge,0.16666666666666666,"(71.0, 'Ag')","(84.0, 'Ge')",13.0
5456,Ge,Cd,0.08823529411764706,"(84.0, 'Ge')","(75.0, 'Cd')",9.0
5457,Cd,Ge,0.08823529411764706,"(75.0, 'Cd')","(84.0, 'Ge')",9.0
5458,Ge,In,0.0392156862745098,"(84.0, 'Ge')","(79.0, 'In')",5.0
5459,In,Ge,0.0392156862745098,"(79.0, 'In')","(84.0, 'Ge')",5.0
5460,Ge,Sn,0.00980392156862745,"(84.0, 'Ge')","(83.0, 'Sn')",1.0
5461,Sn,Ge,0.00980392156862745,"(83.0, 'Sn')","(84.0, 'Ge')",1.0
5462,Ge,Sb,0.06862745098039216,"(84.0, 'Ge')","(88.0, 'Sb')",4.0
5463,Sb,Ge,0.06862745098039216,"(88.0, 'Sb')","(84.0, 'Ge')",4.0
5464,Ge,Te,0.09803921568627451,"(84.0, 'Ge')","(92.0, 'Te')",8.0
5465,Te,Ge,0.09803921568627451,"(92.0, 'Te')","(84.0, 'Ge')",8.0
5466,Ge,I,0.14705882352941177,"(84.0, 'Ge')","(97.0, 'I')",13.0
5467,I,Ge,0.14705882352941177,"(97.0, 'I')","(84.0, 'Ge')",13.0
5468,Ge,Xe,0.7745098039215687,"(84.0, 'Ge')","(5.0, 'Xe')",79.0
5469,Xe,Ge,0.7745098039215687,"(5.0, 'Xe')","(84.0, 'Ge')",79.0
5470,Ge,Cs,0.7450980392156863,"(84.0, 'Ge')","(8.0, 'Cs')",76.0
5471,Cs,Ge,0.7450980392156863,"(8.0, 'Cs')","(84.0, 'Ge')",76.0
5472,Ge,Ba,0.6862745098039216,"(84.0, 'Ge')","(14.0, 'Ba')",70.0
5473,Ba,Ge,0.6862745098039216,"(14.0, 'Ba')","(84.0, 'Ge')",70.0
5474,Ge,La,0.5098039215686274,"(84.0, 'Ge')","(33.0, 'La')",51.0
5475,La,Ge,0.5098039215686274,"(33.0, 'La')","(84.0, 'Ge')",51.0
5476,Ge,Ce,0.5196078431372549,"(84.0, 'Ge')","(32.0, 'Ce')",52.0
5477,Ce,Ge,0.5196078431372549,"(32.0, 'Ce')","(84.0, 'Ge')",52.0
5478,Ge,Pr,0.5294117647058824,"(84.0, 'Ge')","(31.0, 'Pr')",53.0
5479,Pr,Ge,0.5294117647058824,"(31.0, 'Pr')","(84.0, 'Ge')",53.0
5480,Ge,Nd,0.5392156862745098,"(84.0, 'Ge')","(30.0, 'Nd')",54.0
5481,Nd,Ge,0.5392156862745098,"(30.0, 'Nd')","(84.0, 'Ge')",54.0
5482,Ge,Pm,0.5490196078431373,"(84.0, 'Ge')","(29.0, 'Pm')",55.0
5483,Pm,Ge,0.5490196078431373,"(29.0, 'Pm')","(84.0, 'Ge')",55.0
5484,Ge,Sm,0.5588235294117647,"(84.0, 'Ge')","(28.0, 'Sm')",56.0
5485,Sm,Ge,0.5588235294117647,"(28.0, 'Sm')","(84.0, 'Ge')",56.0
5486,Ge,Eu,0.6568627450980392,"(84.0, 'Ge')","(18.0, 'Eu')",66.0
5487,Eu,Ge,0.6568627450980392,"(18.0, 'Eu')","(84.0, 'Ge')",66.0
5488,Ge,Gd,0.5686274509803921,"(84.0, 'Ge')","(27.0, 'Gd')",57.0
5489,Gd,Ge,0.5686274509803921,"(27.0, 'Gd')","(84.0, 'Ge')",57.0
5490,Ge,Tb,0.5784313725490197,"(84.0, 'Ge')","(26.0, 'Tb')",58.0
5491,Tb,Ge,0.5784313725490197,"(26.0, 'Tb')","(84.0, 'Ge')",58.0
5492,Ge,Dy,0.5882352941176471,"(84.0, 'Ge')","(24.0, 'Dy')",60.0
5493,Dy,Ge,0.5882352941176471,"(24.0, 'Dy')","(84.0, 'Ge')",60.0
5494,Ge,Ho,0.5980392156862745,"(84.0, 'Ge')","(23.0, 'Ho')",61.0
5495,Ho,Ge,0.5980392156862745,"(23.0, 'Ho')","(84.0, 'Ge')",61.0
5496,Ge,Er,0.6078431372549019,"(84.0, 'Ge')","(22.0, 'Er')",62.0
5497,Er,Ge,0.6078431372549019,"(22.0, 'Er')","(84.0, 'Ge')",62.0
5498,Ge,Tm,0.6274509803921569,"(84.0, 'Ge')","(21.0, 'Tm')",63.0
5499,Tm,Ge,0.6274509803921569,"(21.0, 'Tm')","(84.0, 'Ge')",63.0
5500,Ge,Yb,0.6470588235294118,"(84.0, 'Ge')","(17.0, 'Yb')",67.0
5501,Yb,Ge,0.6470588235294118,"(17.0, 'Yb')","(84.0, 'Ge')",67.0
5502,Ge,Lu,0.6372549019607843,"(84.0, 'Ge')","(20.0, 'Lu')",64.0
5503,Lu,Ge,0.6372549019607843,"(20.0, 'Lu')","(84.0, 'Ge')",64.0
5504,Ge,Hf,0.3333333333333333,"(84.0, 'Ge')","(50.0, 'Hf')",34.0
5505,Hf,Ge,0.3333333333333333,"(50.0, 'Hf')","(84.0, 'Ge')",34.0
5506,Ge,Ta,0.3137254901960784,"(84.0, 'Ge')","(52.0, 'Ta')",32.0
5507,Ta,Ge,0.3137254901960784,"(52.0, 'Ta')","(84.0, 'Ge')",32.0
5508,Ge,W,0.2647058823529412,"(84.0, 'Ge')","(55.0, 'W')",29.0
5509,W,Ge,0.2647058823529412,"(55.0, 'W')","(84.0, 'Ge')",29.0
5510,Ge,Re,0.2549019607843137,"(84.0, 'Ge')","(58.0, 'Re')",26.0
5511,Re,Ge,0.2549019607843137,"(58.0, 'Re')","(84.0, 'Ge')",26.0
5512,Ge,Os,0.23529411764705882,"(84.0, 'Ge')","(63.0, 'Os')",21.0
5513,Os,Ge,0.23529411764705882,"(63.0, 'Os')","(84.0, 'Ge')",21.0
5514,Ge,Ir,0.21568627450980393,"(84.0, 'Ge')","(66.0, 'Ir')",18.0
5515,Ir,Ge,0.21568627450980393,"(66.0, 'Ir')","(84.0, 'Ge')",18.0
5516,Ge,Pt,0.19607843137254902,"(84.0, 'Ge')","(68.0, 'Pt')",16.0
5517,Pt,Ge,0.19607843137254902,"(68.0, 'Pt')","(84.0, 'Ge')",16.0
5518,Ge,Au,0.17647058823529413,"(84.0, 'Ge')","(70.0, 'Au')",14.0
5519,Au,Ge,0.17647058823529413,"(70.0, 'Au')","(84.0, 'Ge')",14.0
5520,Ge,Hg,0.0784313725490196,"(84.0, 'Ge')","(74.0, 'Hg')",10.0
5521,Hg,Ge,0.0784313725490196,"(74.0, 'Hg')","(84.0, 'Ge')",10.0
5522,Ge,Tl,0.029411764705882353,"(84.0, 'Ge')","(78.0, 'Tl')",6.0
5523,Tl,Ge,0.029411764705882353,"(78.0, 'Tl')","(84.0, 'Ge')",6.0
5524,Ge,Pb,0.0196078431372549,"(84.0, 'Ge')","(82.0, 'Pb')",2.0
5525,Pb,Ge,0.0196078431372549,"(82.0, 'Pb')","(84.0, 'Ge')",2.0
5526,Ge,Bi,0.0784313725490196,"(84.0, 'Ge')","(87.0, 'Bi')",3.0
5527,Bi,Ge,0.0784313725490196,"(87.0, 'Bi')","(84.0, 'Ge')",3.0
5528,Ge,Po,0.08823529411764706,"(84.0, 'Ge')","(91.0, 'Po')",7.0
5529,Po,Ge,0.08823529411764706,"(91.0, 'Po')","(84.0, 'Ge')",7.0
5530,Ge,At,0.13725490196078433,"(84.0, 'Ge')","(96.0, 'At')",12.0
5531,At,Ge,0.13725490196078433,"(96.0, 'At')","(84.0, 'Ge')",12.0
5532,Ge,Rn,0.7647058823529411,"(84.0, 'Ge')","(6.0, 'Rn')",78.0
5533,Rn,Ge,0.7647058823529411,"(6.0, 'Rn')","(84.0, 'Ge')",78.0
5534,Ge,Fr,0.7549019607843137,"(84.0, 'Ge')","(7.0, 'Fr')",77.0
5535,Fr,Ge,0.7549019607843137,"(7.0, 'Fr')","(84.0, 'Ge')",77.0
5536,Ge,Ra,0.696078431372549,"(84.0, 'Ge')","(13.0, 'Ra')",71.0
5537,Ra,Ge,0.696078431372549,"(13.0, 'Ra')","(84.0, 'Ge')",71.0
5538,Ge,Ac,0.5,"(84.0, 'Ge')","(48.0, 'Ac')",36.0
5539,Ac,Ge,0.5,"(48.0, 'Ac')","(84.0, 'Ge')",36.0
5540,Ge,Th,0.49019607843137253,"(84.0, 'Ge')","(47.0, 'Th')",37.0
5541,Th,Ge,0.49019607843137253,"(47.0, 'Th')","(84.0, 'Ge')",37.0
5542,Ge,Pa,0.4803921568627451,"(84.0, 'Ge')","(46.0, 'Pa')",38.0
5543,Pa,Ge,0.4803921568627451,"(46.0, 'Pa')","(84.0, 'Ge')",38.0
5544,Ge,U,0.47058823529411764,"(84.0, 'Ge')","(45.0, 'U')",39.0
5545,U,Ge,0.47058823529411764,"(45.0, 'U')","(84.0, 'Ge')",39.0
5546,Ge,Np,0.46078431372549017,"(84.0, 'Ge')","(44.0, 'Np')",40.0
5547,Np,Ge,0.46078431372549017,"(44.0, 'Np')","(84.0, 'Ge')",40.0
5548,Ge,Pu,0.45098039215686275,"(84.0, 'Ge')","(43.0, 'Pu')",41.0
5549,Pu,Ge,0.45098039215686275,"(43.0, 'Pu')","(84.0, 'Ge')",41.0
5550,Ge,Am,0.4411764705882353,"(84.0, 'Ge')","(42.0, 'Am')",42.0
5551,Am,Ge,0.4411764705882353,"(42.0, 'Am')","(84.0, 'Ge')",42.0
5552,Ge,Cm,0.43137254901960786,"(84.0, 'Ge')","(41.0, 'Cm')",43.0
5553,Cm,Ge,0.43137254901960786,"(41.0, 'Cm')","(84.0, 'Ge')",43.0
5554,Ge,Bk,0.4215686274509804,"(84.0, 'Ge')","(40.0, 'Bk')",44.0
5555,Bk,Ge,0.4215686274509804,"(40.0, 'Bk')","(84.0, 'Ge')",44.0
5556,Ge,Cf,0.4117647058823529,"(84.0, 'Ge')","(39.0, 'Cf')",45.0
5557,Cf,Ge,0.4117647058823529,"(39.0, 'Cf')","(84.0, 'Ge')",45.0
5558,Ge,Es,0.4019607843137255,"(84.0, 'Ge')","(38.0, 'Es')",46.0
5559,Es,Ge,0.4019607843137255,"(38.0, 'Es')","(84.0, 'Ge')",46.0
5560,Ge,Fm,0.39215686274509803,"(84.0, 'Ge')","(37.0, 'Fm')",47.0
5561,Fm,Ge,0.39215686274509803,"(37.0, 'Fm')","(84.0, 'Ge')",47.0
5562,Ge,Md,0.38235294117647056,"(84.0, 'Ge')","(36.0, 'Md')",48.0
5563,Md,Ge,0.38235294117647056,"(36.0, 'Md')","(84.0, 'Ge')",48.0
5564,Ge,No,0.37254901960784315,"(84.0, 'Ge')","(35.0, 'No')",49.0
5565,No,Ge,0.37254901960784315,"(35.0, 'No')","(84.0, 'Ge')",49.0
5566,Ge,Lr,0.3627450980392157,"(84.0, 'Ge')","(34.0, 'Lr')",50.0
5567,Lr,Ge,0.3627450980392157,"(34.0, 'Lr')","(84.0, 'Ge')",50.0
5568,As,As,0.0,"(89.0, 'As')","(89.0, 'As')",0.0
5569,As,Se,0.049019607843137254,"(89.0, 'As')","(93.0, 'Se')",4.0
5570,Se,As,0.049019607843137254,"(93.0, 'Se')","(89.0, 'As')",4.0
5571,As,Br,0.09803921568627451,"(89.0, 'As')","(98.0, 'Br')",9.0
5572,Br,As,0.09803921568627451,"(98.0, 'Br')","(89.0, 'As')",9.0
5573,As,Kr,0.8431372549019608,"(89.0, 'As')","(4.0, 'Kr')",85.0
5574,Kr,As,0.8431372549019608,"(4.0, 'Kr')","(89.0, 'As')",85.0
