,ele_1,ele_2,mend_1,mend_2,euclid_dist,reciprocal_euclid_dist,pearson_corr,mend_diff
1023,Nd,C,"(30.0, 'Nd')","(95.0, 'C')",3.4836495979137183,0.2870552769138659,-0.7190077745405101,65.0
1024,C,Pm,"(95.0, 'C')","(29.0, 'Pm')",3.366882234548654,0.2970106853571178,-0.6390745165992626,66.0
1025,Pm,C,"(29.0, 'Pm')","(95.0, 'C')",3.366882234548654,0.2970106853571178,-0.6390745165992626,66.0
1026,C,Sm,"(95.0, 'C')","(28.0, 'Sm')",3.411937674753015,0.29308858933725646,-0.6742521761195333,67.0
1027,Sm,C,"(28.0, 'Sm')","(95.0, 'C')",3.411937674753015,0.29308858933725646,-0.6742521761195333,67.0
1028,C,Eu,"(95.0, 'C')","(18.0, 'Eu')",3.242182176004387,0.30843424141958115,-0.5475708060615273,77.0
1029,Eu,C,"(18.0, 'Eu')","(95.0, 'C')",3.242182176004387,0.30843424141958115,-0.5475708060615273,77.0
1030,C,Gd,"(95.0, 'C')","(27.0, 'Gd')",3.289784417886882,0.3039712859489824,-0.6276510834335082,68.0
1031,Gd,C,"(27.0, 'Gd')","(95.0, 'C')",3.289784417886882,0.3039712859489824,-0.6276510834335082,68.0
1032,C,Tb,"(95.0, 'C')","(26.0, 'Tb')",3.340111263650795,0.2993912241435287,-0.5973427704911908,69.0
1033,Tb,C,"(26.0, 'Tb')","(95.0, 'C')",3.340111263650795,0.2993912241435287,-0.5973427704911908,69.0
1034,C,Dy,"(95.0, 'C')","(24.0, 'Dy')",3.337599824156782,0.29961650667711254,-0.5920863574182851,71.0
1035,Dy,C,"(24.0, 'Dy')","(95.0, 'C')",3.337599824156782,0.29961650667711254,-0.5920863574182851,71.0
1036,C,Ho,"(95.0, 'C')","(23.0, 'Ho')",3.2788223740401,0.3049875491632137,-0.5339653249816914,72.0
1037,Ho,C,"(23.0, 'Ho')","(95.0, 'C')",3.2788223740401,0.3049875491632137,-0.5339653249816914,72.0
1038,C,Er,"(95.0, 'C')","(22.0, 'Er')",3.2339928727970233,0.30921527638838536,-0.48889959700189906,73.0
1039,Er,C,"(22.0, 'Er')","(95.0, 'C')",3.2339928727970233,0.30921527638838536,-0.48889959700189906,73.0
1040,C,Tm,"(95.0, 'C')","(21.0, 'Tm')",3.1873654938415843,0.3137387293462684,-0.4254262031924254,74.0
1041,Tm,C,"(21.0, 'Tm')","(95.0, 'C')",3.1873654938415843,0.3137387293462684,-0.4254262031924254,74.0
1042,C,Yb,"(95.0, 'C')","(17.0, 'Yb')",3.329720823442575,0.30032547862859776,-0.6453849220886062,78.0
1043,Yb,C,"(17.0, 'Yb')","(95.0, 'C')",3.329720823442575,0.30032547862859776,-0.6453849220886062,78.0
1044,C,Lu,"(95.0, 'C')","(20.0, 'Lu')",3.1253281624708467,0.3199663996914206,-0.33000358627453624,75.0
1045,Lu,C,"(20.0, 'Lu')","(95.0, 'C')",3.1253281624708467,0.3199663996914206,-0.33000358627453624,75.0
1046,C,Hf,"(95.0, 'C')","(50.0, 'Hf')",2.7827060479035612,0.3593624273585711,0.055239202027397696,45.0
1047,Hf,C,"(50.0, 'Hf')","(95.0, 'C')",2.7827060479035612,0.3593624273585711,0.055239202027397696,45.0
1048,C,Ta,"(95.0, 'C')","(52.0, 'Ta')",2.2368900510155565,0.447049241220415,0.4173834848342059,43.0
1049,Ta,C,"(52.0, 'Ta')","(95.0, 'C')",2.2368900510155565,0.447049241220415,0.4173834848342059,43.0
1050,C,W,"(95.0, 'C')","(55.0, 'W')",1.9028315630454358,0.525532590178147,0.6425459217387627,40.0
1051,W,C,"(55.0, 'W')","(95.0, 'C')",1.9028315630454358,0.525532590178147,0.6425459217387627,40.0
1052,C,Re,"(95.0, 'C')","(58.0, 'Re')",1.8176242873161468,0.5501687048188446,0.6726550516230031,37.0
1053,Re,C,"(58.0, 'Re')","(95.0, 'C')",1.8176242873161468,0.5501687048188446,0.6726550516230031,37.0
1054,C,Os,"(95.0, 'C')","(63.0, 'Os')",1.7274319476902116,0.5788940058316756,0.7225281048232102,32.0
1055,Os,C,"(63.0, 'Os')","(95.0, 'C')",1.7274319476902116,0.5788940058316756,0.7225281048232102,32.0
1056,C,Ir,"(95.0, 'C')","(66.0, 'Ir')",2.1047961208917996,0.47510539860568596,0.5312612147475207,29.0
1057,Ir,C,"(66.0, 'Ir')","(95.0, 'C')",2.1047961208917996,0.47510539860568596,0.5312612147475207,29.0
1058,C,Pt,"(95.0, 'C')","(68.0, 'Pt')",2.227181971044894,0.44899788746531777,0.4941150235615782,27.0
1059,Pt,C,"(68.0, 'Pt')","(95.0, 'C')",2.227181971044894,0.44899788746531777,0.4941150235615782,27.0
1060,C,Au,"(95.0, 'C')","(70.0, 'Au')",1.9994913024522294,0.5001272067418214,0.6200914374332069,25.0
1061,Au,C,"(70.0, 'Au')","(95.0, 'C')",1.9994913024522294,0.5001272067418214,0.6200914374332069,25.0
1062,C,Hg,"(95.0, 'C')","(74.0, 'Hg')",1.8080470134376172,0.5530829633122827,0.7386054062591512,21.0
1063,Hg,C,"(74.0, 'Hg')","(95.0, 'C')",1.8080470134376172,0.5530829633122827,0.7386054062591512,21.0
1064,C,Tl,"(95.0, 'C')","(78.0, 'Tl')",2.105937642071553,0.4748478682475742,0.5473955288514327,17.0
1065,Tl,C,"(78.0, 'Tl')","(95.0, 'C')",2.105937642071553,0.4748478682475742,0.5473955288514327,17.0
1066,C,Pb,"(95.0, 'C')","(82.0, 'Pb')",2.135653602108319,0.4682407292141381,0.668405681135935,13.0
1067,Pb,C,"(82.0, 'Pb')","(95.0, 'C')",2.135653602108319,0.4682407292141381,0.668405681135935,13.0
1068,C,Bi,"(95.0, 'C')","(87.0, 'Bi')",2.1430717121171785,0.46661994292859305,0.6551525252076735,8.0
1069,Bi,C,"(87.0, 'Bi')","(95.0, 'C')",2.1430717121171785,0.46661994292859305,0.6551525252076735,8.0
1070,C,Po,"(95.0, 'C')","(91.0, 'Po')",2.433064114127778,0.41100437682403085,0.3885404783117283,4.0
1071,Po,C,"(91.0, 'Po')","(95.0, 'C')",2.433064114127778,0.41100437682403085,0.3885404783117283,4.0
1072,C,At,"(95.0, 'C')","(96.0, 'At')",2.494370228762752,0.400902796412871,-0.331202633498987,1.0
1073,At,C,"(96.0, 'At')","(95.0, 'C')",2.494370228762752,0.400902796412871,-0.331202633498987,1.0
1074,C,Rn,"(95.0, 'C')","(6.0, 'Rn')",2.491896932609664,0.401300706667968,-0.11181038608762293,89.0
1075,Rn,C,"(6.0, 'Rn')","(95.0, 'C')",2.491896932609664,0.401300706667968,-0.11181038608762293,89.0
1076,C,Fr,"(95.0, 'C')","(7.0, 'Fr')",2.517815585206013,0.3971696759189684,-0.28885470407016595,88.0
1077,Fr,C,"(7.0, 'Fr')","(95.0, 'C')",2.517815585206013,0.3971696759189684,-0.28885470407016595,88.0
1078,C,Ra,"(95.0, 'C')","(13.0, 'Ra')",2.463661464839344,0.4058999234560866,0.20995440644559685,82.0
1079,Ra,C,"(13.0, 'Ra')","(95.0, 'C')",2.463661464839344,0.4058999234560866,0.20995440644559685,82.0
1080,C,Ac,"(95.0, 'C')","(48.0, 'Ac')",3.799489598796508,0.2631932458287953,-0.5557482314854318,47.0
1081,Ac,C,"(48.0, 'Ac')","(95.0, 'C')",3.799489598796508,0.2631932458287953,-0.5557482314854318,47.0
1082,C,Th,"(95.0, 'C')","(47.0, 'Th')",3.4023529664856773,0.2939142440100533,-0.3717465012124218,48.0
1083,Th,C,"(47.0, 'Th')","(95.0, 'C')",3.4023529664856773,0.2939142440100533,-0.3717465012124218,48.0
1084,C,Pa,"(95.0, 'C')","(46.0, 'Pa')",3.0370995646882215,0.32926151372408385,-0.021987083483255607,49.0
1085,Pa,C,"(46.0, 'Pa')","(95.0, 'C')",3.0370995646882215,0.32926151372408385,-0.021987083483255607,49.0
1086,C,U,"(95.0, 'C')","(45.0, 'U')",2.651504170633536,0.3771444190340706,0.09415246752064416,50.0
1087,U,C,"(45.0, 'U')","(95.0, 'C')",2.651504170633536,0.3771444190340706,0.09415246752064416,50.0
1088,C,Np,"(95.0, 'C')","(44.0, 'Np')",2.7000975278335204,0.3703569925499583,0.06654328555383685,51.0
1089,Np,C,"(44.0, 'Np')","(95.0, 'C')",2.7000975278335204,0.3703569925499583,0.06654328555383685,51.0
1090,C,Pu,"(95.0, 'C')","(43.0, 'Pu')",2.9329647964964134,0.3409519272766433,-0.2060032123197496,52.0
1091,Pu,C,"(43.0, 'Pu')","(95.0, 'C')",2.9329647964964134,0.3409519272766433,-0.2060032123197496,52.0
1092,N,N,"(100.0, 'N')","(100.0, 'N')",0.0,inf,1.0,0.0
1093,N,O,"(100.0, 'N')","(101.0, 'O')",2.04798941929243,0.48828377265029765,0.14237176196647494,1.0
1094,O,N,"(101.0, 'O')","(100.0, 'N')",2.04798941929243,0.48828377265029765,0.14237176196647494,1.0
1095,N,F,"(100.0, 'N')","(102.0, 'F')",3.014749995933889,0.33170246333816705,-0.3515437777907805,2.0
1096,F,N,"(102.0, 'F')","(100.0, 'N')",3.014749995933889,0.33170246333816705,-0.3515437777907805,2.0
1097,N,Ne,"(100.0, 'N')","(2.0, 'Ne')",2.4505797792892596,0.4080666985222695,-0.7301609751049887,98.0
1098,Ne,N,"(2.0, 'Ne')","(100.0, 'N')",2.4505797792892596,0.4080666985222695,-0.7301609751049887,98.0
1099,N,Na,"(100.0, 'N')","(11.0, 'Na')",2.3812849057320604,0.4199413508198329,-0.40926101043818275,89.0
1100,Na,N,"(11.0, 'Na')","(100.0, 'N')",2.3812849057320604,0.4199413508198329,-0.40926101043818275,89.0
1101,N,Mg,"(100.0, 'N')","(73.0, 'Mg')",2.418681414751154,0.41344841610852867,-0.8633442956880302,27.0
1102,Mg,N,"(73.0, 'Mg')","(100.0, 'N')",2.418681414751154,0.41344841610852867,-0.8633442956880302,27.0
1103,N,Al,"(100.0, 'N')","(80.0, 'Al')",2.4328723956472635,0.41103676534335903,-0.39294184346304606,20.0
1104,Al,N,"(80.0, 'Al')","(100.0, 'N')",2.4328723956472635,0.41103676534335903,-0.39294184346304606,20.0
1105,N,Si,"(100.0, 'N')","(85.0, 'Si')",2.2333233386853495,0.44776319786666097,-0.25461173818912575,15.0
1106,Si,N,"(85.0, 'Si')","(100.0, 'N')",2.2333233386853495,0.44776319786666097,-0.25461173818912575,15.0
1107,N,P,"(100.0, 'N')","(90.0, 'P')",1.9492422396999893,0.513019869789971,0.2175976719923026,10.0
1108,P,N,"(90.0, 'P')","(100.0, 'N')",1.9492422396999893,0.513019869789971,0.2175976719923026,10.0
1109,N,S,"(100.0, 'N')","(94.0, 'S')",1.7460987806954893,0.572705285093716,0.4046154862510666,6.0
1110,S,N,"(94.0, 'S')","(100.0, 'N')",1.7460987806954893,0.572705285093716,0.4046154862510666,6.0
1111,N,Cl,"(100.0, 'N')","(99.0, 'Cl')",2.1618723012083376,0.4625620113829429,-0.10631104576001973,1.0
1112,Cl,N,"(99.0, 'Cl')","(100.0, 'N')",2.1618723012083376,0.4625620113829429,-0.10631104576001973,1.0
1113,N,Ar,"(100.0, 'N')","(3.0, 'Ar')",1.7517978811997363,0.5708421106863881,0.45735222688542454,97.0
1114,Ar,N,"(3.0, 'Ar')","(100.0, 'N')",1.7517978811997363,0.5708421106863881,0.45735222688542454,97.0
1115,N,K,"(100.0, 'N')","(10.0, 'K')",2.304239970691944,0.4339825767798431,-0.30548506985087354,90.0
1116,K,N,"(10.0, 'K')","(100.0, 'N')",2.304239970691944,0.4339825767798431,-0.30548506985087354,90.0
1117,N,Ca,"(100.0, 'N')","(16.0, 'Ca')",2.778330168400272,0.3599284244088915,-0.8400883618875675,84.0
1118,Ca,N,"(16.0, 'Ca')","(100.0, 'N')",2.778330168400272,0.3599284244088915,-0.8400883618875675,84.0
1119,N,Sc,"(100.0, 'N')","(19.0, 'Sc')",2.689866442807804,0.3717656698806781,-0.5918743021219193,81.0
1120,Sc,N,"(19.0, 'Sc')","(100.0, 'N')",2.689866442807804,0.3717656698806781,-0.5918743021219193,81.0
1121,N,Ti,"(100.0, 'N')","(51.0, 'Ti')",2.5356913372116208,0.3943697662743339,-0.4695147980699899,49.0
1122,Ti,N,"(51.0, 'Ti')","(100.0, 'N')",2.5356913372116208,0.3943697662743339,-0.4695147980699899,49.0
1123,N,V,"(100.0, 'N')","(54.0, 'V')",2.357422585897892,0.42419208417786547,-0.22934197025444336,46.0
1124,V,N,"(54.0, 'V')","(100.0, 'N')",2.357422585897892,0.42419208417786547,-0.22934197025444336,46.0
1125,N,Cr,"(100.0, 'N')","(57.0, 'Cr')",2.225104676854401,0.4494170590723336,0.039397571081448285,43.0
1126,Cr,N,"(57.0, 'Cr')","(100.0, 'N')",2.225104676854401,0.4494170590723336,0.039397571081448285,43.0
1127,N,Mn,"(100.0, 'N')","(60.0, 'Mn')",1.953667354310434,0.5118578645405885,0.21288393375650178,40.0
1128,Mn,N,"(60.0, 'Mn')","(100.0, 'N')",1.953667354310434,0.5118578645405885,0.21288393375650178,40.0
1129,N,Fe,"(100.0, 'N')","(61.0, 'Fe')",1.811544262343187,0.5520152175064854,0.46260459639751333,39.0
1130,Fe,N,"(61.0, 'Fe')","(100.0, 'N')",1.811544262343187,0.5520152175064854,0.46260459639751333,39.0
1131,N,Co,"(100.0, 'N')","(64.0, 'Co')",1.7033989478612583,0.5870615343842809,0.5565769969351128,36.0
1132,Co,N,"(64.0, 'Co')","(100.0, 'N')",1.7033989478612583,0.5870615343842809,0.5565769969351128,36.0
1133,N,Ni,"(100.0, 'N')","(67.0, 'Ni')",1.532466981642595,0.6525426074290597,0.6708185705442975,33.0
1134,Ni,N,"(67.0, 'Ni')","(100.0, 'N')",1.532466981642595,0.6525426074290597,0.6708185705442975,33.0
1135,N,Cu,"(100.0, 'N')","(72.0, 'Cu')",1.906338883170675,0.5245657048849429,0.4168687346132994,28.0
1136,Cu,N,"(72.0, 'Cu')","(100.0, 'N')",1.906338883170675,0.5245657048849429,0.4168687346132994,28.0
1137,N,Zn,"(100.0, 'N')","(76.0, 'Zn')",2.131411702806886,0.46917261394553006,0.13173256780442577,24.0
1138,Zn,N,"(76.0, 'Zn')","(100.0, 'N')",2.131411702806886,0.46917261394553006,0.13173256780442577,24.0
1139,N,Ga,"(100.0, 'N')","(81.0, 'Ga')",1.932573733392429,0.5174446815256076,0.25328204267001203,19.0
1140,Ga,N,"(81.0, 'Ga')","(100.0, 'N')",1.932573733392429,0.5174446815256076,0.25328204267001203,19.0
1141,N,Ge,"(100.0, 'N')","(84.0, 'Ge')",1.7990881187283339,0.5558371430449106,0.5567601785933366,16.0
1142,Ge,N,"(84.0, 'Ge')","(100.0, 'N')",1.7990881187283339,0.5558371430449106,0.5567601785933366,16.0
1143,N,As,"(100.0, 'N')","(89.0, 'As')",1.6410509101172912,0.6093656167732948,0.5906461710672481,11.0
1144,As,N,"(89.0, 'As')","(100.0, 'N')",1.6410509101172912,0.6093656167732948,0.5906461710672481,11.0
1145,N,Se,"(100.0, 'N')","(93.0, 'Se')",1.3809554350178805,0.7241363295601585,0.816630637126367,7.0
1146,Se,N,"(93.0, 'Se')","(100.0, 'N')",1.3809554350178805,0.7241363295601585,0.816630637126367,7.0
1147,N,Br,"(100.0, 'N')","(98.0, 'Br')",1.817814774962276,0.5501110529925979,0.3331332794742905,2.0
1148,Br,N,"(98.0, 'Br')","(100.0, 'N')",1.817814774962276,0.5501110529925979,0.3331332794742905,2.0
1149,N,Kr,"(100.0, 'N')","(4.0, 'Kr')",1.1875191228165132,0.842091702597797,0.8291966297473639,96.0
1150,Kr,N,"(4.0, 'Kr')","(100.0, 'N')",1.1875191228165132,0.842091702597797,0.8291966297473639,96.0
1151,N,Rb,"(100.0, 'N')","(9.0, 'Rb')",2.2883117525460075,0.43700339295438484,-0.21016743579986574,91.0
1152,Rb,N,"(9.0, 'Rb')","(100.0, 'N')",2.2883117525460075,0.43700339295438484,-0.21016743579986574,91.0
1153,N,Sr,"(100.0, 'N')","(15.0, 'Sr')",2.8588361298053595,0.3497926969560455,-0.8065939803825735,85.0
1154,Sr,N,"(15.0, 'Sr')","(100.0, 'N')",2.8588361298053595,0.3497926969560455,-0.8065939803825735,85.0
1155,N,Y,"(100.0, 'N')","(25.0, 'Y')",2.983333689613616,0.3351954906960187,-0.8257640251927529,75.0
1156,Y,N,"(25.0, 'Y')","(100.0, 'N')",2.983333689613616,0.3351954906960187,-0.8257640251927529,75.0
1157,N,Zr,"(100.0, 'N')","(49.0, 'Zr')",2.6498775488970834,0.37737592833910916,-0.5647344140561401,51.0
1158,Zr,N,"(49.0, 'Zr')","(100.0, 'N')",2.6498775488970834,0.37737592833910916,-0.5647344140561401,51.0
1159,N,Nb,"(100.0, 'N')","(53.0, 'Nb')",2.4162101514129857,0.41387128491915565,-0.30735855998783834,47.0
1160,Nb,N,"(53.0, 'Nb')","(100.0, 'N')",2.4162101514129857,0.41387128491915565,-0.30735855998783834,47.0
1161,N,Mo,"(100.0, 'N')","(56.0, 'Mo')",2.1617067667834267,0.46259743243898827,0.07623112268261104,44.0
1162,Mo,N,"(56.0, 'Mo')","(100.0, 'N')",2.1617067667834267,0.46259743243898827,0.07623112268261104,44.0
1163,N,Tc,"(100.0, 'N')","(59.0, 'Tc')",2.2391715259152365,0.44659374613620145,0.09682595438641137,41.0
1164,Tc,N,"(59.0, 'Tc')","(100.0, 'N')",2.2391715259152365,0.44659374613620145,0.09682595438641137,41.0
1165,N,Ru,"(100.0, 'N')","(62.0, 'Ru')",1.9919908619259703,0.5020103350439785,0.37780584379701876,38.0
1166,Ru,N,"(62.0, 'Ru')","(100.0, 'N')",1.9919908619259703,0.5020103350439785,0.37780584379701876,38.0
1167,N,Rh,"(100.0, 'N')","(65.0, 'Rh')",1.4720225268692821,0.6793374297924732,0.690616504288902,35.0
1168,Rh,N,"(65.0, 'Rh')","(100.0, 'N')",1.4720225268692821,0.6793374297924732,0.690616504288902,35.0
1169,N,Pd,"(100.0, 'N')","(69.0, 'Pd')",1.306088315483111,0.7656450089518705,0.7526649116134075,31.0
1170,Pd,N,"(69.0, 'Pd')","(100.0, 'N')",1.306088315483111,0.7656450089518705,0.7526649116134075,31.0
1171,N,Ag,"(100.0, 'N')","(71.0, 'Ag')",1.7962899875723273,0.556702986109438,0.5274470359368348,29.0
1172,Ag,N,"(71.0, 'Ag')","(100.0, 'N')",1.7962899875723273,0.556702986109438,0.5274470359368348,29.0
1173,N,Cd,"(100.0, 'N')","(75.0, 'Cd')",1.8214023858790123,0.5490275008712027,0.3655926903523039,25.0
1174,Cd,N,"(75.0, 'Cd')","(100.0, 'N')",1.8214023858790123,0.5490275008712027,0.3655926903523039,25.0
1175,N,In,"(100.0, 'N')","(79.0, 'In')",2.063663283676079,0.4845751765368735,0.012617255857758775,21.0
1176,In,N,"(79.0, 'In')","(100.0, 'N')",2.063663283676079,0.4845751765368735,0.012617255857758775,21.0
1177,N,Sn,"(100.0, 'N')","(83.0, 'Sn')",2.0202740745870216,0.49498234550399656,0.0699200248924276,17.0
1178,Sn,N,"(83.0, 'Sn')","(100.0, 'N')",2.0202740745870216,0.49498234550399656,0.0699200248924276,17.0
1179,N,Sb,"(100.0, 'N')","(88.0, 'Sb')",1.7506945985164006,0.5712018537370451,0.46312848975593224,12.0
1180,Sb,N,"(88.0, 'Sb')","(100.0, 'N')",1.7506945985164006,0.5712018537370451,0.46312848975593224,12.0
1181,N,Te,"(100.0, 'N')","(92.0, 'Te')",1.6771163545728416,0.596261551724417,0.5201805107495319,8.0
1182,Te,N,"(92.0, 'Te')","(100.0, 'N')",1.6771163545728416,0.596261551724417,0.5201805107495319,8.0
1183,N,I,"(100.0, 'N')","(97.0, 'I')",1.6728551387576602,0.5977803916378834,0.5638486786682136,3.0
1184,I,N,"(97.0, 'I')","(100.0, 'N')",1.6728551387576602,0.5977803916378834,0.5638486786682136,3.0
1185,N,Xe,"(100.0, 'N')","(5.0, 'Xe')",2.018407383895393,0.49544012174096685,0.6343420842627909,95.0
1186,Xe,N,"(5.0, 'Xe')","(100.0, 'N')",2.018407383895393,0.49544012174096685,0.6343420842627909,95.0
1187,N,Cs,"(100.0, 'N')","(8.0, 'Cs')",2.3310505743996277,0.4289911214206729,-0.13539352201667137,92.0
1188,Cs,N,"(8.0, 'Cs')","(100.0, 'N')",2.3310505743996277,0.4289911214206729,-0.13539352201667137,92.0
1189,N,Ba,"(100.0, 'N')","(14.0, 'Ba')",2.935736981665819,0.3406299700024803,-0.6657095080034515,86.0
1190,Ba,N,"(14.0, 'Ba')","(100.0, 'N')",2.935736981665819,0.3406299700024803,-0.6657095080034515,86.0
1191,N,La,"(100.0, 'N')","(33.0, 'La')",3.1342658102933125,0.3190539860135275,-0.8217173401989942,67.0
1192,La,N,"(33.0, 'La')","(100.0, 'N')",3.1342658102933125,0.3190539860135275,-0.8217173401989942,67.0
1193,N,Ce,"(100.0, 'N')","(32.0, 'Ce')",2.9684957393528872,0.33687095680925366,-0.8537252609906398,68.0
1194,Ce,N,"(32.0, 'Ce')","(100.0, 'N')",2.9684957393528872,0.33687095680925366,-0.8537252609906398,68.0
1195,N,Pr,"(100.0, 'N')","(31.0, 'Pr')",3.107927923603554,0.3217577835075816,-0.8449571012589829,69.0
1196,Pr,N,"(31.0, 'Pr')","(100.0, 'N')",3.107927923603554,0.3217577835075816,-0.8449571012589829,69.0
1197,N,Nd,"(100.0, 'N')","(30.0, 'Nd')",3.1179022928148337,0.320728459741823,-0.8676734639037262,70.0
1198,Nd,N,"(30.0, 'Nd')","(100.0, 'N')",3.1179022928148337,0.320728459741823,-0.8676734639037262,70.0
1199,N,Pm,"(100.0, 'N')","(29.0, 'Pm')",3.0820444553961632,0.3244599532784678,-0.9234105707741249,71.0
1200,Pm,N,"(29.0, 'Pm')","(100.0, 'N')",3.0820444553961632,0.3244599532784678,-0.9234105707741249,71.0
1201,N,Sm,"(100.0, 'N')","(28.0, 'Sm')",3.0810383252514053,0.3245659074748453,-0.8868445236810079,72.0
1202,Sm,N,"(28.0, 'Sm')","(100.0, 'N')",3.0810383252514053,0.3245659074748453,-0.8868445236810079,72.0
1203,N,Eu,"(100.0, 'N')","(18.0, 'Eu')",2.898224268241714,0.3450388608493286,-0.7375126797377181,82.0
1204,Eu,N,"(18.0, 'Eu')","(100.0, 'N')",2.898224268241714,0.3450388608493286,-0.7375126797377181,82.0
1205,N,Gd,"(100.0, 'N')","(27.0, 'Gd')",2.960664537852602,0.3377620082298515,-0.8664419174462111,73.0
1206,Gd,N,"(27.0, 'Gd')","(100.0, 'N')",2.960664537852602,0.3377620082298515,-0.8664419174462111,73.0
1207,N,Tb,"(100.0, 'N')","(26.0, 'Tb')",3.0510779465712474,0.3277530163147041,-0.8502226793876164,74.0
1208,Tb,N,"(26.0, 'Tb')","(100.0, 'N')",3.0510779465712474,0.3277530163147041,-0.8502226793876164,74.0
1209,N,Dy,"(100.0, 'N')","(24.0, 'Dy')",3.0486687169779856,0.328012025193494,-0.8664707872754017,76.0
1210,Dy,N,"(24.0, 'Dy')","(100.0, 'N')",3.0486687169779856,0.328012025193494,-0.8664707872754017,76.0
1211,N,Ho,"(100.0, 'N')","(23.0, 'Ho')",3.023623340068485,0.3307290252552919,-0.869885644972924,77.0
1212,Ho,N,"(23.0, 'Ho')","(100.0, 'N')",3.023623340068485,0.3307290252552919,-0.869885644972924,77.0
1213,N,Er,"(100.0, 'N')","(22.0, 'Er')",3.0435390736449035,0.32856486340502694,-0.8609002460892873,78.0
1214,Er,N,"(22.0, 'Er')","(100.0, 'N')",3.0435390736449035,0.32856486340502694,-0.8609002460892873,78.0
1215,N,Tm,"(100.0, 'N')","(21.0, 'Tm')",3.0275228962158534,0.33030303461946237,-0.844431338519644,79.0
1216,Tm,N,"(21.0, 'Tm')","(100.0, 'N')",3.0275228962158534,0.33030303461946237,-0.844431338519644,79.0
1217,N,Yb,"(100.0, 'N')","(17.0, 'Yb')",2.8266356388571654,0.3537774682570369,-0.6825941311725097,83.0
1218,Yb,N,"(17.0, 'Yb')","(100.0, 'N')",2.8266356388571654,0.3537774682570369,-0.6825941311725097,83.0
1219,N,Lu,"(100.0, 'N')","(20.0, 'Lu')",3.0446656809384893,0.32844328566536063,-0.8487927833756383,80.0
1220,Lu,N,"(20.0, 'Lu')","(100.0, 'N')",3.0446656809384893,0.32844328566536063,-0.8487927833756383,80.0
1221,N,Hf,"(100.0, 'N')","(50.0, 'Hf')",3.0447475087682876,0.3284344587261151,-0.7012512080278974,50.0
1222,Hf,N,"(50.0, 'Hf')","(100.0, 'N')",3.0447475087682876,0.3284344587261151,-0.7012512080278974,50.0
1223,N,Ta,"(100.0, 'N')","(52.0, 'Ta')",2.764113276822203,0.36177967393205474,-0.47423652066517114,48.0
1224,Ta,N,"(52.0, 'Ta')","(100.0, 'N')",2.764113276822203,0.36177967393205474,-0.47423652066517114,48.0
1225,N,W,"(100.0, 'N')","(55.0, 'W')",2.4988092196251928,0.4001906156525204,-0.12014868578718833,45.0
1226,W,N,"(55.0, 'W')","(100.0, 'N')",2.4988092196251928,0.4001906156525204,-0.12014868578718833,45.0
1227,N,Re,"(100.0, 'N')","(58.0, 'Re')",2.643350998466135,0.37830768618328514,-0.06006704967926216,42.0
1228,Re,N,"(58.0, 'Re')","(100.0, 'N')",2.643350998466135,0.37830768618328514,-0.06006704967926216,42.0
1229,N,Os,"(100.0, 'N')","(63.0, 'Os')",2.4420190524299943,0.4094972146121973,0.19722344331338562,37.0
1230,Os,N,"(63.0, 'Os')","(100.0, 'N')",2.4420190524299943,0.4094972146121973,0.19722344331338562,37.0
1231,N,Ir,"(100.0, 'N')","(66.0, 'Ir')",1.402684427986144,0.7129187292937412,0.7043640083802079,34.0
1232,Ir,N,"(66.0, 'Ir')","(100.0, 'N')",1.402684427986144,0.7129187292937412,0.7043640083802079,34.0
1233,N,Pt,"(100.0, 'N')","(68.0, 'Pt')",1.2906633882544571,0.7747953564813197,0.7531171330328172,32.0
1234,Pt,N,"(68.0, 'Pt')","(100.0, 'N')",1.2906633882544571,0.7747953564813197,0.7531171330328172,32.0
1235,N,Au,"(100.0, 'N')","(70.0, 'Au')",1.2107115115873286,0.8259605946002191,0.7948407270084479,30.0
1236,Au,N,"(70.0, 'Au')","(100.0, 'N')",1.2107115115873286,0.8259605946002191,0.7948407270084479,30.0
1237,N,Hg,"(100.0, 'N')","(74.0, 'Hg')",1.3005335590673457,0.768915183332241,0.7672893560358942,26.0
1238,Hg,N,"(74.0, 'Hg')","(100.0, 'N')",1.3005335590673457,0.768915183332241,0.7672893560358942,26.0
1239,N,Tl,"(100.0, 'N')","(78.0, 'Tl')",1.6239769433845201,0.6157722891778908,0.5608104678299922,22.0
1240,Tl,N,"(78.0, 'Tl')","(100.0, 'N')",1.6239769433845201,0.6157722891778908,0.5608104678299922,22.0
1241,N,Pb,"(100.0, 'N')","(82.0, 'Pb')",1.6947196303553478,0.5900681045337987,0.5530633462149754,18.0
1242,Pb,N,"(82.0, 'Pb')","(100.0, 'N')",1.6947196303553478,0.5900681045337987,0.5530633462149754,18.0
1243,N,Bi,"(100.0, 'N')","(87.0, 'Bi')",1.8319684852014662,0.5458609185026605,0.2948164133433824,13.0
1244,Bi,N,"(87.0, 'Bi')","(100.0, 'N')",1.8319684852014662,0.5458609185026605,0.2948164133433824,13.0
1245,N,Po,"(100.0, 'N')","(91.0, 'Po')",1.934193456737958,0.5170113653918118,0.08445135615932269,9.0
1246,Po,N,"(91.0, 'Po')","(100.0, 'N')",1.934193456737958,0.5170113653918118,0.08445135615932269,9.0
1247,N,At,"(100.0, 'N')","(96.0, 'At')",1.9507877297320806,0.5126134354645234,0.011538732048094996,4.0
