,ele_1,ele_2,pearson_corr,mend_1,mend_2,mend_diff
1881,Gd,Ne,0.012420506223404213,"(27.0, 'Gd')","(2.0, 'Ne')",25.0
1882,Ne,Tb,-0.038676365412113015,"(2.0, 'Ne')","(26.0, 'Tb')",24.0
1883,Tb,Ne,-0.038676365412113015,"(26.0, 'Tb')","(2.0, 'Ne')",24.0
1884,Ne,Dy,-0.07810701848312546,"(2.0, 'Ne')","(24.0, 'Dy')",22.0
1885,Dy,Ne,-0.07810701848312546,"(24.0, 'Dy')","(2.0, 'Ne')",22.0
1886,Ne,Ho,-0.05693107100678155,"(2.0, 'Ne')","(23.0, 'Ho')",21.0
1887,Ho,Ne,-0.05693107100678155,"(23.0, 'Ho')","(2.0, 'Ne')",21.0
1888,Ne,Er,-0.011783943967897162,"(2.0, 'Ne')","(22.0, 'Er')",20.0
1889,Er,Ne,-0.011783943967897162,"(22.0, 'Er')","(2.0, 'Ne')",20.0
1890,Ne,Tm,0.019500748151218314,"(2.0, 'Ne')","(21.0, 'Tm')",19.0
1891,Tm,Ne,0.019500748151218314,"(21.0, 'Tm')","(2.0, 'Ne')",19.0
1892,Ne,Yb,0.34868275566612117,"(2.0, 'Ne')","(17.0, 'Yb')",15.0
1893,Yb,Ne,0.34868275566612117,"(17.0, 'Yb')","(2.0, 'Ne')",15.0
1894,Ne,Lu,-0.023617184687648195,"(2.0, 'Ne')","(20.0, 'Lu')",18.0
1895,Lu,Ne,-0.023617184687648195,"(20.0, 'Lu')","(2.0, 'Ne')",18.0
1896,Ne,Hf,0.2870941149290856,"(2.0, 'Ne')","(50.0, 'Hf')",48.0
1897,Hf,Ne,0.2870941149290856,"(50.0, 'Hf')","(2.0, 'Ne')",48.0
1898,Ne,Ta,0.3789718333497707,"(2.0, 'Ne')","(52.0, 'Ta')",50.0
1899,Ta,Ne,0.3789718333497707,"(52.0, 'Ta')","(2.0, 'Ne')",50.0
1900,Ne,W,0.3708541168435275,"(2.0, 'Ne')","(55.0, 'W')",53.0
1901,W,Ne,0.3708541168435275,"(55.0, 'W')","(2.0, 'Ne')",53.0
1902,Ne,Re,0.16476038123728265,"(2.0, 'Ne')","(58.0, 'Re')",56.0
1903,Re,Ne,0.16476038123728265,"(58.0, 'Re')","(2.0, 'Ne')",56.0
1904,Ne,Os,0.3589681005853571,"(2.0, 'Ne')","(63.0, 'Os')",61.0
1905,Os,Ne,0.3589681005853571,"(63.0, 'Os')","(2.0, 'Ne')",61.0
1906,Ne,Ir,0.054719260361275814,"(2.0, 'Ne')","(66.0, 'Ir')",64.0
1907,Ir,Ne,0.054719260361275814,"(66.0, 'Ir')","(2.0, 'Ne')",64.0
1908,Ne,Pt,0.5259711671050009,"(2.0, 'Ne')","(68.0, 'Pt')",66.0
1909,Pt,Ne,0.5259711671050009,"(68.0, 'Pt')","(2.0, 'Ne')",66.0
1910,Ne,Au,0.45502459175511756,"(2.0, 'Ne')","(70.0, 'Au')",68.0
1911,Au,Ne,0.45502459175511756,"(70.0, 'Au')","(2.0, 'Ne')",68.0
1912,Ne,Hg,0.2901731496013996,"(2.0, 'Ne')","(74.0, 'Hg')",72.0
1913,Hg,Ne,0.2901731496013996,"(74.0, 'Hg')","(2.0, 'Ne')",72.0
1914,Ne,Tl,0.36887267282505987,"(2.0, 'Ne')","(78.0, 'Tl')",76.0
1915,Tl,Ne,0.36887267282505987,"(78.0, 'Tl')","(2.0, 'Ne')",76.0
1916,Ne,Pb,0.381387169353405,"(2.0, 'Ne')","(82.0, 'Pb')",80.0
1917,Pb,Ne,0.381387169353405,"(82.0, 'Pb')","(2.0, 'Ne')",80.0
1918,Ne,Bi,0.03338484179705555,"(2.0, 'Ne')","(87.0, 'Bi')",85.0
1919,Bi,Ne,0.03338484179705555,"(87.0, 'Bi')","(2.0, 'Ne')",85.0
1920,Ne,Po,0.036758399402762244,"(2.0, 'Ne')","(91.0, 'Po')",89.0
1921,Po,Ne,0.036758399402762244,"(91.0, 'Po')","(2.0, 'Ne')",89.0
1922,Ne,At,0.5792056446327475,"(2.0, 'Ne')","(96.0, 'At')",94.0
1923,At,Ne,0.5792056446327475,"(96.0, 'At')","(2.0, 'Ne')",94.0
1924,Ne,Rn,0.25091816211661677,"(2.0, 'Ne')","(6.0, 'Rn')",4.0
1925,Rn,Ne,0.25091816211661677,"(6.0, 'Rn')","(2.0, 'Ne')",4.0
1926,Ne,Fr,0.5263753318365145,"(2.0, 'Ne')","(7.0, 'Fr')",5.0
1927,Fr,Ne,0.5263753318365145,"(7.0, 'Fr')","(2.0, 'Ne')",5.0
1928,Ne,Ra,-0.025830156435535365,"(2.0, 'Ne')","(13.0, 'Ra')",11.0
1929,Ra,Ne,-0.025830156435535365,"(13.0, 'Ra')","(2.0, 'Ne')",11.0
1930,Ne,Ac,0.09109206490040056,"(2.0, 'Ne')","(48.0, 'Ac')",46.0
1931,Ac,Ne,0.09109206490040056,"(48.0, 'Ac')","(2.0, 'Ne')",46.0
1932,Ne,Th,0.26481631856500865,"(2.0, 'Ne')","(47.0, 'Th')",45.0
1933,Th,Ne,0.26481631856500865,"(47.0, 'Th')","(2.0, 'Ne')",45.0
1934,Ne,Pa,0.08847754415872577,"(2.0, 'Ne')","(46.0, 'Pa')",44.0
1935,Pa,Ne,0.08847754415872577,"(46.0, 'Pa')","(2.0, 'Ne')",44.0
1936,Ne,U,0.08977570530090326,"(2.0, 'Ne')","(45.0, 'U')",43.0
1937,U,Ne,0.08977570530090326,"(45.0, 'U')","(2.0, 'Ne')",43.0
1938,Ne,Np,-0.02304378799240823,"(2.0, 'Ne')","(44.0, 'Np')",42.0
1939,Np,Ne,-0.02304378799240823,"(44.0, 'Np')","(2.0, 'Ne')",42.0
1940,Ne,Pu,-0.06915113064208545,"(2.0, 'Ne')","(43.0, 'Pu')",41.0
1941,Pu,Ne,-0.06915113064208545,"(43.0, 'Pu')","(2.0, 'Ne')",41.0
1942,Ne,Am,0.034944622001928646,"(2.0, 'Ne')","(42.0, 'Am')",40.0
1943,Am,Ne,0.034944622001928646,"(42.0, 'Am')","(2.0, 'Ne')",40.0
1944,Ne,Cm,0.2812560040028795,"(2.0, 'Ne')","(41.0, 'Cm')",39.0
1945,Cm,Ne,0.2812560040028795,"(41.0, 'Cm')","(2.0, 'Ne')",39.0
1946,Ne,Bk,0.29512686263859833,"(2.0, 'Ne')","(40.0, 'Bk')",38.0
1947,Bk,Ne,0.29512686263859833,"(40.0, 'Bk')","(2.0, 'Ne')",38.0
1948,Ne,Cf,0.4987730525510453,"(2.0, 'Ne')","(39.0, 'Cf')",37.0
1949,Cf,Ne,0.4987730525510453,"(39.0, 'Cf')","(2.0, 'Ne')",37.0
1950,Ne,Es,0.5418548928761405,"(2.0, 'Ne')","(38.0, 'Es')",36.0
1951,Es,Ne,0.5418548928761405,"(38.0, 'Es')","(2.0, 'Ne')",36.0
1952,Ne,Fm,0.4493644419007957,"(2.0, 'Ne')","(37.0, 'Fm')",35.0
1953,Fm,Ne,0.4493644419007957,"(37.0, 'Fm')","(2.0, 'Ne')",35.0
1954,Ne,Md,-0.07379080796295326,"(2.0, 'Ne')","(36.0, 'Md')",34.0
1955,Md,Ne,-0.07379080796295326,"(36.0, 'Md')","(2.0, 'Ne')",34.0
1956,Ne,No,0.5719990879155621,"(2.0, 'Ne')","(35.0, 'No')",33.0
1957,No,Ne,0.5719990879155621,"(35.0, 'No')","(2.0, 'Ne')",33.0
1958,Ne,Lr,0.6181697731432478,"(2.0, 'Ne')","(34.0, 'Lr')",32.0
1959,Lr,Ne,0.6181697731432478,"(34.0, 'Lr')","(2.0, 'Ne')",32.0
1960,Na,Na,1.0,"(11.0, 'Na')","(11.0, 'Na')",0.0
1961,Na,Mg,0.5328264585433302,"(11.0, 'Na')","(73.0, 'Mg')",62.0
1962,Mg,Na,0.5328264585433302,"(73.0, 'Mg')","(11.0, 'Na')",62.0
1963,Na,Al,0.418863675272908,"(11.0, 'Na')","(80.0, 'Al')",69.0
1964,Al,Na,0.418863675272908,"(80.0, 'Al')","(11.0, 'Na')",69.0
1965,Na,Si,0.35790671756539183,"(11.0, 'Na')","(85.0, 'Si')",74.0
1966,Si,Na,0.35790671756539183,"(85.0, 'Si')","(11.0, 'Na')",74.0
1967,Na,P,0.42075093843702754,"(11.0, 'Na')","(90.0, 'P')",79.0
1968,P,Na,0.42075093843702754,"(90.0, 'P')","(11.0, 'Na')",79.0
1969,Na,S,0.4322027870352033,"(11.0, 'Na')","(94.0, 'S')",83.0
1970,S,Na,0.4322027870352033,"(94.0, 'S')","(11.0, 'Na')",83.0
1971,Na,Cl,0.52887141820377,"(11.0, 'Na')","(99.0, 'Cl')",88.0
1972,Cl,Na,0.52887141820377,"(99.0, 'Cl')","(11.0, 'Na')",88.0
1973,Na,Ar,0.5407044564367454,"(11.0, 'Na')","(3.0, 'Ar')",8.0
1974,Ar,Na,0.5407044564367454,"(3.0, 'Ar')","(11.0, 'Na')",8.0
1975,Na,K,0.8325257611340957,"(11.0, 'Na')","(10.0, 'K')",1.0
1976,K,Na,0.8325257611340957,"(10.0, 'K')","(11.0, 'Na')",1.0
1977,Na,Ca,0.5162885157241153,"(11.0, 'Na')","(16.0, 'Ca')",5.0
1978,Ca,Na,0.5162885157241153,"(16.0, 'Ca')","(11.0, 'Na')",5.0
1979,Na,Sc,0.1413719687687183,"(11.0, 'Na')","(19.0, 'Sc')",8.0
1980,Sc,Na,0.1413719687687183,"(19.0, 'Sc')","(11.0, 'Na')",8.0
1981,Na,Ti,0.1455911346263986,"(11.0, 'Na')","(51.0, 'Ti')",40.0
1982,Ti,Na,0.1455911346263986,"(51.0, 'Ti')","(11.0, 'Na')",40.0
1983,Na,V,0.25123938951163155,"(11.0, 'Na')","(54.0, 'V')",43.0
1984,V,Na,0.25123938951163155,"(54.0, 'V')","(11.0, 'Na')",43.0
1985,Na,Cr,0.06654482253668209,"(11.0, 'Na')","(57.0, 'Cr')",46.0
1986,Cr,Na,0.06654482253668209,"(57.0, 'Cr')","(11.0, 'Na')",46.0
1987,Na,Mn,0.16299941422127312,"(11.0, 'Na')","(60.0, 'Mn')",49.0
1988,Mn,Na,0.16299941422127312,"(60.0, 'Mn')","(11.0, 'Na')",49.0
1989,Na,Fe,0.05959306942740099,"(11.0, 'Na')","(61.0, 'Fe')",50.0
1990,Fe,Na,0.05959306942740099,"(61.0, 'Fe')","(11.0, 'Na')",50.0
1991,Na,Co,0.14245321960205456,"(11.0, 'Na')","(64.0, 'Co')",53.0
1992,Co,Na,0.14245321960205456,"(64.0, 'Co')","(11.0, 'Na')",53.0
1993,Na,Ni,0.2523491761205092,"(11.0, 'Na')","(67.0, 'Ni')",56.0
1994,Ni,Na,0.2523491761205092,"(67.0, 'Ni')","(11.0, 'Na')",56.0
1995,Na,Cu,0.32144385907458733,"(11.0, 'Na')","(72.0, 'Cu')",61.0
1996,Cu,Na,0.32144385907458733,"(72.0, 'Cu')","(11.0, 'Na')",61.0
1997,Na,Zn,0.31460046974857064,"(11.0, 'Na')","(76.0, 'Zn')",65.0
1998,Zn,Na,0.31460046974857064,"(76.0, 'Zn')","(11.0, 'Na')",65.0
1999,Na,Ga,0.2851844881845577,"(11.0, 'Na')","(81.0, 'Ga')",70.0
2000,Ga,Na,0.2851844881845577,"(81.0, 'Ga')","(11.0, 'Na')",70.0
2001,Na,Ge,0.24620237543991708,"(11.0, 'Na')","(84.0, 'Ge')",73.0
2002,Ge,Na,0.24620237543991708,"(84.0, 'Ge')","(11.0, 'Na')",73.0
2003,Na,As,0.34587161211767703,"(11.0, 'Na')","(89.0, 'As')",78.0
2004,As,Na,0.34587161211767703,"(89.0, 'As')","(11.0, 'Na')",78.0
2005,Na,Se,0.3581228867245404,"(11.0, 'Na')","(93.0, 'Se')",82.0
2006,Se,Na,0.3581228867245404,"(93.0, 'Se')","(11.0, 'Na')",82.0
2007,Na,Br,0.51982731168209,"(11.0, 'Na')","(98.0, 'Br')",87.0
2008,Br,Na,0.51982731168209,"(98.0, 'Br')","(11.0, 'Na')",87.0
2009,Na,Kr,0.6258018627212412,"(11.0, 'Na')","(4.0, 'Kr')",7.0
2010,Kr,Na,0.6258018627212412,"(4.0, 'Kr')","(11.0, 'Na')",7.0
2011,Na,Rb,0.8554913573855263,"(11.0, 'Na')","(9.0, 'Rb')",2.0
2012,Rb,Na,0.8554913573855263,"(9.0, 'Rb')","(11.0, 'Na')",2.0
2013,Na,Sr,0.42509896667643066,"(11.0, 'Na')","(15.0, 'Sr')",4.0
2014,Sr,Na,0.42509896667643066,"(15.0, 'Sr')","(11.0, 'Na')",4.0
2015,Na,Y,0.1716783462895119,"(11.0, 'Na')","(25.0, 'Y')",14.0
2016,Y,Na,0.1716783462895119,"(25.0, 'Y')","(11.0, 'Na')",14.0
2017,Na,Zr,0.21943904634356226,"(11.0, 'Na')","(49.0, 'Zr')",38.0
2018,Zr,Na,0.21943904634356226,"(49.0, 'Zr')","(11.0, 'Na')",38.0
2019,Na,Nb,0.21867386622907548,"(11.0, 'Na')","(53.0, 'Nb')",42.0
2020,Nb,Na,0.21867386622907548,"(53.0, 'Nb')","(11.0, 'Na')",42.0
2021,Na,Mo,0.21996224213733256,"(11.0, 'Na')","(56.0, 'Mo')",45.0
2022,Mo,Na,0.21996224213733256,"(56.0, 'Mo')","(11.0, 'Na')",45.0
2023,Na,Tc,0.2803171558483747,"(11.0, 'Na')","(59.0, 'Tc')",48.0
2024,Tc,Na,0.2803171558483747,"(59.0, 'Tc')","(11.0, 'Na')",48.0
2025,Na,Ru,0.25976592603681387,"(11.0, 'Na')","(62.0, 'Ru')",51.0
2026,Ru,Na,0.25976592603681387,"(62.0, 'Ru')","(11.0, 'Na')",51.0
2027,Na,Rh,0.105424843964117,"(11.0, 'Na')","(65.0, 'Rh')",54.0
2028,Rh,Na,0.105424843964117,"(65.0, 'Rh')","(11.0, 'Na')",54.0
2029,Na,Pd,0.3511688062915851,"(11.0, 'Na')","(69.0, 'Pd')",58.0
2030,Pd,Na,0.3511688062915851,"(69.0, 'Pd')","(11.0, 'Na')",58.0
2031,Na,Ag,0.5604882416100316,"(11.0, 'Na')","(71.0, 'Ag')",60.0
2032,Ag,Na,0.5604882416100316,"(71.0, 'Ag')","(11.0, 'Na')",60.0
2033,Na,Cd,0.3664952040576851,"(11.0, 'Na')","(75.0, 'Cd')",64.0
2034,Cd,Na,0.3664952040576851,"(75.0, 'Cd')","(11.0, 'Na')",64.0
2035,Na,In,0.4063598774982726,"(11.0, 'Na')","(79.0, 'In')",68.0
2036,In,Na,0.4063598774982726,"(79.0, 'In')","(11.0, 'Na')",68.0
2037,Na,Sn,0.21246771999172007,"(11.0, 'Na')","(83.0, 'Sn')",72.0
2038,Sn,Na,0.21246771999172007,"(83.0, 'Sn')","(11.0, 'Na')",72.0
2039,Na,Sb,0.1643726610749746,"(11.0, 'Na')","(88.0, 'Sb')",77.0
2040,Sb,Na,0.1643726610749746,"(88.0, 'Sb')","(11.0, 'Na')",77.0
2041,Na,Te,0.28626589330425894,"(11.0, 'Na')","(92.0, 'Te')",81.0
2042,Te,Na,0.28626589330425894,"(92.0, 'Te')","(11.0, 'Na')",81.0
2043,Na,I,0.452736051726786,"(11.0, 'Na')","(97.0, 'I')",86.0
2044,I,Na,0.452736051726786,"(97.0, 'I')","(11.0, 'Na')",86.0
2045,Na,Xe,0.5643586997327042,"(11.0, 'Na')","(5.0, 'Xe')",6.0
2046,Xe,Na,0.5643586997327042,"(5.0, 'Xe')","(11.0, 'Na')",6.0
2047,Na,Cs,0.7744053336536847,"(11.0, 'Na')","(8.0, 'Cs')",3.0
2048,Cs,Na,0.7744053336536847,"(8.0, 'Cs')","(11.0, 'Na')",3.0
2049,Na,Ba,0.5162579457246671,"(11.0, 'Na')","(14.0, 'Ba')",3.0
2050,Ba,Na,0.5162579457246671,"(14.0, 'Ba')","(11.0, 'Na')",3.0
2051,Na,La,0.28649565958742573,"(11.0, 'Na')","(33.0, 'La')",22.0
2052,La,Na,0.28649565958742573,"(33.0, 'La')","(11.0, 'Na')",22.0
2053,Na,Ce,0.17268213800440044,"(11.0, 'Na')","(32.0, 'Ce')",21.0
2054,Ce,Na,0.17268213800440044,"(32.0, 'Ce')","(11.0, 'Na')",21.0
2055,Na,Pr,0.15833841149085398,"(11.0, 'Na')","(31.0, 'Pr')",20.0
2056,Pr,Na,0.15833841149085398,"(31.0, 'Pr')","(11.0, 'Na')",20.0
2057,Na,Nd,0.16897390692259714,"(11.0, 'Na')","(30.0, 'Nd')",19.0
2058,Nd,Na,0.16897390692259714,"(30.0, 'Nd')","(11.0, 'Na')",19.0
2059,Na,Pm,0.18513400779458153,"(11.0, 'Na')","(29.0, 'Pm')",18.0
2060,Pm,Na,0.18513400779458153,"(29.0, 'Pm')","(11.0, 'Na')",18.0
2061,Na,Sm,0.19050040001378815,"(11.0, 'Na')","(28.0, 'Sm')",17.0
2062,Sm,Na,0.19050040001378815,"(28.0, 'Sm')","(11.0, 'Na')",17.0
2063,Na,Eu,0.2604829826286666,"(11.0, 'Na')","(18.0, 'Eu')",7.0
2064,Eu,Na,0.2604829826286666,"(18.0, 'Eu')","(11.0, 'Na')",7.0
2065,Na,Gd,0.1360352657414376,"(11.0, 'Na')","(27.0, 'Gd')",16.0
2066,Gd,Na,0.1360352657414376,"(27.0, 'Gd')","(11.0, 'Na')",16.0
2067,Na,Tb,0.11877090656206718,"(11.0, 'Na')","(26.0, 'Tb')",15.0
2068,Tb,Na,0.11877090656206718,"(26.0, 'Tb')","(11.0, 'Na')",15.0
2069,Na,Dy,0.11451375132193764,"(11.0, 'Na')","(24.0, 'Dy')",13.0
2070,Dy,Na,0.11451375132193764,"(24.0, 'Dy')","(11.0, 'Na')",13.0
2071,Na,Ho,0.10010729626420668,"(11.0, 'Na')","(23.0, 'Ho')",12.0
2072,Ho,Na,0.10010729626420668,"(23.0, 'Ho')","(11.0, 'Na')",12.0
2073,Na,Er,0.09361978569256338,"(11.0, 'Na')","(22.0, 'Er')",11.0
2074,Er,Na,0.09361978569256338,"(22.0, 'Er')","(11.0, 'Na')",11.0
2075,Na,Tm,0.1713928807005879,"(11.0, 'Na')","(21.0, 'Tm')",10.0
2076,Tm,Na,0.1713928807005879,"(21.0, 'Tm')","(11.0, 'Na')",10.0
2077,Na,Yb,0.3130985128820718,"(11.0, 'Na')","(17.0, 'Yb')",6.0
2078,Yb,Na,0.3130985128820718,"(17.0, 'Yb')","(11.0, 'Na')",6.0
2079,Na,Lu,0.07206992616942007,"(11.0, 'Na')","(20.0, 'Lu')",9.0
2080,Lu,Na,0.07206992616942007,"(20.0, 'Lu')","(11.0, 'Na')",9.0
2081,Na,Hf,0.10269440893352974,"(11.0, 'Na')","(50.0, 'Hf')",39.0
2082,Hf,Na,0.10269440893352974,"(50.0, 'Hf')","(11.0, 'Na')",39.0
2083,Na,Ta,0.31589715373441374,"(11.0, 'Na')","(52.0, 'Ta')",41.0
2084,Ta,Na,0.31589715373441374,"(52.0, 'Ta')","(11.0, 'Na')",41.0
2085,Na,W,0.2780598940059232,"(11.0, 'Na')","(55.0, 'W')",44.0
2086,W,Na,0.2780598940059232,"(55.0, 'W')","(11.0, 'Na')",44.0
2087,Na,Re,0.18946516712721492,"(11.0, 'Na')","(58.0, 'Re')",47.0
2088,Re,Na,0.18946516712721492,"(58.0, 'Re')","(11.0, 'Na')",47.0
2089,Na,Os,0.17044506602537426,"(11.0, 'Na')","(63.0, 'Os')",52.0
2090,Os,Na,0.17044506602537426,"(63.0, 'Os')","(11.0, 'Na')",52.0
2091,Na,Ir,0.03337675774175153,"(11.0, 'Na')","(66.0, 'Ir')",55.0
2092,Ir,Na,0.03337675774175153,"(66.0, 'Ir')","(11.0, 'Na')",55.0
2093,Na,Pt,0.40832470985288766,"(11.0, 'Na')","(68.0, 'Pt')",57.0
2094,Pt,Na,0.40832470985288766,"(68.0, 'Pt')","(11.0, 'Na')",57.0
2095,Na,Au,0.38442432605381566,"(11.0, 'Na')","(70.0, 'Au')",59.0
2096,Au,Na,0.38442432605381566,"(70.0, 'Au')","(11.0, 'Na')",59.0
2097,Na,Hg,0.2701883115454017,"(11.0, 'Na')","(74.0, 'Hg')",63.0
2098,Hg,Na,0.2701883115454017,"(74.0, 'Hg')","(11.0, 'Na')",63.0
2099,Na,Tl,0.4255492679267592,"(11.0, 'Na')","(78.0, 'Tl')",67.0
2100,Tl,Na,0.4255492679267592,"(78.0, 'Tl')","(11.0, 'Na')",67.0
2101,Na,Pb,0.16159794233729496,"(11.0, 'Na')","(82.0, 'Pb')",71.0
2102,Pb,Na,0.16159794233729496,"(82.0, 'Pb')","(11.0, 'Na')",71.0
2103,Na,Bi,0.08388920536695776,"(11.0, 'Na')","(87.0, 'Bi')",76.0
2104,Bi,Na,0.08388920536695776,"(87.0, 'Bi')","(11.0, 'Na')",76.0
2105,Na,Po,0.10663465096651123,"(11.0, 'Na')","(91.0, 'Po')",80.0
2106,Po,Na,0.10663465096651123,"(91.0, 'Po')","(11.0, 'Na')",80.0
2107,Na,At,0.5287175095698302,"(11.0, 'Na')","(96.0, 'At')",85.0
2108,At,Na,0.5287175095698302,"(96.0, 'At')","(11.0, 'Na')",85.0
2109,Na,Rn,0.40284987597405686,"(11.0, 'Na')","(6.0, 'Rn')",5.0
2110,Rn,Na,0.40284987597405686,"(6.0, 'Rn')","(11.0, 'Na')",5.0
2111,Na,Fr,0.6007438270203806,"(11.0, 'Na')","(7.0, 'Fr')",4.0
2112,Fr,Na,0.6007438270203806,"(7.0, 'Fr')","(11.0, 'Na')",4.0
2113,Na,Ra,0.2068786829073433,"(11.0, 'Na')","(13.0, 'Ra')",2.0
2114,Ra,Na,0.2068786829073433,"(13.0, 'Ra')","(11.0, 'Na')",2.0
2115,Na,Ac,0.38038590568627373,"(11.0, 'Na')","(48.0, 'Ac')",37.0
2116,Ac,Na,0.38038590568627373,"(48.0, 'Ac')","(11.0, 'Na')",37.0
2117,Na,Th,0.16201406429339232,"(11.0, 'Na')","(47.0, 'Th')",36.0
2118,Th,Na,0.16201406429339232,"(47.0, 'Th')","(11.0, 'Na')",36.0
2119,Na,Pa,0.18841484401175995,"(11.0, 'Na')","(46.0, 'Pa')",35.0
2120,Pa,Na,0.18841484401175995,"(46.0, 'Pa')","(11.0, 'Na')",35.0
2121,Na,U,-0.11536751254054925,"(11.0, 'Na')","(45.0, 'U')",34.0
2122,U,Na,-0.11536751254054925,"(45.0, 'U')","(11.0, 'Na')",34.0
2123,Na,Np,-0.08898390682791574,"(11.0, 'Na')","(44.0, 'Np')",33.0
2124,Np,Na,-0.08898390682791574,"(44.0, 'Np')","(11.0, 'Na')",33.0
2125,Na,Pu,-0.15841730094581172,"(11.0, 'Na')","(43.0, 'Pu')",32.0
2126,Pu,Na,-0.15841730094581172,"(43.0, 'Pu')","(11.0, 'Na')",32.0
2127,Na,Am,0.06236377443354202,"(11.0, 'Na')","(42.0, 'Am')",31.0
2128,Am,Na,0.06236377443354202,"(42.0, 'Am')","(11.0, 'Na')",31.0
2129,Na,Cm,0.11137016003616076,"(11.0, 'Na')","(41.0, 'Cm')",30.0
2130,Cm,Na,0.11137016003616076,"(41.0, 'Cm')","(11.0, 'Na')",30.0
2131,Na,Bk,0.32683373597657706,"(11.0, 'Na')","(40.0, 'Bk')",29.0
2132,Bk,Na,0.32683373597657706,"(40.0, 'Bk')","(11.0, 'Na')",29.0
2133,Na,Cf,0.33668196522372507,"(11.0, 'Na')","(39.0, 'Cf')",28.0
2134,Cf,Na,0.33668196522372507,"(39.0, 'Cf')","(11.0, 'Na')",28.0
2135,Na,Es,0.46597427958224,"(11.0, 'Na')","(38.0, 'Es')",27.0
2136,Es,Na,0.46597427958224,"(38.0, 'Es')","(11.0, 'Na')",27.0
2137,Na,Fm,0.3111197522078477,"(11.0, 'Na')","(37.0, 'Fm')",26.0
2138,Fm,Na,0.3111197522078477,"(37.0, 'Fm')","(11.0, 'Na')",26.0
2139,Na,Md,0.0031258696690550543,"(11.0, 'Na')","(36.0, 'Md')",25.0
2140,Md,Na,0.0031258696690550543,"(36.0, 'Md')","(11.0, 'Na')",25.0
2141,Na,No,0.4319343569171143,"(11.0, 'Na')","(35.0, 'No')",24.0
2142,No,Na,0.4319343569171143,"(35.0, 'No')","(11.0, 'Na')",24.0
2143,Na,Lr,0.5961069549209849,"(11.0, 'Na')","(34.0, 'Lr')",23.0
2144,Lr,Na,0.5961069549209849,"(34.0, 'Lr')","(11.0, 'Na')",23.0
2145,Mg,Mg,0.9999999999999999,"(73.0, 'Mg')","(73.0, 'Mg')",0.0
2146,Mg,Al,0.6509173789156746,"(73.0, 'Mg')","(80.0, 'Al')",7.0
2147,Al,Mg,0.6509173789156746,"(80.0, 'Al')","(73.0, 'Mg')",7.0
2148,Mg,Si,0.38344206020801275,"(73.0, 'Mg')","(85.0, 'Si')",12.0
2149,Si,Mg,0.38344206020801275,"(85.0, 'Si')","(73.0, 'Mg')",12.0
2150,Mg,P,0.29440966379247435,"(73.0, 'Mg')","(90.0, 'P')",17.0
2151,P,Mg,0.29440966379247435,"(90.0, 'P')","(73.0, 'Mg')",17.0
2152,Mg,S,0.2302768350284637,"(73.0, 'Mg')","(94.0, 'S')",21.0
2153,S,Mg,0.2302768350284637,"(94.0, 'S')","(73.0, 'Mg')",21.0
2154,Mg,Cl,0.3159243609590857,"(73.0, 'Mg')","(99.0, 'Cl')",26.0
2155,Cl,Mg,0.3159243609590857,"(99.0, 'Cl')","(73.0, 'Mg')",26.0
2156,Mg,Ar,0.2808176729029267,"(73.0, 'Mg')","(3.0, 'Ar')",70.0
2157,Ar,Mg,0.2808176729029267,"(3.0, 'Ar')","(73.0, 'Mg')",70.0
2158,Mg,K,0.4020591814471352,"(73.0, 'Mg')","(10.0, 'K')",63.0
2159,K,Mg,0.4020591814471352,"(10.0, 'K')","(73.0, 'Mg')",63.0
2160,Mg,Ca,0.8076839622792306,"(73.0, 'Mg')","(16.0, 'Ca')",57.0
2161,Ca,Mg,0.8076839622792306,"(16.0, 'Ca')","(73.0, 'Mg')",57.0
2162,Mg,Sc,0.3009486666516916,"(73.0, 'Mg')","(19.0, 'Sc')",54.0
2163,Sc,Mg,0.3009486666516916,"(19.0, 'Sc')","(73.0, 'Mg')",54.0
2164,Mg,Ti,0.39317446931897404,"(73.0, 'Mg')","(51.0, 'Ti')",22.0
2165,Ti,Mg,0.39317446931897404,"(51.0, 'Ti')","(73.0, 'Mg')",22.0
2166,Mg,V,0.15660013023398178,"(73.0, 'Mg')","(54.0, 'V')",19.0
2167,V,Mg,0.15660013023398178,"(54.0, 'V')","(73.0, 'Mg')",19.0
2168,Mg,Cr,0.2617816497070603,"(73.0, 'Mg')","(57.0, 'Cr')",16.0
2169,Cr,Mg,0.2617816497070603,"(57.0, 'Cr')","(73.0, 'Mg')",16.0
2170,Mg,Mn,0.47533379466709497,"(73.0, 'Mg')","(60.0, 'Mn')",13.0
2171,Mn,Mg,0.47533379466709497,"(60.0, 'Mn')","(73.0, 'Mg')",13.0
2172,Mg,Fe,0.3582681183534592,"(73.0, 'Mg')","(61.0, 'Fe')",12.0
2173,Fe,Mg,0.3582681183534592,"(61.0, 'Fe')","(73.0, 'Mg')",12.0
2174,Mg,Co,0.43637093736780463,"(73.0, 'Mg')","(64.0, 'Co')",9.0
2175,Co,Mg,0.43637093736780463,"(64.0, 'Co')","(73.0, 'Mg')",9.0
2176,Mg,Ni,0.5708039899639865,"(73.0, 'Mg')","(67.0, 'Ni')",6.0
2177,Ni,Mg,0.5708039899639865,"(67.0, 'Ni')","(73.0, 'Mg')",6.0
2178,Mg,Cu,0.5760851338791166,"(73.0, 'Mg')","(72.0, 'Cu')",1.0
