,ele_1,ele_2,pearson_corr,mend_1,mend_2,mend_diff
6600,Zr,Po,0.3087707788685478,"(49.0, 'Zr')","(91.0, 'Po')",42.0
6601,Po,Zr,0.3087707788685478,"(91.0, 'Po')","(49.0, 'Zr')",42.0
6602,Zr,At,0.298707107881122,"(49.0, 'Zr')","(96.0, 'At')",47.0
6603,At,Zr,0.298707107881122,"(96.0, 'At')","(49.0, 'Zr')",47.0
6604,Zr,Rn,0.20312925036230842,"(49.0, 'Zr')","(6.0, 'Rn')",43.0
6605,Rn,Zr,0.20312925036230842,"(6.0, 'Rn')","(49.0, 'Zr')",43.0
6606,Zr,Fr,0.3436544554431775,"(49.0, 'Zr')","(7.0, 'Fr')",42.0
6607,Fr,Zr,0.3436544554431775,"(7.0, 'Fr')","(49.0, 'Zr')",42.0
6608,Zr,Ra,0.19068812243290678,"(49.0, 'Zr')","(13.0, 'Ra')",36.0
6609,Ra,Zr,0.19068812243290678,"(13.0, 'Ra')","(49.0, 'Zr')",36.0
6610,Zr,Ac,0.27635776058598066,"(49.0, 'Zr')","(48.0, 'Ac')",1.0
6611,Ac,Zr,0.27635776058598066,"(48.0, 'Ac')","(49.0, 'Zr')",1.0
6612,Zr,Th,0.6804808700464776,"(49.0, 'Zr')","(47.0, 'Th')",2.0
6613,Th,Zr,0.6804808700464776,"(47.0, 'Th')","(49.0, 'Zr')",2.0
6614,Zr,Pa,0.3321580438251281,"(49.0, 'Zr')","(46.0, 'Pa')",3.0
6615,Pa,Zr,0.3321580438251281,"(46.0, 'Pa')","(49.0, 'Zr')",3.0
6616,Zr,U,0.41734712084543324,"(49.0, 'Zr')","(45.0, 'U')",4.0
6617,U,Zr,0.41734712084543324,"(45.0, 'U')","(49.0, 'Zr')",4.0
6618,Zr,Np,0.312247900193965,"(49.0, 'Zr')","(44.0, 'Np')",5.0
6619,Np,Zr,0.312247900193965,"(44.0, 'Np')","(49.0, 'Zr')",5.0
6620,Zr,Pu,0.4416679243252413,"(49.0, 'Zr')","(43.0, 'Pu')",6.0
6621,Pu,Zr,0.4416679243252413,"(43.0, 'Pu')","(49.0, 'Zr')",6.0
6622,Zr,Am,0.4504794721821257,"(49.0, 'Zr')","(42.0, 'Am')",7.0
6623,Am,Zr,0.4504794721821257,"(42.0, 'Am')","(49.0, 'Zr')",7.0
6624,Zr,Cm,0.38140577484119115,"(49.0, 'Zr')","(41.0, 'Cm')",8.0
6625,Cm,Zr,0.38140577484119115,"(41.0, 'Cm')","(49.0, 'Zr')",8.0
6626,Zr,Bk,0.5383573845851962,"(49.0, 'Zr')","(40.0, 'Bk')",9.0
6627,Bk,Zr,0.5383573845851962,"(40.0, 'Bk')","(49.0, 'Zr')",9.0
6628,Zr,Cf,0.5183988939026628,"(49.0, 'Zr')","(39.0, 'Cf')",10.0
6629,Cf,Zr,0.5183988939026628,"(39.0, 'Cf')","(49.0, 'Zr')",10.0
6630,Zr,Es,0.4942204924535541,"(49.0, 'Zr')","(38.0, 'Es')",11.0
6631,Es,Zr,0.4942204924535541,"(38.0, 'Es')","(49.0, 'Zr')",11.0
6632,Zr,Fm,0.2917100473703752,"(49.0, 'Zr')","(37.0, 'Fm')",12.0
6633,Fm,Zr,0.2917100473703752,"(37.0, 'Fm')","(49.0, 'Zr')",12.0
6634,Zr,Md,0.28784229901326414,"(49.0, 'Zr')","(36.0, 'Md')",13.0
6635,Md,Zr,0.28784229901326414,"(36.0, 'Md')","(49.0, 'Zr')",13.0
6636,Zr,No,0.49872761005002875,"(49.0, 'Zr')","(35.0, 'No')",14.0
6637,No,Zr,0.49872761005002875,"(35.0, 'No')","(49.0, 'Zr')",14.0
6638,Zr,Lr,0.3212946721366659,"(49.0, 'Zr')","(34.0, 'Lr')",15.0
6639,Lr,Zr,0.3212946721366659,"(34.0, 'Lr')","(49.0, 'Zr')",15.0
6640,Nb,Nb,1.0,"(53.0, 'Nb')","(53.0, 'Nb')",0.0
6641,Nb,Mo,0.7040593887112172,"(53.0, 'Nb')","(56.0, 'Mo')",3.0
6642,Mo,Nb,0.7040593887112172,"(56.0, 'Mo')","(53.0, 'Nb')",3.0
6643,Nb,Tc,0.456098642212158,"(53.0, 'Nb')","(59.0, 'Tc')",6.0
6644,Tc,Nb,0.456098642212158,"(59.0, 'Tc')","(53.0, 'Nb')",6.0
6645,Nb,Ru,0.5524386967598016,"(53.0, 'Nb')","(62.0, 'Ru')",9.0
6646,Ru,Nb,0.5524386967598016,"(62.0, 'Ru')","(53.0, 'Nb')",9.0
6647,Nb,Rh,0.35774499553111083,"(53.0, 'Nb')","(65.0, 'Rh')",12.0
6648,Rh,Nb,0.35774499553111083,"(65.0, 'Rh')","(53.0, 'Nb')",12.0
6649,Nb,Pd,0.48277324607350813,"(53.0, 'Nb')","(69.0, 'Pd')",16.0
6650,Pd,Nb,0.48277324607350813,"(69.0, 'Pd')","(53.0, 'Nb')",16.0
6651,Nb,Ag,0.38195400261383583,"(53.0, 'Nb')","(71.0, 'Ag')",18.0
6652,Ag,Nb,0.38195400261383583,"(71.0, 'Ag')","(53.0, 'Nb')",18.0
6653,Nb,Cd,0.18458692996799472,"(53.0, 'Nb')","(75.0, 'Cd')",22.0
6654,Cd,Nb,0.18458692996799472,"(75.0, 'Cd')","(53.0, 'Nb')",22.0
6655,Nb,In,0.3444946635563081,"(53.0, 'Nb')","(79.0, 'In')",26.0
6656,In,Nb,0.3444946635563081,"(79.0, 'In')","(53.0, 'Nb')",26.0
6657,Nb,Sn,0.5116221216958748,"(53.0, 'Nb')","(83.0, 'Sn')",30.0
6658,Sn,Nb,0.5116221216958748,"(83.0, 'Sn')","(53.0, 'Nb')",30.0
6659,Nb,Sb,0.5701036629616398,"(53.0, 'Nb')","(88.0, 'Sb')",35.0
6660,Sb,Nb,0.5701036629616398,"(88.0, 'Sb')","(53.0, 'Nb')",35.0
6661,Nb,Te,0.4844933085450056,"(53.0, 'Nb')","(92.0, 'Te')",39.0
6662,Te,Nb,0.4844933085450056,"(92.0, 'Te')","(53.0, 'Nb')",39.0
6663,Nb,I,0.4487323594278308,"(53.0, 'Nb')","(97.0, 'I')",44.0
6664,I,Nb,0.4487323594278308,"(97.0, 'I')","(53.0, 'Nb')",44.0
6665,Nb,Xe,0.32109151747346415,"(53.0, 'Nb')","(5.0, 'Xe')",48.0
6666,Xe,Nb,0.32109151747346415,"(5.0, 'Xe')","(53.0, 'Nb')",48.0
6667,Nb,Cs,0.2672810191254693,"(53.0, 'Nb')","(8.0, 'Cs')",45.0
6668,Cs,Nb,0.2672810191254693,"(8.0, 'Cs')","(53.0, 'Nb')",45.0
6669,Nb,Ba,0.18907629810756196,"(53.0, 'Nb')","(14.0, 'Ba')",39.0
6670,Ba,Nb,0.18907629810756196,"(14.0, 'Ba')","(53.0, 'Nb')",39.0
6671,Nb,La,0.32243253154682033,"(53.0, 'Nb')","(33.0, 'La')",20.0
6672,La,Nb,0.32243253154682033,"(33.0, 'La')","(53.0, 'Nb')",20.0
6673,Nb,Ce,0.2751877055010763,"(53.0, 'Nb')","(32.0, 'Ce')",21.0
6674,Ce,Nb,0.2751877055010763,"(32.0, 'Ce')","(53.0, 'Nb')",21.0
6675,Nb,Pr,0.18908354384688503,"(53.0, 'Nb')","(31.0, 'Pr')",22.0
6676,Pr,Nb,0.18908354384688503,"(31.0, 'Pr')","(53.0, 'Nb')",22.0
6677,Nb,Nd,0.3219271527226911,"(53.0, 'Nb')","(30.0, 'Nd')",23.0
6678,Nd,Nb,0.3219271527226911,"(30.0, 'Nd')","(53.0, 'Nb')",23.0
6679,Nb,Pm,0.2851397889579107,"(53.0, 'Nb')","(29.0, 'Pm')",24.0
6680,Pm,Nb,0.2851397889579107,"(29.0, 'Pm')","(53.0, 'Nb')",24.0
6681,Nb,Sm,0.21959917936272155,"(53.0, 'Nb')","(28.0, 'Sm')",25.0
6682,Sm,Nb,0.21959917936272155,"(28.0, 'Sm')","(53.0, 'Nb')",25.0
6683,Nb,Eu,0.17758409079435158,"(53.0, 'Nb')","(18.0, 'Eu')",35.0
6684,Eu,Nb,0.17758409079435158,"(18.0, 'Eu')","(53.0, 'Nb')",35.0
6685,Nb,Gd,0.2097121285646084,"(53.0, 'Nb')","(27.0, 'Gd')",26.0
6686,Gd,Nb,0.2097121285646084,"(27.0, 'Gd')","(53.0, 'Nb')",26.0
6687,Nb,Tb,0.17107259154206308,"(53.0, 'Nb')","(26.0, 'Tb')",27.0
6688,Tb,Nb,0.17107259154206308,"(26.0, 'Tb')","(53.0, 'Nb')",27.0
6689,Nb,Dy,0.14242832151480087,"(53.0, 'Nb')","(24.0, 'Dy')",29.0
6690,Dy,Nb,0.14242832151480087,"(24.0, 'Dy')","(53.0, 'Nb')",29.0
6691,Nb,Ho,0.1545823678237514,"(53.0, 'Nb')","(23.0, 'Ho')",30.0
6692,Ho,Nb,0.1545823678237514,"(23.0, 'Ho')","(53.0, 'Nb')",30.0
6693,Nb,Er,0.19845110116853004,"(53.0, 'Nb')","(22.0, 'Er')",31.0
6694,Er,Nb,0.19845110116853004,"(22.0, 'Er')","(53.0, 'Nb')",31.0
6695,Nb,Tm,0.19916099218049665,"(53.0, 'Nb')","(21.0, 'Tm')",32.0
6696,Tm,Nb,0.19916099218049665,"(21.0, 'Tm')","(53.0, 'Nb')",32.0
6697,Nb,Yb,0.1617098170666102,"(53.0, 'Nb')","(17.0, 'Yb')",36.0
6698,Yb,Nb,0.1617098170666102,"(17.0, 'Yb')","(53.0, 'Nb')",36.0
6699,Nb,Lu,0.2670511517270152,"(53.0, 'Nb')","(20.0, 'Lu')",33.0
6700,Lu,Nb,0.2670511517270152,"(20.0, 'Lu')","(53.0, 'Nb')",33.0
6701,Nb,Hf,0.570909339147219,"(53.0, 'Nb')","(50.0, 'Hf')",3.0
6702,Hf,Nb,0.570909339147219,"(50.0, 'Hf')","(53.0, 'Nb')",3.0
6703,Nb,Ta,0.893896828395742,"(53.0, 'Nb')","(52.0, 'Ta')",1.0
6704,Ta,Nb,0.893896828395742,"(52.0, 'Ta')","(53.0, 'Nb')",1.0
6705,Nb,W,0.6815211561567339,"(53.0, 'Nb')","(55.0, 'W')",2.0
6706,W,Nb,0.6815211561567339,"(55.0, 'W')","(53.0, 'Nb')",2.0
6707,Nb,Re,0.5757758902798367,"(53.0, 'Nb')","(58.0, 'Re')",5.0
6708,Re,Nb,0.5757758902798367,"(58.0, 'Re')","(53.0, 'Nb')",5.0
6709,Nb,Os,0.5332959226896375,"(53.0, 'Nb')","(63.0, 'Os')",10.0
6710,Os,Nb,0.5332959226896375,"(63.0, 'Os')","(53.0, 'Nb')",10.0
6711,Nb,Ir,0.40078943918667614,"(53.0, 'Nb')","(66.0, 'Ir')",13.0
6712,Ir,Nb,0.40078943918667614,"(66.0, 'Ir')","(53.0, 'Nb')",13.0
6713,Nb,Pt,0.4388555831485839,"(53.0, 'Nb')","(68.0, 'Pt')",15.0
6714,Pt,Nb,0.4388555831485839,"(68.0, 'Pt')","(53.0, 'Nb')",15.0
6715,Nb,Au,0.4580709681891028,"(53.0, 'Nb')","(70.0, 'Au')",17.0
6716,Au,Nb,0.4580709681891028,"(70.0, 'Au')","(53.0, 'Nb')",17.0
6717,Nb,Hg,0.21273774838480208,"(53.0, 'Nb')","(74.0, 'Hg')",21.0
6718,Hg,Nb,0.21273774838480208,"(74.0, 'Hg')","(53.0, 'Nb')",21.0
6719,Nb,Tl,0.3992495103523995,"(53.0, 'Nb')","(78.0, 'Tl')",25.0
6720,Tl,Nb,0.3992495103523995,"(78.0, 'Tl')","(53.0, 'Nb')",25.0
6721,Nb,Pb,0.463015279043246,"(53.0, 'Nb')","(82.0, 'Pb')",29.0
6722,Pb,Nb,0.463015279043246,"(82.0, 'Pb')","(53.0, 'Nb')",29.0
6723,Nb,Bi,0.4879853994033077,"(53.0, 'Nb')","(87.0, 'Bi')",34.0
6724,Bi,Nb,0.4879853994033077,"(87.0, 'Bi')","(53.0, 'Nb')",34.0
6725,Nb,Po,0.5501663709085103,"(53.0, 'Nb')","(91.0, 'Po')",38.0
6726,Po,Nb,0.5501663709085103,"(91.0, 'Po')","(53.0, 'Nb')",38.0
6727,Nb,At,0.48231132633767837,"(53.0, 'Nb')","(96.0, 'At')",43.0
6728,At,Nb,0.48231132633767837,"(96.0, 'At')","(53.0, 'Nb')",43.0
6729,Nb,Rn,0.3700175663400217,"(53.0, 'Nb')","(6.0, 'Rn')",47.0
6730,Rn,Nb,0.3700175663400217,"(6.0, 'Rn')","(53.0, 'Nb')",47.0
6731,Nb,Fr,0.30716130298267497,"(53.0, 'Nb')","(7.0, 'Fr')",46.0
6732,Fr,Nb,0.30716130298267497,"(7.0, 'Fr')","(53.0, 'Nb')",46.0
6733,Nb,Ra,0.37001755651726453,"(53.0, 'Nb')","(13.0, 'Ra')",40.0
6734,Ra,Nb,0.37001755651726453,"(13.0, 'Ra')","(53.0, 'Nb')",40.0
6735,Nb,Ac,0.24173774416248095,"(53.0, 'Nb')","(48.0, 'Ac')",5.0
6736,Ac,Nb,0.24173774416248095,"(48.0, 'Ac')","(53.0, 'Nb')",5.0
6737,Nb,Th,0.4776892406636376,"(53.0, 'Nb')","(47.0, 'Th')",6.0
6738,Th,Nb,0.4776892406636376,"(47.0, 'Th')","(53.0, 'Nb')",6.0
6739,Nb,Pa,0.5358686444324393,"(53.0, 'Nb')","(46.0, 'Pa')",7.0
6740,Pa,Nb,0.5358686444324393,"(46.0, 'Pa')","(53.0, 'Nb')",7.0
6741,Nb,U,0.5331622474671582,"(53.0, 'Nb')","(45.0, 'U')",8.0
6742,U,Nb,0.5331622474671582,"(45.0, 'U')","(53.0, 'Nb')",8.0
6743,Nb,Np,0.42527962701359273,"(53.0, 'Nb')","(44.0, 'Np')",9.0
6744,Np,Nb,0.42527962701359273,"(44.0, 'Np')","(53.0, 'Nb')",9.0
6745,Nb,Pu,0.2869616954865129,"(53.0, 'Nb')","(43.0, 'Pu')",10.0
6746,Pu,Nb,0.2869616954865129,"(43.0, 'Pu')","(53.0, 'Nb')",10.0
6747,Nb,Am,0.3148381987629021,"(53.0, 'Nb')","(42.0, 'Am')",11.0
6748,Am,Nb,0.3148381987629021,"(42.0, 'Am')","(53.0, 'Nb')",11.0
6749,Nb,Cm,0.3525974237911754,"(53.0, 'Nb')","(41.0, 'Cm')",12.0
6750,Cm,Nb,0.3525974237911754,"(41.0, 'Cm')","(53.0, 'Nb')",12.0
6751,Nb,Bk,0.2169875261200654,"(53.0, 'Nb')","(40.0, 'Bk')",13.0
6752,Bk,Nb,0.2169875261200654,"(40.0, 'Bk')","(53.0, 'Nb')",13.0
6753,Nb,Cf,0.36379783170277946,"(53.0, 'Nb')","(39.0, 'Cf')",14.0
6754,Cf,Nb,0.36379783170277946,"(39.0, 'Cf')","(53.0, 'Nb')",14.0
6755,Nb,Es,0.23494591489161043,"(53.0, 'Nb')","(38.0, 'Es')",15.0
6756,Es,Nb,0.23494591489161043,"(38.0, 'Es')","(53.0, 'Nb')",15.0
6757,Nb,Fm,0.5164441585793434,"(53.0, 'Nb')","(37.0, 'Fm')",16.0
6758,Fm,Nb,0.5164441585793434,"(37.0, 'Fm')","(53.0, 'Nb')",16.0
6759,Nb,Md,0.342077762500965,"(53.0, 'Nb')","(36.0, 'Md')",17.0
6760,Md,Nb,0.342077762500965,"(36.0, 'Md')","(53.0, 'Nb')",17.0
6761,Nb,No,0.468220208124734,"(53.0, 'Nb')","(35.0, 'No')",18.0
6762,No,Nb,0.468220208124734,"(35.0, 'No')","(53.0, 'Nb')",18.0
6763,Nb,Lr,0.35028620151310264,"(53.0, 'Nb')","(34.0, 'Lr')",19.0
6764,Lr,Nb,0.35028620151310264,"(34.0, 'Lr')","(53.0, 'Nb')",19.0
6765,Mo,Mo,0.9999999999999999,"(56.0, 'Mo')","(56.0, 'Mo')",0.0
6766,Mo,Tc,0.3279302294386797,"(56.0, 'Mo')","(59.0, 'Tc')",3.0
6767,Tc,Mo,0.3279302294386797,"(59.0, 'Tc')","(56.0, 'Mo')",3.0
6768,Mo,Ru,0.6063547787702988,"(56.0, 'Mo')","(62.0, 'Ru')",6.0
6769,Ru,Mo,0.6063547787702988,"(62.0, 'Ru')","(56.0, 'Mo')",6.0
6770,Mo,Rh,0.5017976006307022,"(56.0, 'Mo')","(65.0, 'Rh')",9.0
6771,Rh,Mo,0.5017976006307022,"(65.0, 'Rh')","(56.0, 'Mo')",9.0
6772,Mo,Pd,0.6092607261037484,"(56.0, 'Mo')","(69.0, 'Pd')",13.0
6773,Pd,Mo,0.6092607261037484,"(69.0, 'Pd')","(56.0, 'Mo')",13.0
6774,Mo,Ag,0.4671017141054077,"(56.0, 'Mo')","(71.0, 'Ag')",15.0
6775,Ag,Mo,0.4671017141054077,"(71.0, 'Ag')","(56.0, 'Mo')",15.0
6776,Mo,Cd,0.39711412327442464,"(56.0, 'Mo')","(75.0, 'Cd')",19.0
6777,Cd,Mo,0.39711412327442464,"(75.0, 'Cd')","(56.0, 'Mo')",19.0
6778,Mo,In,0.2011126255665225,"(56.0, 'Mo')","(79.0, 'In')",23.0
6779,In,Mo,0.2011126255665225,"(79.0, 'In')","(56.0, 'Mo')",23.0
6780,Mo,Sn,0.458994209765168,"(56.0, 'Mo')","(83.0, 'Sn')",27.0
6781,Sn,Mo,0.458994209765168,"(83.0, 'Sn')","(56.0, 'Mo')",27.0
6782,Mo,Sb,0.42359485194708324,"(56.0, 'Mo')","(88.0, 'Sb')",32.0
6783,Sb,Mo,0.42359485194708324,"(88.0, 'Sb')","(56.0, 'Mo')",32.0
6784,Mo,Te,0.5767922683750024,"(56.0, 'Mo')","(92.0, 'Te')",36.0
6785,Te,Mo,0.5767922683750024,"(92.0, 'Te')","(56.0, 'Mo')",36.0
6786,Mo,I,0.30070445263161505,"(56.0, 'Mo')","(97.0, 'I')",41.0
6787,I,Mo,0.30070445263161505,"(97.0, 'I')","(56.0, 'Mo')",41.0
6788,Mo,Xe,0.3428145934106031,"(56.0, 'Mo')","(5.0, 'Xe')",51.0
6789,Xe,Mo,0.3428145934106031,"(5.0, 'Xe')","(56.0, 'Mo')",51.0
6790,Mo,Cs,0.17054337986023238,"(56.0, 'Mo')","(8.0, 'Cs')",48.0
6791,Cs,Mo,0.17054337986023238,"(8.0, 'Cs')","(56.0, 'Mo')",48.0
6792,Mo,Ba,0.005687947212738937,"(56.0, 'Mo')","(14.0, 'Ba')",42.0
6793,Ba,Mo,0.005687947212738937,"(14.0, 'Ba')","(56.0, 'Mo')",42.0
6794,Mo,La,0.17179437378597145,"(56.0, 'Mo')","(33.0, 'La')",23.0
6795,La,Mo,0.17179437378597145,"(33.0, 'La')","(56.0, 'Mo')",23.0
6796,Mo,Ce,0.14257505499668494,"(56.0, 'Mo')","(32.0, 'Ce')",24.0
6797,Ce,Mo,0.14257505499668494,"(32.0, 'Ce')","(56.0, 'Mo')",24.0
6798,Mo,Pr,0.1110542252994334,"(56.0, 'Mo')","(31.0, 'Pr')",25.0
6799,Pr,Mo,0.1110542252994334,"(31.0, 'Pr')","(56.0, 'Mo')",25.0
6800,Mo,Nd,0.24830374448000858,"(56.0, 'Mo')","(30.0, 'Nd')",26.0
6801,Nd,Mo,0.24830374448000858,"(30.0, 'Nd')","(56.0, 'Mo')",26.0
6802,Mo,Pm,0.15907303622456015,"(56.0, 'Mo')","(29.0, 'Pm')",27.0
6803,Pm,Mo,0.15907303622456015,"(29.0, 'Pm')","(56.0, 'Mo')",27.0
6804,Mo,Sm,0.14112153607306918,"(56.0, 'Mo')","(28.0, 'Sm')",28.0
6805,Sm,Mo,0.14112153607306918,"(28.0, 'Sm')","(56.0, 'Mo')",28.0
6806,Mo,Eu,0.03685699156546181,"(56.0, 'Mo')","(18.0, 'Eu')",38.0
6807,Eu,Mo,0.03685699156546181,"(18.0, 'Eu')","(56.0, 'Mo')",38.0
6808,Mo,Gd,0.13055900030136822,"(56.0, 'Mo')","(27.0, 'Gd')",29.0
6809,Gd,Mo,0.13055900030136822,"(27.0, 'Gd')","(56.0, 'Mo')",29.0
6810,Mo,Tb,0.04887498532034139,"(56.0, 'Mo')","(26.0, 'Tb')",30.0
6811,Tb,Mo,0.04887498532034139,"(26.0, 'Tb')","(56.0, 'Mo')",30.0
6812,Mo,Dy,0.06868985031209268,"(56.0, 'Mo')","(24.0, 'Dy')",32.0
6813,Dy,Mo,0.06868985031209268,"(24.0, 'Dy')","(56.0, 'Mo')",32.0
6814,Mo,Ho,0.047115124770858136,"(56.0, 'Mo')","(23.0, 'Ho')",33.0
6815,Ho,Mo,0.047115124770858136,"(23.0, 'Ho')","(56.0, 'Mo')",33.0
6816,Mo,Er,0.0743752750135871,"(56.0, 'Mo')","(22.0, 'Er')",34.0
6817,Er,Mo,0.0743752750135871,"(22.0, 'Er')","(56.0, 'Mo')",34.0
6818,Mo,Tm,0.09397805234808418,"(56.0, 'Mo')","(21.0, 'Tm')",35.0
6819,Tm,Mo,0.09397805234808418,"(21.0, 'Tm')","(56.0, 'Mo')",35.0
6820,Mo,Yb,0.15009531254005215,"(56.0, 'Mo')","(17.0, 'Yb')",39.0
6821,Yb,Mo,0.15009531254005215,"(17.0, 'Yb')","(56.0, 'Mo')",39.0
6822,Mo,Lu,0.13547929651664464,"(56.0, 'Mo')","(20.0, 'Lu')",36.0
6823,Lu,Mo,0.13547929651664464,"(20.0, 'Lu')","(56.0, 'Mo')",36.0
6824,Mo,Hf,0.36873185372592293,"(56.0, 'Mo')","(50.0, 'Hf')",6.0
6825,Hf,Mo,0.36873185372592293,"(50.0, 'Hf')","(56.0, 'Mo')",6.0
6826,Mo,Ta,0.6684099652557197,"(56.0, 'Mo')","(52.0, 'Ta')",4.0
6827,Ta,Mo,0.6684099652557197,"(52.0, 'Ta')","(56.0, 'Mo')",4.0
6828,Mo,W,0.8830132656557257,"(56.0, 'Mo')","(55.0, 'W')",1.0
6829,W,Mo,0.8830132656557257,"(55.0, 'W')","(56.0, 'Mo')",1.0
6830,Mo,Re,0.7350107162860704,"(56.0, 'Mo')","(58.0, 'Re')",2.0
6831,Re,Mo,0.7350107162860704,"(58.0, 'Re')","(56.0, 'Mo')",2.0
6832,Mo,Os,0.6656946327747149,"(56.0, 'Mo')","(63.0, 'Os')",7.0
6833,Os,Mo,0.6656946327747149,"(63.0, 'Os')","(56.0, 'Mo')",7.0
6834,Mo,Ir,0.45323248787691445,"(56.0, 'Mo')","(66.0, 'Ir')",10.0
6835,Ir,Mo,0.45323248787691445,"(66.0, 'Ir')","(56.0, 'Mo')",10.0
6836,Mo,Pt,0.5084923180777712,"(56.0, 'Mo')","(68.0, 'Pt')",12.0
6837,Pt,Mo,0.5084923180777712,"(68.0, 'Pt')","(56.0, 'Mo')",12.0
6838,Mo,Au,0.5361751875232047,"(56.0, 'Mo')","(70.0, 'Au')",14.0
6839,Au,Mo,0.5361751875232047,"(70.0, 'Au')","(56.0, 'Mo')",14.0
6840,Mo,Hg,0.2869008235665914,"(56.0, 'Mo')","(74.0, 'Hg')",18.0
6841,Hg,Mo,0.2869008235665914,"(74.0, 'Hg')","(56.0, 'Mo')",18.0
6842,Mo,Tl,0.21216806499717428,"(56.0, 'Mo')","(78.0, 'Tl')",22.0
6843,Tl,Mo,0.21216806499717428,"(78.0, 'Tl')","(56.0, 'Mo')",22.0
6844,Mo,Pb,0.4881036869773274,"(56.0, 'Mo')","(82.0, 'Pb')",26.0
6845,Pb,Mo,0.4881036869773274,"(82.0, 'Pb')","(56.0, 'Mo')",26.0
6846,Mo,Bi,0.4247165967538246,"(56.0, 'Mo')","(87.0, 'Bi')",31.0
6847,Bi,Mo,0.4247165967538246,"(87.0, 'Bi')","(56.0, 'Mo')",31.0
6848,Mo,Po,0.6150262771181076,"(56.0, 'Mo')","(91.0, 'Po')",35.0
6849,Po,Mo,0.6150262771181076,"(91.0, 'Po')","(56.0, 'Mo')",35.0
6850,Mo,At,0.5317061526450872,"(56.0, 'Mo')","(96.0, 'At')",40.0
6851,At,Mo,0.5317061526450872,"(96.0, 'At')","(56.0, 'Mo')",40.0
6852,Mo,Rn,0.355161800231627,"(56.0, 'Mo')","(6.0, 'Rn')",50.0
6853,Rn,Mo,0.355161800231627,"(6.0, 'Rn')","(56.0, 'Mo')",50.0
6854,Mo,Fr,0.16391013673921095,"(56.0, 'Mo')","(7.0, 'Fr')",49.0
6855,Fr,Mo,0.16391013673921095,"(7.0, 'Fr')","(56.0, 'Mo')",49.0
6856,Mo,Ra,0.42512521288383254,"(56.0, 'Mo')","(13.0, 'Ra')",43.0
6857,Ra,Mo,0.42512521288383254,"(13.0, 'Ra')","(56.0, 'Mo')",43.0
6858,Mo,Ac,0.18029306995408312,"(56.0, 'Mo')","(48.0, 'Ac')",8.0
6859,Ac,Mo,0.18029306995408312,"(48.0, 'Ac')","(56.0, 'Mo')",8.0
6860,Mo,Th,0.4290696114571147,"(56.0, 'Mo')","(47.0, 'Th')",9.0
6861,Th,Mo,0.4290696114571147,"(47.0, 'Th')","(56.0, 'Mo')",9.0
6862,Mo,Pa,0.6976554173631238,"(56.0, 'Mo')","(46.0, 'Pa')",10.0
6863,Pa,Mo,0.6976554173631238,"(46.0, 'Pa')","(56.0, 'Mo')",10.0
6864,Mo,U,0.48899944701014186,"(56.0, 'Mo')","(45.0, 'U')",11.0
6865,U,Mo,0.48899944701014186,"(45.0, 'U')","(56.0, 'Mo')",11.0
6866,Mo,Np,0.41050583448961503,"(56.0, 'Mo')","(44.0, 'Np')",12.0
6867,Np,Mo,0.41050583448961503,"(44.0, 'Np')","(56.0, 'Mo')",12.0
6868,Mo,Pu,0.33065330350365196,"(56.0, 'Mo')","(43.0, 'Pu')",13.0
6869,Pu,Mo,0.33065330350365196,"(43.0, 'Pu')","(56.0, 'Mo')",13.0
6870,Mo,Am,0.37167434459480786,"(56.0, 'Mo')","(42.0, 'Am')",14.0
6871,Am,Mo,0.37167434459480786,"(42.0, 'Am')","(56.0, 'Mo')",14.0
6872,Mo,Cm,0.23257420977694873,"(56.0, 'Mo')","(41.0, 'Cm')",15.0
6873,Cm,Mo,0.23257420977694873,"(41.0, 'Cm')","(56.0, 'Mo')",15.0
6874,Mo,Bk,0.2370634985675469,"(56.0, 'Mo')","(40.0, 'Bk')",16.0
6875,Bk,Mo,0.2370634985675469,"(40.0, 'Bk')","(56.0, 'Mo')",16.0
6876,Mo,Cf,0.42482944502794073,"(56.0, 'Mo')","(39.0, 'Cf')",17.0
6877,Cf,Mo,0.42482944502794073,"(39.0, 'Cf')","(56.0, 'Mo')",17.0
6878,Mo,Es,0.17422321490277787,"(56.0, 'Mo')","(38.0, 'Es')",18.0
6879,Es,Mo,0.17422321490277787,"(38.0, 'Es')","(56.0, 'Mo')",18.0
6880,Mo,Fm,0.5126850588747416,"(56.0, 'Mo')","(37.0, 'Fm')",19.0
6881,Fm,Mo,0.5126850588747416,"(37.0, 'Fm')","(56.0, 'Mo')",19.0
6882,Mo,Md,0.45907688703919697,"(56.0, 'Mo')","(36.0, 'Md')",20.0
6883,Md,Mo,0.45907688703919697,"(36.0, 'Md')","(56.0, 'Mo')",20.0
6884,Mo,No,0.43089388140088125,"(56.0, 'Mo')","(35.0, 'No')",21.0
6885,No,Mo,0.43089388140088125,"(35.0, 'No')","(56.0, 'Mo')",21.0
6886,Mo,Lr,0.3100214642285041,"(56.0, 'Mo')","(34.0, 'Lr')",22.0
6887,Lr,Mo,0.3100214642285041,"(34.0, 'Lr')","(56.0, 'Mo')",22.0
6888,Tc,Tc,1.0,"(59.0, 'Tc')","(59.0, 'Tc')",0.0
6889,Tc,Ru,0.4195054348146705,"(59.0, 'Tc')","(62.0, 'Ru')",3.0
