,task_id,pretty_formula,spacegroup.symbol,spacegroup.crystal_system,e_above_hull,structure.lattice.volume,density,band_gap,final_energy,cat_oxi_state,an_oxi_state,coordination,coordination_num,coordination_env
1190,mp-1102036,NiP,Cmc2_1,orthorhombic,0.03774180229166646,149.32481212740723,5.982762946258782,0.0,-72.11694022,2.0,-2.0,"[5.333333333333333, '5-coordinate']",5.333333333333333,5-coordinate
1191,mp-569446,NiPb,P6_3/mmc,hexagonal,0.08722107499999954,77.53983615157607,11.388375322021517,0.0,-18.6359384,0.0,0.0,"[7, 'body-centered cubic']",7.0,body-centered cubic
1192,mp-945,NiPt,P4/mmm,tetragonal,0.0,26.815035522139087,15.71533577019697,0.0,-12.02483635,2.0,-2.0,"[12, 'cuboctahedral']",12.0,cuboctahedral
1193,mp-1547,NiS,R3m,trigonal,0.015274275833330186,82.54732907859916,5.477143979253761,0.0,-31.90103685,2.0,-2.0,"[5, 'trigonal bipyramidal']",5.0,trigonal bipyramidal
1194,mp-594,NiS,P6_3/mmc,hexagonal,0.10477781333332903,53.06089503079588,5.680562634107112,0.0,-20.90934375,2.0,-2.0,"[6, 'octahedral']",6.0,octahedral
1195,mp-810,NiSb,P6_3/mmc,hexagonal,0.0,69.97651668578833,8.564299413367424,0.0,-20.90106458,2.0,-2.0,"[7, 'body-centered cubic']",7.0,body-centered cubic
1196,mp-15651,NiSe,R3m,trigonal,0.006089464166667113,96.29775134728717,7.12100267614678,0.0,-29.53194698,2.0,-2.0,"[5, 'trigonal bipyramidal']",5.0,trigonal bipyramidal
1197,mp-662,NiSe,P6_3/mmc,hexagonal,0.05307890750000066,61.557512955281915,7.426513430338426,0.0,-19.50000688,2.0,-2.0,"[6, 'octahedral']",6.0,octahedral
1198,mp-571033,NiSe,P4/nmm,tetragonal,0.0642780975000008,72.51740487897398,6.304109992126636,0.0,-19.45521012,2.0,-2.0,"[4, 'tetrahedral']",4.0,tetrahedral
1199,mp-680646,NiSn,Pbam,orthorhombic,0.008381296651785775,539.6574450950806,8.733993133611321,0.0,-164.06748625,0.0,0.0,"[8.25, '11-coordinate']",8.25,11-coordinate
1200,mp-10264,NiTe,R-3m,trigonal,0.002533961874997992,86.27669577335544,7.171055075228673,0.0,-18.60977163,2.0,-2.0,"[5.5, '7-coordinate']",5.5,7-coordinate
1201,mp-203,NiTe,P6_3/mmc,hexagonal,0.005067446874997827,73.74782267870462,8.389331571115452,0.0,-18.59963769,2.0,-2.0,"[7, '8-coordinate']",7.0,8-coordinate
1202,mp-2186,NpAs,Fm-3m,cubic,0.0,49.29059172195606,10.508252881972581,0.0,-18.99350198,3.0,-3.0,"[6, 'octahedral']",6.0,octahedral
1203,mp-20895,NpAs,Pm-3m,cubic,0.14668991000000098,42.94758542279004,12.060235690026134,0.0,-18.70012216,3.0,-3.0,"[8, 'body-centered cubic']",8.0,body-centered cubic
1204,mp-22912,NpBi,Fm-3m,cubic,0.0871994056249985,64.61871325,11.460579140174918,0.0,-16.65979725,0.0,0.0,"[6, 'octahedral']",6.0,octahedral
1205,mp-2546,NpC,Fm-3m,cubic,0.1706905856249996,30.44443533424947,13.58185792614262,0.0,-21.83316833,4.0,-4.0,"[6, 'octahedral']",6.0,octahedral
1206,mp-2596,NpN,Fm-3m,cubic,0.0,28.851710158505053,14.446506950142705,0.0,-23.51187033,3.0,-3.0,"[6, 'octahedral']",6.0,octahedral
1207,mp-1009494,NpN,F-43m,cubic,0.2295581250000005,36.17578125,11.5216981341169,0.0,-23.05275408,3.0,-3.0,"[4, 'tetrahedral']",4.0,tetrahedral
1208,mp-1009493,NpN,Pm-3m,cubic,0.6340920050000012,26.857610043352,15.519118441870344,0.0,-22.24368632,3.0,-3.0,"[8, 'body-centered cubic']",8.0,body-centered cubic
1209,mp-6927,NpO,Fm-3m,cubic,0.15659429781249834,28.664735657720925,14.656175188317173,0.0,-22.29735836,0.0,0.0,"[6, 'octahedral']",6.0,octahedral
1210,mp-10108,NpP,Fm-3m,cubic,0.0,44.234103886,10.059679331847073,0.0,-20.10369532,3.0,-3.0,"[6, 'octahedral']",6.0,octahedral
1211,mp-1066577,NpPt,Cmcm,orthorhombic,0.0,89.28155195305399,16.072578183454205,0.0,-39.85966598,0.0,0.0,"[8, '7-coordinate']",8.0,7-coordinate
1212,mp-10109,NpS,Fm-3m,cubic,0.0,42.20116882744813,10.587217282572743,0.0,-19.81735707,0.0,0.0,"[6, 'octahedral']",6.0,octahedral
1213,mp-20969,NpSb,Fm-3m,cubic,0.0,60.46425027773351,9.852681424097646,0.0,-17.5170099,3.0,-3.0,"[6, 'octahedral']",6.0,octahedral
1214,mp-20055,NpSb,P4/mmm,tetragonal,0.0016487300000012084,51.117874829343805,11.654142460387243,0.0,-17.51371244,3.0,-3.0,"[8, 'body-centered cubic']",8.0,body-centered cubic
1215,mp-627,NpSe,Fm-3m,cubic,0.0,48.97946074009664,10.711917108826475,0.0,-18.56916259,0.0,0.0,"[6, 'octahedral']",6.0,octahedral
1216,mp-19937,NpSi,Cmcm,orthorhombic,0.03411141781250038,165.12922455688417,10.662796483672901,0.0,-74.84123615,4.0,-4.0,"[8, '6-coordinate']",8.0,6-coordinate
1217,mp-20765,NpSi,Pnma,orthorhombic,0.2802523715625007,134.2431081677402,13.116049970749252,0.0,-72.87210852,4.0,-4.0,"[9, '8-coordinate']",9.0,8-coordinate
1218,mp-807,NpTe,Fm-3m,cubic,0.041211100781250565,60.167077958908315,10.062521967509307,0.0,-17.25096795,0.0,0.0,"[6, 'octahedral']",6.0,octahedral
1219,mp-1830,NpTe,Pm-3m,cubic,0.07104568578125026,53.951319455174584,11.221830157191675,0.0,-17.19129878,0.0,0.0,"[8, 'body-centered cubic']",8.0,body-centered cubic
1220,mp-1009540,OsC,F-43m,cubic,0.7182718950000009,24.53179762202897,13.689521998378321,0.17010000000000058,-19.01756048,-2.0,2.0,"[4, 'tetrahedral']",4.0,tetrahedral
1221,mp-1080659,OsC,P2_13,cubic,0.7756313250000009,89.07291263651574,15.081064411891996,0.2732999999999999,-75.61136648,-2.0,2.0,"[4, 'trigonal pyramidal']",4.0,trigonal pyramidal
1222,mp-7142,OsC,P-6m2,hexagonal,0.9151209350000009,20.547171622650602,16.344273040301225,0.0,-18.6238624,-2.0,2.0,"[6, 'pentagonal pyramidal']",6.0,pentagonal pyramidal
1223,mp-999308,OsC,P6_3/mmc,hexagonal,0.926809457500001,40.89565199462763,16.423681581144503,0.0,-37.20097071,-2.0,2.0,"[6, 'octahedral']",6.0,octahedral
1224,mp-1009539,OsC,Fm-3m,cubic,1.3944660700000018,20.750618336778786,16.184027760334338,0.0,-17.66517213,-2.0,2.0,"[6, 'octahedral']",6.0,octahedral
1225,mp-1009537,OsC,Pm-3m,cubic,1.4862925750000002,19.629707240131165,17.1081809371033,0.0,-17.48151912,-2.0,2.0,"[8, 'body-centered cubic']",8.0,body-centered cubic
1226,mp-999317,OsN,Pmn2_1,orthorhombic,0.22799167381000096,44.33296177041402,15.299813305493796,0.0,-37.44764658,3.0,-3.0,"[4, 'rectangular see-saw-like']",4.0,rectangular see-saw-like
1227,mp-1078828,OsN,Cmc2_1,orthorhombic,0.3832001963099998,84.95925443029654,15.967325582486538,0.0,-73.65362498,3.0,-3.0,"[3.5, 'L-shaped']",3.5,L-shaped
1228,mp-999307,OsN,P4_2/mmc,tetragonal,0.4381152788100007,44.746714154907984,15.158342934830475,0.0,-36.60715216,3.0,-3.0,"[4, 'square co-planar']",4.0,square co-planar
1229,mp-1018849,OsN,Pm-3m,cubic,0.4613073721433345,67.16319201561568,15.14861082412278,0.0,-54.77157568,3.0,-3.0,"[4, 'square co-planar']",4.0,square co-planar
1230,mp-1009496,OsN,F-43m,cubic,0.4803342188100004,24.34688871487065,13.92962456744305,0.0,-18.2191382,3.0,-3.0,"[4, 'tetrahedral']",4.0,tetrahedral
1231,mp-1009495,OsN,Fm-3m,cubic,1.3669339588099998,20.819795389353864,16.289450152660187,0.0,-16.44593872,3.0,-3.0,"[6, 'octahedral']",6.0,octahedral
1232,mp-1064459,PBr,Pm-3m,cubic,1.3350057821428583,40.615706138218016,4.533144266693646,0.0,-4.89694691,0.0,0.0,"[8, 'body-centered cubic']",8.0,body-centered cubic
1233,mp-1179841,PPb,P2_1/c,monoclinic,0.1434780110714282,412.4108209454542,7.6719002771733615,0.0,-70.7468428,-2.0,2.0,"[5.5, '6-coordinate']",5.5,6-coordinate
1234,mp-12636,PRu,Pnma,orthorhombic,0.0,109.46532669548334,8.012174518486303,0.0,-63.25174324,-3.0,3.0,"[6, '6-coordinate']",6.0,6-coordinate
1235,mp-612,PS,C2/c,monoclinic,0.020059025976570943,492.80877300489084,1.699293239003449,2.5181999999999998,-78.59594045,-2.0,2.0,"[2.5, 'L-shaped']",2.5,L-shaped
1236,mp-28885,PSe,P2_1/c,monoclinic,0.0,1056.1848935675791,2.765414391379023,2.2456,-145.01180839,0.0,0.0,"[2.5, 'trigonal non-coplanar']",2.5,trigonal non-coplanar
1237,mp-2420,PW,Pnma,orthorhombic,0.0,117.90179374697406,12.10182245775949,0.0,-76.43771826,-3.0,3.0,"[6, '6-coordinate']",6.0,6-coordinate
1238,mp-15694,PaAs,Fm-3m,cubic,0.0,48.68737955663082,10.435031683468273,0.0,-16.26651113,3.0,-3.0,"[6, 'octahedral']",6.0,octahedral
1239,mp-567580,PaC,Fm-3m,cubic,0.0,32.664624595587206,12.355517508321359,0.0,-19.62712023,4.0,-4.0,"[6, 'octahedral']",6.0,octahedral
1240,mp-1009545,PaN,Fm-3m,cubic,0.0,30.42531276352931,13.37382396798919,0.0,-21.10860276,3.0,-3.0,"[6, 'octahedral']",6.0,octahedral
1241,mp-2735,PaO,Fm-3m,cubic,0.2500757500000006,30.10009981536323,13.62825159334175,0.0,-19.32420602,0.0,0.0,"[6, 'octahedral']",6.0,octahedral
1242,mp-19921,PbO,P4/nmm,tetragonal,0.0010979520312499602,87.50848721504977,8.470751469645759,1.7743000000000002,-21.81913027,2.0,-2.0,"[4, '4-coordinate']",4.0,4-coordinate
1243,mp-20878,PbO,Pbcm,orthorhombic,0.018964353281250013,169.62816624417383,8.739853328560285,2.2292000000000005,-43.49532933,2.0,-2.0,"[4, 'rectangular see-saw-like']",4.0,rectangular see-saw-like
1244,mp-550714,PbO,Pca2_1,orthorhombic,0.02052567453124965,188.00105317304616,7.88572866132896,2.2424000000000004,-43.48283876,2.0,-2.0,"[3, 'T-shaped']",3.0,T-shaped
1245,mp-21276,PbS,Fm-3m,cubic,0.0,54.174229046081315,7.333909254750865,0.9925999999999995,-8.91509284,2.0,-2.0,"[6, 'octahedral']",6.0,octahedral
1246,mp-1057015,PbS,R3m,trigonal,0.001335710000000212,54.36496828653807,7.3081782679606775,1.0371999999999995,-8.91242142,2.0,-2.0,"[6, 'octahedral']",6.0,octahedral
1247,mp-1091375,PbS,Pnma,orthorhombic,0.01752905374999969,222.31697845872986,7.1485116885718005,0.7440999999999995,-35.52013893,2.0,-2.0,"[6, 'octahedral']",6.0,octahedral
1248,mp-1078500,PbS,Pnma,orthorhombic,0.03314715374999988,220.56074275673996,7.205432386637316,1.9001000000000001,-35.39519413,2.0,-2.0,"[5, 'square pyramidal']",5.0,square pyramidal
1249,mp-1018115,PbS,Cmcm,orthorhombic,0.03850983249999995,110.74233899519258,7.175374538319918,1.2720000000000002,-17.67614635,2.0,-2.0,"[5, 'square pyramidal']",5.0,square pyramidal
1250,mp-1012435,PbS,P6_3mc,hexagonal,0.056441792500000254,113.9507726049701,6.973342447574065,0.7835000000000001,-17.60441851,2.0,-2.0,"[3, '3-coordinate']",3.0,3-coordinate
1251,mp-1067933,PbS,C2/m,monoclinic,0.05801564250000002,202.87150360840863,3.9168525170193615,2.2622,-17.59812311,2.0,-2.0,"[5, 'square pyramidal']",5.0,square pyramidal
1252,mp-20526,PbS,Aem2,orthorhombic,0.0584320224999999,205.82871125827006,3.860577830383567,2.2577,-17.59645759,2.0,-2.0,"[5, 'square pyramidal']",5.0,square pyramidal
1253,mp-561320,PbS,C2,monoclinic,0.05845912499999972,404.2734058024544,1.965545465358616,2.0532,-17.59634918,2.0,-2.0,"[1, 'single-bond']",1.0,single-bond
1254,mp-1067627,PbS,C2/m,monoclinic,0.058963610000000166,299.7215855022047,2.651186294135805,2.0879,-17.59433124,2.0,-2.0,"[5, 'square pyramidal']",5.0,square pyramidal
1255,mp-1018019,PbS,P6_3/mmc,hexagonal,0.06194715999999989,110.51409903959653,7.190193526849377,0.03249999999999975,-17.58239704,2.0,-2.0,"[6, 'octahedral']",6.0,octahedral
1256,mp-1087486,PbS,P2_1/m,monoclinic,0.08188786874999998,252.73185142819543,6.288228057126069,1.2407999999999997,-35.00526841,2.0,-2.0,"[4, 'rectangular see-saw-like']",4.0,rectangular see-saw-like
1257,mp-1078696,PbS,P2_1/m,monoclinic,0.0826520525000003,244.8663284246417,6.490216639031639,0.7624999999999997,-34.99915494,2.0,-2.0,"[4, 'see-saw-like']",4.0,see-saw-like
1258,mp-1009551,PbS,P-6m2,hexagonal,0.12378815499999973,54.870912434568,7.240792291249548,0.0,-8.66751653,2.0,-2.0,"[6, 'pentagonal pyramidal']",6.0,pentagonal pyramidal
1259,mp-1079543,PbS,Amm2,orthorhombic,0.16375599624999992,258.1373316299497,6.156550503738952,0.7417999999999996,-34.35032339,2.0,-2.0,"[5, 'square pyramidal']",5.0,square pyramidal
1260,mp-1078944,PbS,Pma2,orthorhombic,0.16933559624999983,270.208662227922,5.881512109851126,1.5580999999999996,-34.30568659,2.0,-2.0,"[3, 'trigonal non-coplanar']",3.0,trigonal non-coplanar
1261,mp-1079101,PbS,Amm2,orthorhombic,0.19462129749999946,252.2900358107746,6.299240134367304,1.2330999999999999,-34.10340098,2.0,-2.0,"[4, '3-coordinate']",4.0,3-coordinate
1262,mp-21039,PbS,Pm-3m,cubic,0.2587265849999998,48.77351273316468,8.145996822982355,0.0,-8.39763967,2.0,-2.0,"[8, 'body-centered cubic']",8.0,body-centered cubic
1263,mp-2201,PbSe,Fm-3m,cubic,0.0,60.253710492428276,7.886316965624365,0.9081000000000001,-8.3298212,2.0,-2.0,"[6, 'octahedral']",6.0,octahedral
1264,mp-1063670,PbSe,Cmcm,orthorhombic,0.0515982174999996,119.50083203276138,7.952745620515587,0.9241000000000001,-16.45324953,2.0,-2.0,"[5, 'square pyramidal']",5.0,square pyramidal
1265,mp-1079172,PbSe,Pnma,orthorhombic,0.05257106250000021,260.1138151879188,7.307260615203587,1.6543,-32.8987163,2.0,-2.0,"[5, 'square pyramidal']",5.0,square pyramidal
1266,mp-22009,PbSe,Fmm2,orthorhombic,0.07354773999999953,233.9099758147642,4.062929403870794,1.3139,-16.36545144,2.0,-2.0,"[5, 'single-bond']",5.0,single-bond
1267,mp-21214,PbSe,Pm-3m,cubic,0.23701178,54.195627302750154,8.767863441155205,0.0,-7.85579764,2.0,-2.0,"[8, 'body-centered cubic']",8.0,body-centered cubic
1268,mp-1009538,PdC,F-43m,cubic,1.2134564999999995,26.350550385680197,7.463176334322634,0.0,-11.97634376,2.0,-2.0,"[4, 'tetrahedral']",4.0,tetrahedral
1269,mp-1009533,PdC,Fm-3m,cubic,1.4864782749999996,21.882096000000004,8.98720141044919,0.0,-11.43030021,2.0,-2.0,"[6, 'octahedral']",6.0,octahedral
1270,mp-999293,PdN,P4_2/mmc,tetragonal,0.6501622988099998,49.18728342420873,8.131095116072071,0.0,-23.65726906,2.0,-2.0,"[4, 'square co-planar']",4.0,square co-planar
1271,mp-973835,PdN,F-43m,cubic,0.8592643888099998,26.730338988427636,7.481133707219073,0.0,-11.41043035,2.0,-2.0,"[4, 'tetrahedral']",4.0,tetrahedral
1272,mp-1018018,PdN,P6_3mc,hexagonal,0.8608458688100002,53.13721204366121,7.526674144944088,0.0,-22.81453478,2.0,-2.0,"[4, 'tetrahedral']",4.0,tetrahedral
1273,mp-999303,PdN,P6_3/mmc,hexagonal,0.8808011813099998,43.74316424569869,9.143062394320584,0.0,-22.73471353,2.0,-2.0,"[6, 'octahedral']",6.0,octahedral
1274,mp-1009548,PdN,Fm-3m,cubic,0.93922036881,21.920352800552084,9.12271995944708,0.0,-11.25051839,2.0,-2.0,"[6, 'octahedral']",6.0,octahedral
1275,mp-1009601,PdN,P-6m2,hexagonal,1.12585390881,22.69228782802659,8.812387782457836,0.0,-10.87725131,2.0,-2.0,"[6, 'pentagonal pyramidal']",6.0,pentagonal pyramidal
1276,mp-999300,PdN,P6_3/mmc,hexagonal,1.1744037363100004,88.37691462028118,4.525463258610463,0.0,-21.56030331,2.0,-2.0,"[3, 'trigonal planar']",3.0,trigonal planar
1277,mp-1009596,PdN,Pm-3m,cubic,1.3226126438100003,21.44646438761857,9.324298700123567,0.0,-10.48373384,2.0,-2.0,"[8, 'body-centered cubic']",8.0,body-centered cubic
1278,mp-1336,PdO,P4_2/mmc,tetragonal,0.0,52.163960227595965,7.793970983905127,0.0,-22.04094958,2.0,-2.0,"[4, 'square co-planar']",4.0,square co-planar
1279,mp-10728,PdO,Fm-3m,cubic,0.4499679050000003,23.500031882354044,8.650294485871516,0.0,-10.12053898,2.0,-2.0,"[6, 'octahedral']",6.0,octahedral
1280,mp-603251,PdO,Pm-3m,cubic,0.8198592800000002,22.319128794120466,9.107980785669497,0.0,-9.38075623,2.0,-2.0,"[8, 'body-centered cubic']",8.0,body-centered cubic
1281,mp-20250,PdS,P4_2/m,tetragonal,0.0,284.6751898942974,6.462375670278461,0.006299999999999528,-80.16971211,2.0,-2.0,"[4, 'rectangular see-saw-like']",4.0,rectangular see-saw-like
1282,mp-21165,PdSe,P4_2/m,tetragonal,0.0,329.4821752947485,7.4742916066018665,0.0,-74.59715099,2.0,-2.0,"[4, 'rectangular see-saw-like']",4.0,rectangular see-saw-like
1283,mp-571383,PdSe,P4_2/mbc,tetragonal,0.002247707083333772,991.8017774423296,7.4490061825090645,0.17830000000000013,-223.68356303,2.0,-2.0,"[4, 'square co-planar']",4.0,square co-planar
1284,mp-569593,PmMg,Pm-3m,cubic,0.0,57.60896994809285,4.880100562881528,0.0,-6.56116217,0.0,0.0,"[8, 'body-centered cubic']",8.0,body-centered cubic
1285,mp-1018160,PmN,Fm-3m,cubic,0.0,33.44990594766189,7.89350013761704,0.0,-15.94809389,3.0,-3.0,"[6, 'octahedral']",6.0,octahedral
1286,mp-2525,PrAg,Pm-3m,cubic,0.0,54.71710369950313,7.54977858514417,0.0,-8.10200002,0.0,0.0,"[8, 'body-centered cubic']",8.0,body-centered cubic
1287,mp-568417,PrAl,Cmcm,orthorhombic,0.0,207.08287573991305,5.385023856443232,0.0,-37.19770239,0.0,0.0,"[9.5, '8-coordinate']",9.5,8-coordinate
1288,mp-10902,PrAl,Pm-3m,cubic,0.05086738875000041,52.893920003369466,5.270673009531453,0.0,-9.19769082,0.0,0.0,"[8, 'body-centered cubic']",8.0,body-centered cubic
1289,mp-10622,PrAs,Fm-3m,cubic,0.0,56.57718977602727,6.334582943386759,0.0,-12.42232171,3.0,-3.0,"[6, 'octahedral']",6.0,octahedral
1290,mp-1009583,PrAs,P4/mmm,tetragonal,0.42529343,50.53776429475913,7.091585992005272,0.0,-11.57173485,3.0,-3.0,"[8, 'body-centered cubic']",8.0,body-centered cubic
1291,mp-1079915,PrAu,Pnma,orthorhombic,0.0,217.33828131118588,10.325900009177772,0.0,-38.56882993,0.0,0.0,"[7, '7-coordinate']",7.0,7-coordinate
1292,mp-999306,PrAu,Cmcm,orthorhombic,0.005928743750000187,109.04611669087372,10.290203031015766,0.0,-19.26069999,0.0,0.0,"[7, '7-coordinate']",7.0,7-coordinate
1293,mp-11255,PrAu,Pm-3m,cubic,0.05701876125000016,52.728764261498895,10.640365806109546,0.0,-9.52816996,0.0,0.0,"[8, 'body-centered cubic']",8.0,body-centered cubic
1294,mp-23171,PrBi,Fm-3m,cubic,0.0,70.74688269432986,8.212415216537304,0.0,-10.57500598,0.0,0.0,"[6, 'octahedral']",6.0,octahedral
1295,mp-1001605,PrBi,P4/mmm,tetragonal,0.17418240499999715,63.66319241523756,9.126196062741478,0.0,-10.22664117,0.0,0.0,"[8, 'body-centered cubic']",8.0,body-centered cubic
1296,mp-1011031,PrBi,Pm-3m,cubic,0.24542552499999726,64.50141579777237,9.0075972562072,0.0,-10.08415493,0.0,0.0,"[8, 'body-centered cubic']",8.0,body-centered cubic
1297,mp-646,PrCd,Pm-3m,cubic,0.0,58.652213261797314,7.171860893736407,0.0,-6.33844384,0.0,0.0,"[8, 'body-centered cubic']",8.0,body-centered cubic
1298,mp-1079091,PrCu,Pnma,orthorhombic,0.0,193.5621963367438,7.015900409464725,0.0,-36.7345366,0.0,0.0,"[8, '7-coordinate']",8.0,7-coordinate
1299,mp-11404,PrGa,Cmcm,orthorhombic,0.0,108.48835370848467,6.4478888469112645,0.0,-17.93466542,0.0,0.0,"[8, '7-coordinate']",8.0,7-coordinate
1300,mp-511,PrGe,Cmcm,orthorhombic,0.0,104.16628755324595,6.8084257149773695,0.0,-22.14502745,0.0,0.0,"[8, '7-coordinate']",8.0,7-coordinate
1301,mp-2102,PrGe,Pnma,orthorhombic,0.00213631000000003,207.85540807863617,6.824055600640787,0.0,-44.27296442,0.0,0.0,"[8, '7-coordinate']",8.0,7-coordinate
1302,mp-11469,PrHg,Pm-3m,cubic,0.0,57.96761247174476,9.782534846566286,0.0,-6.03321982,0.0,0.0,"[8, 'body-centered cubic']",8.0,body-centered cubic
1303,mp-20023,PrIn,Pm-3m,cubic,0.0,59.3942300205526,7.149556985749898,0.0,-8.50777517,0.0,0.0,"[8, 'body-centered cubic']",8.0,body-centered cubic
1304,mp-1548,PrMg,Pm-3m,cubic,0.0,59.86333416054024,4.582806211324408,0.0,-6.60651262,0.0,0.0,"[8, 'body-centered cubic']",8.0,body-centered cubic
1305,mp-343,PrN,Fm-3m,cubic,0.0,35.582137347672045,7.229507537404175,0.41249999999999964,-15.6793931,3.0,-3.0,"[6, 'octahedral']",6.0,octahedral
1306,mp-1009639,PrN,F-43m,cubic,0.11656502000000035,43.09573678425938,5.969066764996172,1.7765000000000004,-15.44626306,3.0,-3.0,"[4, 'tetrahedral']",4.0,tetrahedral
1307,mp-999295,PrN,P4/nmm,tetragonal,0.2691672074999998,73.79048439716705,6.972208740828422,1.1026000000000007,-30.28211737,3.0,-3.0,"[4, 'trigonal pyramidal']",4.0,trigonal pyramidal
1308,mp-1009649,PrN,P-6m2,hexagonal,0.354499165,35.07109041961442,7.334854065674466,0.0,-14.97039477,3.0,-3.0,"[6, 'pentagonal pyramidal']",6.0,pentagonal pyramidal
1309,mp-1009640,PrN,Pm-3m,cubic,0.7578736199999998,31.579756319951592,8.145766786345487,0.0,-14.16364586,3.0,-3.0,"[8, 'body-centered cubic']",8.0,body-centered cubic
1310,mp-11799,PrNi,Cmcm,orthorhombic,0.0,89.46208794814369,7.409738557667037,0.0,-22.29090454,0.0,0.0,"[8, '7-coordinate']",8.0,7-coordinate
1311,mp-11344,PrO,Fm-3m,cubic,0.06628267062500015,33.20755938695711,7.846113690977709,0.0,-15.1344603,0.0,0.0,"[6, 'octahedral']",6.0,octahedral
1312,mp-601,PrP,Fm-3m,cubic,0.0,52.63270718332695,5.42278394410205,0.0,-13.21474092,3.0,-3.0,"[6, 'octahedral']",6.0,octahedral
1313,mp-999291,PrPd,Cmcm,orthorhombic,0.0,100.99151774010504,8.13330137551301,0.0,-23.08423592,0.0,0.0,"[7, '7-coordinate']",7.0,7-coordinate
1314,mp-1078557,PrPt,Pnma,orthorhombic,0.0,198.39498682328994,11.248817720849745,0.0,-52.29816999,0.0,0.0,"[7, '7-coordinate']",7.0,7-coordinate
1315,mp-12607,PrPt,Cmcm,orthorhombic,0.004796518750000089,99.93936577305078,11.165315220098027,0.0,-26.12989892,0.0,0.0,"[7, '7-coordinate']",7.0,7-coordinate
1316,mp-999305,PrRh,Cmcm,orthorhombic,0.0,94.67643546586498,8.552524364349903,0.0,-26.88152204,0.0,0.0,"[8, '7-coordinate']",8.0,7-coordinate
1317,mp-2495,PrS,Fm-3m,cubic,0.0,48.97141596454943,5.865214168735771,0.0,-12.94864554,0.0,0.0,"[6, 'octahedral']",6.0,octahedral
1318,mp-1785,PrSb,Fm-3m,cubic,0.0,67.03012885340766,6.507072294473764,0.0,-11.28032989,3.0,-3.0,"[6, 'octahedral']",6.0,octahedral
1319,mp-1644,PrSb,P4/mmm,tetragonal,0.2470702350000007,59.46066614227488,7.33543572003326,0.0,-10.78618942,3.0,-3.0,"[8, 'body-centered cubic']",8.0,body-centered cubic
1320,mp-1674,PrSe,Fm-3m,cubic,0.0,54.94101782716145,6.645286832055008,0.0,-11.94955573,0.0,0.0,"[6, 'octahedral']",6.0,octahedral
1321,mp-9968,PrSi,Pnma,orthorhombic,0.0,197.63863569417478,5.679450813393057,0.0,-46.75606279,4.0,-4.0,"[8, '7-coordinate']",8.0,7-coordinate
1322,mp-2532,PrTe,Fm-3m,cubic,0.0,66.01726543926694,6.7538005329248065,0.0,-10.7995575,0.0,0.0,"[6, 'octahedral']",6.0,octahedral
1323,mp-7131,PrTe,Pm-3m,cubic,0.09212977500000008,59.664998386555155,7.472847642051236,0.0,-10.61529795,0.0,0.0,"[8, 'body-centered cubic']",8.0,body-centered cubic
1324,mp-12599,PrTl,Pm-3m,cubic,0.0,61.234824282436996,9.363448308005962,0.0,-7.93138344,0.0,0.0,"[8, 'body-centered cubic']",8.0,body-centered cubic
1325,mp-460,PrZn,Pm-3m,cubic,0.0,51.27502886233972,6.681553672740455,0.0,-6.65307059,0.0,0.0,"[8, 'body-centered cubic']",8.0,body-centered cubic
1326,mp-1018164,PtC,F-43m,cubic,0.9101787899999998,26.448169244537592,13.00236839292123,0.0,-13.47731995,-2.0,2.0,"[4, 'tetrahedral']",4.0,tetrahedral
1327,mp-1018165,PtC,Fm-3m,cubic,1.4838398799999997,22.465543950319464,15.307389867625119,0.0,-12.32999777,-2.0,2.0,"[6, 'octahedral']",6.0,octahedral
1328,mp-1009648,PtC,P-6m2,hexagonal,1.5696746049999994,22.905740327603738,15.01321655259429,0.0,-12.15832832,-2.0,2.0,"[6, 'pentagonal pyramidal']",6.0,pentagonal pyramidal
1329,mp-1002228,PtC,Pm-3m,cubic,2.0088466,22.331687785941376,15.399142381539908,0.0,-11.27998433,-2.0,2.0,"[8, 'body-centered cubic']",8.0,body-centered cubic
1330,mp-13174,PtN,F-43m,cubic,0.9451328638099996,27.32869317322466,12.704715648566527,0.0,-12.13311417,2.0,-2.0,"[4, 'tetrahedral']",4.0,tetrahedral
1331,mp-13173,PtN,P6_3/mmc,hexagonal,1.1417627038099996,45.91608910469125,15.123381916133914,0.0,-23.47970898,2.0,-2.0,"[6, 'octahedral']",6.0,octahedral
1332,mp-13175,PtN,Fm-3m,cubic,1.19277813381,22.672801543517835,15.31364684449444,0.0,-11.63782363,2.0,-2.0,"[6, 'octahedral']",6.0,octahedral
1333,mp-7947,PtO,P4_2/mmc,tetragonal,0.1390991399999999,53.46450234862669,13.11196089417104,0.0,-23.00141886,2.0,-2.0,"[4, 'square co-planar']",4.0,square co-planar
1334,mp-11540,PtO,Fm-3m,cubic,0.9301808000000005,24.74471966035767,14.165132473587617,0.0,-9.91854611,2.0,-2.0,"[6, 'octahedral']",6.0,octahedral
1335,mp-1066274,PtPb,P6_3/mmc,hexagonal,0.0,93.0238632831386,14.362084615533199,0.0,-20.48814017,-2.0,2.0,"[7, 'body-centered cubic']",7.0,body-centered cubic
1336,mp-288,PtS,P4_2/mmc,tetragonal,0.0,76.46999127360388,9.865040708310445,0.47140000000000004,-22.0375486,2.0,-2.0,"[4, 'square co-planar']",4.0,square co-planar
