0,Ac3+,Ag1+,Ag2+,Ag3+,Al3+,Am3+,As3+,As5+,Au1+,Au2+,Au3+,B3+,Ba2+,Be2+,Bi2+,Bi3+,Bi5+,Bk3+,Br1-,Br3+,Br5+,Br7+,C1+,C2+,C3+,C4+,Ca2+,Cd2+,Ce2+,Ce3+,Ce4+,Cf3+,Cl1-,Cl3+,Cl5+,Cl7+,Cm3+,Co1+,Co2+,Co3+,Co4+,Cr2+,Cr3+,Cr4+,Cr5+,Cr6+,Cs1+,Cu1+,Cu2+,Cu3+,Dy2+,Dy3+,Er2+,Er3+,Eu2+,Eu3+,F1-,Fe2+,Fe3+,Fe4+,Fe5+,Fe6+,Ga2+,Ga3+,Gd2+,Gd3+,Ge2+,Ge3+,Ge4+,H1+,Hf4+,Hg1+,Hg2+,Ho2+,Ho3+,I1-,I5+,I7+,In1+,In2+,In3+,Ir3+,Ir4+,Ir5+,Ir6+,K1+,Kr2+,La2+,La3+,Li1+,Lu3+,Mg2+,Mn1+,Mn2+,Mn3+,Mn4+,Mn5+,Mn6+,Mn7+,Mo2+,Mo3+,Mo4+,Mo5+,Mo6+,N1+,N3+,N3-,N5+,Na1+,Nb3+,Nb4+,Nb5+,Nb7+,Nd2+,Nd3+,Ni1+,Ni2+,Ni3+,Ni4+,Np3+,Np4+,Np6+,O2-,Os4+,Os5+,Os6+,Os7+,P1+,P3+,P4+,P5+,Pa4+,Pb2+,Pb4+,Pd2+,Pd3+,Pd4+,Po4+,Pr2+,Pr3+,Pr4+,Pt2+,Pt4+,Pt5+,Pu3+,Pu4+,Pu6+,Rb1+,Re1+,Re3+,Re4+,Re5+,Re6+,Re7+,Rh1+,Rh2+,Rh3+,Rh4+,Rh5+,Ru3+,Ru4+,Ru5+,Ru6+,S2+,S2-,S4+,S5+,S6+,Sb3+,Sb5+,Sc2+,Sc3+,Se2+,Se2-,Se4+,Se6+,Si4+,Sm2+,Sm3+,Sn2+,Sn3+,Sn4+,Sr2+,Ta2+,Ta3+,Ta4+,Ta5+,Tb3+,Tb4+,Tc4+,Tc7+,Te4+,Te6+,Th3+,Th4+,Ti2+,Ti3+,Ti4+,Tl1+,Tl3+,Tm2+,Tm3+,U3+,U4+,U5+,U6+,V2+,V3+,V4+,V5+,W2+,W3+,W4+,W5+,W6+,Xe2+,Xe6+,Y2+,Y3+,Yb2+,Yb3+,Zn2+,Zr2+,Zr3+,Zr4+
Mn4+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.76881,,,,,,-0.164015,,,,,,-1.5537,-0.387988,,-1.22492,0.728063,,,,,0.837527,0.202504,0.202504,,-1.55352,,-0.387988,,,,,,,,,,0.0338976,0.348391,-1.2249,-1.55367,0.728063,-0.164015,,,-0.91898,-0.638127,0.88048,,,,,,,,-0.164015,-0.638127,,,,-1.55367,1.2664,0.471062,,-1.22492,2.03566,-0.91898,,,,,,,,0.348391,,0.471062,,,0.471062,,0.88048,,,-1.55352,,1.98502,,,-0.638127,-1.22492,0.88048,,-0.91898,-0.91898,,0.0338976,,,,-0.638127,-0.38863,1.98496,-1.22492,,-1.5537,,,-0.638127,-1.55367,-0.91898,0.0338976,0.348391,0.787162,,,,-0.164015,,,,,,,-0.91898,-1.55352,0.202504,,,0.88048
Mn5+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.573047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.55352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0338976,,,,,,,,,,,,,,,
Mn6+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.673976,,,,,,-0.638127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.91898,,,,,0.348391,,,,,,,,-0.164015,0.0338976,,,,,,,,,,,,,,,,-1.22507,,,,,-1.55352,,,,,,,,,,,,,,,,,-1.5537,,,,,,,0.98724,,,
Mn7+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.673976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.38863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.919207,,,,,,,,-0.638127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.55352,,,,,,,,,,,,,,,
Mo2+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.59645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0338976,,,,,,,,,,,,,,
Mo3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.49977,,,0.0338976,,,-1.22492,,2.64335,,,-1.5537,,,-0.38863,,-0.91898,1.11953,,,,,,,,,0.787162,,,,,,,,-1.55352,,,,,0.202504,,,-1.55352,,,,,1.26669,,,,,,-1.55352,,,0.0337196,,,-1.22509,,-0.91898,,,,,,,,0.91895,,0.787162,,,,,-1.55352,,-0.91898,,,,-1.55352,,,,0.0337196,0.573047,,,,,,,,,1.387,-1.55352,1.08553,-0.638127,,-0.91898,-1.55352,,-1.55367,-1.22509,,0.919013,,,,-0.38863,,,0.348391,,,,0.202504,,0.471062,-0.91898,,,-1.55367
Mo4+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49958,,,,,,,-1.22509,,-0.38863,-0.164015,,,-1.22492,,-1.55352,,-0.91898,,-0.91898,,0.202504,-1.22509,,,,,,,,-1.22507,-0.164015,-0.38863,-0.638127,,0.348391,-0.638127,,-1.22509,-1.55352,-1.55352,0.657236,,,,,,,,-0.638127,-1.55352,,,,,,,,,0.348391,,,,-1.2249,,,,,-1.55367,,,,,-0.638127,,-0.38863,,,-0.91898,,1.08553,-0.91898,,-1.5537,-0.91898,0.471062,,-1.22509,-1.55352,,0.202504,,,-1.22492,,-1.22492,0.953882,,,,,,-1.2249,-0.638127,,-0.38863,0.348391,-0.38863,,,,-0.164015,-1.22492,,,,,,-0.638127,,-1.2249,,,0.88048
Mo5+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.673976,0.471062,,,,,1.84977,,,-0.638127,,,-1.5537,,-0.91898,-0.638127,,,,,,,,-1.55352,-1.22509,,,,,,,-1.55352,-1.55352,,,,,-1.55352,-1.5537,,-1.22492,,,,,-1.5537,,,,-1.2249,-1.22509,-1.55352,,,-0.38863,,,,,0.202504,,,,,,,,0.787162,,-0.638127,,,,,-1.5537,,-1.2249,,,-1.55367,,,,,-1.22509,-0.91898,,,,,-1.22492,,,,-0.91898,-1.22492,-0.638127,-1.2249,,-0.638127,-1.55352,,-1.55352,-1.22492,,-0.638127,-1.55352,-1.5537,,,,,0.88048,,,,-0.164015,,-0.638127,-0.638127,,,
Mo6+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.03272,,,,-1.22492,3.54831,,-1.55352,1.02047,,,0.573047,,1.3467,1.38726,,,,,,,,,0.953817,,,,-0.638127,,0.0337196,,0.202504,,,,,0.470754,-1.2249,,0.202504,,,,,0.657236,,,,0.953817,-1.22492,0.88048,,,1.38702,-0.91898,,,-1.55352,1.84984,-0.91898,,,,,0.919013,,2.69771,,1.05279,,,,0.657236,1.02071,,0.657236,,,-1.22509,0.348391,,,,0.987351,1.15381,-1.5537,,-0.638127,,0.573047,,-0.38863,,1.05317,0.202504,1.30654,-0.38863,,1.05279,0.348231,-0.38863,-0.164015,0.837527,-1.55352,1.15423,-1.55352,0.657236,,,,,3.0619,,,,1.38734,,1.30648,2.06857,,,-0.164015
N1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.15512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.70354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N3-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.01025,,2.20478,,,-1.55352,,,1.11959,,,-0.638127,,,,,4.6643,,,,,,,,,,,,,,,,,0.880801,,,,,-0.91898,,-1.55352,1.84977,,,,,-1.55352,-1.5537,,,-1.22492,,,,,,,,4.04104,,,,-1.55352,,,0.348231,,3.81277,,,-1.55352,,0.953781,,,,-0.164058,-1.55352,,,-1.5537,0.0337196,,,,,-1.22509,,0.0337196,,0.202504,,1.5102,0.348231,,0.0337196,,0.573047,-1.55352,-0.638127,,0.202504,,,,-1.55352,,,-1.55352,,,,0.728063,,1.05288,,,,0.880801
N5+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.82398,,,-1.55352,,,,,,,-1.22509,,,,,,,,,,,,,,,-1.55352,,,,,,,,-1.22507,,,,,,,,,,,-1.55352,,,,,,,,-1.22492,-1.22492,,,,,,,,,,,0.348231,,,,,,,,-1.55352,,,,,,,-1.55367,,,,,,,,,,-0.388334,-0.638127,,,,,,-1.55352,,,,-1.5537,,,,,,,,,,,,,,,,,-0.638127
Na1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.52323,,-0.91898,1.8966,,,3.32078,,3.14296,3.22184,,,,,2.96265,,,,2.33619,,,,0.470754,,0.787162,0.0337196,1.26646,-1.55329,,,,3.09048,0.657344,,1.76532,,,,,4.38163,,,,1.82387,0.348231,1.7655,,-1.55329,2.9338,0.787162,-1.55346,-1.22492,-0.164058,3.08107,,,1.79569,,,-1.55329,-0.388334,4.03131,,3.39922,,1.05288,1.98476,,1.73407,,3.2167,-0.164058,,1.15463,3.3824,,,,2.17629,3.28126,-1.22492,,-0.638127,0.787162,0.573047,,0.0337256,,3.05203,1.98494,4.04158,2.69007,,2.8163,1.55032,0.919052,1.30654,2.05765,,3.17342,,-0.91898,,,,,3.84377,,,,3.28136,,3.42962,2.9245,,-1.22507,1.4279
Nb2+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.55346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.55329,,,,,,,,,,,,-1.55346,,,,,,,,,,,,,,,,,,,,,,,,-1.55329,,,,,,,,,,,,,-1.55344,,,,
Nb3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.673976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.918696,,,,,,,,,,,,-1.55329,,,,,,,,,-1.55329,,,-0.164058,,,,,,,,,,,,,,,,,,,,,,,,,-1.55329,,-0.918696,,,,,,,,,-1.2249,,,,-1.55344,,,,,,,-0.164058,,,,,,
Nb4+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.151599,0.202504,,,-1.22492,,0.470828,0.202504,,,-1.55346,,-1.2249,,,,,,,,-1.22509,-1.55329,-0.638127,-0.638127,-0.164058,,,,,-1.22492,-1.22492,,1.02055,,,,,,,,-1.22509,,,,,,,-0.164058,-1.22507,-1.22492,-0.918696,,,,-1.55329,,,,,-1.22492,,0.880801,,,,,,,,-0.918696,,1.08561,-1.22507,,,-1.22492,0.202504,,-1.22492,,,,,,-0.638127,,0.0337256,-0.38832,,,,,,-0.918696,,,-0.638127,0.91895,-1.22492,0.202504,,,,,,,,,-1.55346,-0.918696,,0.0337256,,,0.657344
Nb5+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.74621,,,1.0852,,-0.164058,-0.638127,,,-1.55329,,-1.22492,,0.470828,,-1.22509,,,,1.02054,-1.55329,-0.38832,,-1.55346,,,,,0.348231,,-0.918696,-0.38832,-1.55344,,,,1.58969,,,,1.19081,,-1.55329,,,0.0337256,-0.638127,,,1.19088,1.51024,,,,,,,,1.22824,,0.657344,,,,,-0.638127,-1.55329,0.470828,-1.22492,,1.22818,0.0337256,,-0.38832,-1.22509,2.87255,0.348231,-1.22492,,,-1.22492,-0.918803,,-0.38832,,-0.164058,1.7343,0.918795,-0.918803,,0.657344,-1.55329,-1.22492,-0.638127,-1.55344,-0.638127,1.0202,0.573047,2.17629,,,,,1.42794,,,-1.55346,0.987166,-1.55344,1.08561,0.470828,,,-0.38832
Nb7+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.856428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nd2+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.856428,,,,,,,,,,,,,,,,,,,-1.55346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.22492,,,,,-1.22492,,,,,,,,,,,,-1.55329,,,,,,,,,-1.55344,,,,,,,,,,,,,,,,,,,,,
Nd3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.84034,,0.919052,0.728018,,-1.22492,-1.22492,,1.22775,,,,-0.638127,,,,0.348231,,1.08577,,-1.55329,,,,,3.02241,-1.55329,,-1.22492,,0.0337256,,,2.91526,,,,-1.2249,-1.22509,-1.22509,,,0.657344,-1.22492,,,-1.55346,1.26642,,,1.26669,,,-1.55329,-0.918696,1.5508,,2.01157,,0.837527,2.05766,,0.0337256,-0.638127,3.26775,0.202504,,-0.38832,3.25172,,,,0.728018,2.58272,-1.22492,,,0.837527,-1.2249,,1.05246,,0.837527,0.202504,2.49238,1.73423,-1.55329,2.04658,-1.2249,1.46982,-1.55329,-0.638127,,0.987166,,-0.164058,,,,,1.66483,,,-1.22492,2.79893,-0.638127,2.60863,0.837527,,,0.348231
Ni1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.496415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ni2+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.90103,1.05258,,,-1.55329,,1.02047,,,,-0.164058,,,,-0.38832,-1.55329,0.202504,-0.164058,0.987259,,-0.918696,,,0.0337256,-0.38832,-1.55344,0.919052,,,,,-0.918696,,,,-1.22492,,-1.22492,,,0.0337256,0.657344,-1.2249,-1.22509,0.657344,1.19081,,,0.837527,,,,,1.55079,-1.22492,1.76551,,1.08564,0.470828,,0.837527,,0.202504,-0.918696,,1.87435,0.657344,,,-0.38832,0.987166,0.348231,-1.55329,,,-0.918696,0.0337256,,-1.55346,0.787162,0.987215,1.38725,0.202504,-1.22509,-0.918696,0.787162,-0.918696,-1.22492,-0.918696,1.08564,1.15383,1.0526,0.880801,-1.22492,,,,-1.55346,1.82374,,,,0.95422,-0.164058,0.98737,2.58277,,-1.55329,1.15459
Ni3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.79543,,,,,-1.55346,,,,-1.22492,,,,,,0.202504,-0.164058,0.657344,,,,,-0.38832,0.657344,,0.348231,,,,,-0.164058,,,,,-1.55329,-1.55346,,,1.26665,0.470828,,0.657344,0.787162,0.837527,,,,,,,,0.880801,,2.4068,,,1.19088,,-1.55329,,-1.22509,-0.164058,,,-1.55329,,,,0.728018,-0.164058,-1.22492,,,-0.918696,-1.2249,,,,1.66468,0.0337256,0.837527,-1.22492,,-1.22492,-1.55329,-0.164058,-1.55329,-1.55344,,2.40675,-1.22507,,,,,,0.348231,,,,-0.638127,-0.638127,-0.164058,0.573047,,-1.55344,1.19041
Ni4+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.673976,,-1.55329,,,-1.22492,,,,,,,,,-1.55346,-0.164058,,,0.728018,-0.164058,,,,,0.728018,,,,,,,,-0.164058,,,,,,,-0.918696,,,-1.55329,-0.918696,,,,,,,,-1.22492,,,,,-0.38832,,-0.164058,,,,,0.348231,-1.22509,,,-1.55329,,,,-1.22492,,0.0337256,-1.55329,,,,,-0.638127,,,,,,,,,,,,,,,0.0337256,,,,,,,,,,,,-1.22509
Np3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.55329,,,,,,,,,,-0.918696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.918696,,,,,,,,,-1.55346,,,,,-1.55329,,,,,,,,,,,,,,,,,,,,,,,-1.55346,,-0.638127,,,,,,,,,,,,,,,-1.22509,,-1.55329,,,,
Np4+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.22507,,,,,,,,,,-0.38832,-1.55346,,,-0.638127,-1.22492,,-0.918696,,,-1.22509,,-0.918696,,,,,,-1.22507,,,,,,,,,,,,,,-0.638127,,,,,,,,,-1.22492,-1.55329,,,,-1.55346,-1.55329,,-0.38832,-1.55329,,,-1.55329,-1.55329,,-1.55346,-1.55329,,-1.55346,,,-0.638127,,-1.55344,-1.55329,,,,-1.55329,,-0.38832,,,-1.22492,-0.638127,,,,,-1.22492,,,,,,-0.918696,,-1.55344,,,,-1.55329
Np6+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.856428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.164058,,,,,,,,,,,,,,,,,,,
O2-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.52404,,,,,,,,-1.55329,-0.638127,1.08568,0.202504,0.0338434,,-0.638127,,,1.08561,-1.22507,,-0.38832,,0.0338434,,,2.11298,,,,,,,,,,,,-1.22492,-0.164058,,,,6.08754,,,,-1.55329,,,0.470828,,5.48113,0.0338434,,-0.918696,-0.918696,1.42807,0.202504,,0.787162,0.470828,,,-0.637828,0.837292,,-0.38832,,,,,,1.42858,,0.348231,0.573047,-1.22509,,-0.918696,0.573047,,1.38732,-0.38832,0.348231,0.202504,1.19085,0.202504,,,,,-1.22507,-1.22492,,,,0.202504,0.728018,-0.164437,0.987166,,,1.38725
Os4+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.856865,,,,,,,,,,-1.22509,,,0.657344,-0.637828,,,,,0.202504,,,,,,,,-0.164437,,,,,,,,,,-1.22492,,,,,,,,,-1.2249,,,,,-1.22509,,,,,,,0.202504,,,,-1.22507,,,,-1.22492,,-0.164437,,,,,,,,,,,,,,,,,,,,,0.470828,,,,,,,,,,,,-1.55346
Os5+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.674546,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.164437,,,,,,,,,,-0.164437,,,,,,,,-0.637828,,,,,,,,,,,,-1.55329,,,,,-1.55329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Os6+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.55346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Os7+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.856865,,,,,,,,,,,,,-1.22492,,,,,,,,-1.22492,,,,,,-1.55329,,,,,,,,,,,,,,,,-1.22509,,-1.22509,,,,,,,,,,,,,,,-1.22507,-1.22492,,,,,,,,,-0.637828,,-1.22492,,,,,,,,,,,,,,,,,,,,,,,,,,
P1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.674546,,,-1.22492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55539,-1.2249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.55344,,,,,,,,,,,,,,,,,,,,,,,-1.55329,,,
P4+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.51532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.55329,,,,,,,,,,,,,,,,,,,,,,,-1.55329,,,
P5+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.94494,,,-1.55346,-1.55329,,,,,-1.22492,,,0.0338434,,,,,,,,,,,,,,,,-1.55344,,,,,,,,,1.79577,,0.0338434,,0.657344,,,,0.987215,2.85695,,0.657344,,,0.0338434,,,,,0.728018,-0.38832,,,,,,,1.0202,,,-0.38832,,,,0.919052,,0.470828,,,,,-1.55346,2.64324,,,,,,,,0.470828,1.34665,0.470828,0.202504,0.657344,,,0.573047
Pa4+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.55346,,,,,,,-1.55329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.55344,,-1.22509,-1.55329,,,-1.55329,-1.55346,,-1.55329,,,,,,-1.55346,,-1.55329,-1.55344,,,,,,-1.55329,,,-1.22507,-0.637828,,,,,,,,,,,,,,,,,
