0,Ac3+,Ag1+,Ag2+,Ag3+,Al3+,Am3+,As3+,As5+,Au1+,Au2+,Au3+,B3+,Ba2+,Be2+,Bi2+,Bi3+,Bi5+,Bk3+,Br1-,Br3+,Br5+,Br7+,C1+,C2+,C3+,C4+,Ca2+,Cd2+,Ce2+,Ce3+,Ce4+,Cf3+,Cl1-,Cl3+,Cl5+,Cl7+,Cm3+,Co1+,Co2+,Co3+,Co4+,Cr2+,Cr3+,Cr4+,Cr5+,Cr6+,Cs1+,Cu1+,Cu2+,Cu3+,Dy2+,Dy3+,Er2+,Er3+,Eu2+,Eu3+,F1-,Fe2+,Fe3+,Fe4+,Fe5+,Fe6+,Ga2+,Ga3+,Gd2+,Gd3+,Ge2+,Ge3+,Ge4+,H1+,Hf4+,Hg1+,Hg2+,Ho2+,Ho3+,I1-,I5+,I7+,In1+,In2+,In3+,Ir3+,Ir4+,Ir5+,Ir6+,K1+,Kr2+,La2+,La3+,Li1+,Lu3+,Mg2+,Mn1+,Mn2+,Mn3+,Mn4+,Mn5+,Mn6+,Mn7+,Mo2+,Mo3+,Mo4+,Mo5+,Mo6+,N1+,N3+,N3-,N5+,Na1+,Nb3+,Nb4+,Nb5+,Nb7+,Nd2+,Nd3+,Ni1+,Ni2+,Ni3+,Ni4+,Np3+,Np4+,Np6+,O2-,Os4+,Os5+,Os6+,Os7+,P1+,P3+,P4+,P5+,Pa4+,Pb2+,Pb4+,Pd2+,Pd3+,Pd4+,Po4+,Pr2+,Pr3+,Pr4+,Pt2+,Pt4+,Pt5+,Pu3+,Pu4+,Pu6+,Rb1+,Re1+,Re3+,Re4+,Re5+,Re6+,Re7+,Rh1+,Rh2+,Rh3+,Rh4+,Rh5+,Ru3+,Ru4+,Ru5+,Ru6+,S2+,S2-,S4+,S5+,S6+,Sb3+,Sb5+,Sc2+,Sc3+,Se2+,Se2-,Se4+,Se6+,Si4+,Sm2+,Sm3+,Sn2+,Sn3+,Sn4+,Sr2+,Ta2+,Ta3+,Ta4+,Ta5+,Tb3+,Tb4+,Tc4+,Tc7+,Te4+,Te6+,Th3+,Th4+,Ti2+,Ti3+,Ti4+,Tl1+,Tl3+,Tm2+,Tm3+,U3+,U4+,U5+,U6+,V2+,V3+,V4+,V5+,W2+,W3+,W4+,W5+,W6+,Xe2+,Xe6+,Y2+,Y3+,Yb2+,Yb3+,Zn2+,Zr2+,Zr3+,Zr4+
Ca2+,,,,,,,,,,,,,,,,,,,,,,,,,,,4.75319,2.74227,,1.73425,0.787162,,0.470993,,,-1.55346,-1.55329,,2.09029,1.46952,-0.638127,-0.919121,1.26671,0.837646,-0.638127,-0.38863,3.24027,-1.22493,0.657344,0.348379,-1.55346,2.53965,-1.55346,2.1762,0.657344,1.96992,-1.55329,2.20483,1.76545,-0.38863,,,,0.88048,,2.28442,,,0.88048,,-0.638127,,1.26643,-1.55329,2.13701,0.0338434,0.572944,-0.919121,,,1.05263,,0.787162,1.89657,0.0338434,3.58492,,-1.22476,3.33556,2.42423,1.7002,2.74766,,2.86464,0.572944,-1.22476,,,,,1.5104,,-0.638127,1.96986,,,,,4.04372,,0.348379,1.26643,,-1.22476,2.86457,,2.07937,1.02047,,-1.55329,-0.638127,,2.40675,,,,0.470993,,,,-0.164683,-0.919121,2.16247,0.0338434,1.08594,,,,,2.74235,-0.919121,,1.30627,,-0.919121,-1.55346,-1.55329,2.9245,,,,1.02055,-1.22493,-0.164683,,,1.1908,0.470993,-1.22476,,-0.638127,1.954,,,2.04658,,,,,2.25136,,2.16249,,2.3361,2.04648,,0.728063,-1.55329,2.73111,0.470993,-1.22493,1.8965,4.47388,,,-0.638127,1.02047,2.05769,-0.164683,,-1.22475,0.787162,-0.638127,-1.55329,1.02035,,1.08616,1.38726,1.8501,1.02055,-1.55344,1.93641,0.0338434,1.34632,0.0338434,0.95397,0.202504,1.95392,-0.919121,-0.38863,,,,,2.50845,,,-1.55329,2.55454,0.470993,2.12472,1.8966,,,1.26678
Cd2+,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35761,,-0.164683,-0.164683,,-1.55329,,,,,,2.35372,1.26642,-0.164683,0.0338434,2.01156,1.02051,,-0.164683,0.202504,0.348379,2.81028,-0.638127,-1.55329,0.657344,,0.95397,,0.572944,-1.55329,3.09971,1.82364,0.202504,,-1.22475,,-0.164683,,0.787162,-0.919121,,2.1496,,0.572944,,2.82255,,-0.638127,,-1.55329,-1.55344,,,1.15435,,-0.164683,-1.22476,-1.55346,1.4278,,-1.55346,1.05252,1.55029,0.987166,3.348,,3.2787,0.918731,-0.638127,,-0.38863,,,0.0338434,-1.22493,,1.7655,,,-1.22493,,2.63226,,0.572944,0.657236,,-1.55346,0.88048,,2.56893,0.728063,-1.55329,,-1.22476,,1.76545,,,,-1.22476,,,,-0.38863,-1.22475,1.93628,0.470993,0.918653,,0.787162,,,0.787162,0.202504,,1.46985,,,,,-1.22475,,,,,,-1.55344,,,-0.38863,0.202504,-1.22476,-1.22476,-0.164683,-0.91898,-1.22475,,-0.164683,,,0.0338434,,1.15431,-1.55329,1.62788,,,-0.38863,-0.38863,1.8966,,0.98737,0.572944,,2.04664,1.22791,,,-0.91898,0.8377,0.572944,-0.164683,,-1.22493,-1.55329,-1.22493,,0.0338434,-0.638127,0.95397,1.08616,-0.38863,0.348379,-0.164683,0.572944,-1.55329,0.202504,-0.38863,-0.91898,0.728063,1.51052,1.02051,-0.91898,,,,-1.22476,1.51043,,,,1.05274,0.202504,0.987166,3.2167,,,0.987166
Ce2+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.673976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.55329,,,,,,,,,-1.55329,,,,,,,,,,,,,-1.55346,-1.22476,,,,,,,,,,,,,,,-1.55346,,,,,,,,-0.164683,,,-1.55344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.55329,,,,
Ce3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.38309,-0.638127,-1.55329,-0.38863,,,,-1.22476,,-1.22476,0.470993,,,0.88048,,-0.164683,-0.164683,1.70011,,,-1.55346,-1.55329,1.55065,-1.55329,1.8498,-1.55329,1.51037,-1.55329,-0.91898,0.202504,-1.55346,,,,0.572944,,2.04638,,,-0.638127,,-0.91898,,-1.55329,-1.55346,1.26673,-1.22476,-0.91898,-1.55344,-0.164683,,0.728063,,-1.55329,,-1.55346,2.20481,,,2.7052,1.98496,0.728063,-0.91898,,-1.55329,-1.55329,,,,,,0.348379,,,-0.638127,,,0.728063,,2.62079,,,0.0338434,,-1.22493,2.68178,,-1.22476,-0.164683,,-1.22476,-1.55346,,0.787162,,,,-1.22493,,,,0.470993,,1.0202,,,,,,,2.2354,,,,,-0.38863,,,2.75287,,,,,,-1.55346,,,-0.38863,,,,,-0.91898,,,0.728063,,,-1.55329,,0.572944,,0.8377,,0.657236,0.202504,,-0.38863,-0.91898,2.2047,-1.22493,,-0.91898,1.70028,,,,-0.638127,1.42858,-1.55329,,,-0.91898,,-1.22493,0.918653,,0.202504,-0.91898,2.25138,0.728063,-1.55329,0.787162,-0.91898,0.787162,,-1.55329,,0.470993,,0.572944,,,,,-0.164683,,,-1.55329,1.22835,-1.22493,1.55061,-0.91898,,,0.348379
Ce4+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.151269,,-1.55329,,,,,,0.202504,0.88048,-1.55344,-1.55329,0.918653,,-0.164683,-0.164683,-1.55329,,-1.22476,-1.55329,-1.22493,0.728063,-1.55329,0.8377,,-0.164683,,-0.638127,1.26647,-0.91898,,,,-0.164683,,-0.38863,,,-0.638127,,,,-0.638127,-1.55346,0.0338434,,-1.55346,,,,-0.38863,,-0.164683,0.8377,-1.22493,0.953781,,,-0.38863,0.918978,0.470993,0.470993,,0.657236,0.728063,,,,,,-0.164683,-1.55329,-1.55346,-0.38863,,,-1.22476,-0.91898,1.8498,,-0.38863,-0.164683,,,0.348379,,0.470993,0.8377,,,-1.55346,,-0.638127,,,,-1.22493,,,,0.470993,-1.55329,-0.91898,-0.164683,-0.638127,-1.55346,,,,-0.164683,-0.38863,,,,,-1.22493,,-0.91898,,,,-1.55329,,-1.55346,,-1.55329,,-1.22476,,-1.22475,-0.638127,0.657236,,,-1.55329,,,,,0.728063,,1.19088,,0.657236,0.202504,,-0.638127,,0.0338434,-1.22493,,-0.164683,-1.22476,,,-1.55346,0.202504,0.572944,-0.164683,,,-1.55344,-1.55329,,-0.638127,-1.55329,0.470993,-0.164683,0.572944,-0.38863,,0.0338434,-1.55329,-0.91898,-0.638127,-0.638127,-1.22476,0.88048,-1.22475,0.572944,,,,-1.55329,0.657236,,,-1.55329,0.728063,-0.638127,0.572944,0.202504,,,0.657236
Cf3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.55329,,,,,,,,,-1.55329,,,,,,,,,,,,,,-1.55329,-1.55346,,,,,,,,,,,,,,,,,-1.55329,,,,,,,,-1.55346,,,,,,,,-0.164683,,,,,,,,,,,,,,,,,-1.55344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.55329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cl1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.32236,,,,,,-1.55329,-0.638127,,,0.0338434,,,,2.33607,,,,,0.91891,,1.08594,-1.55344,-0.164683,5.57727,,-0.91898,,,,,-0.38863,,0.918978,,,,,-1.55346,,-1.55329,,0.88048,4.63987,-1.22493,,-0.638127,,0.0338434,,,,,2.99239,,,1.22808,1.58966,-0.164683,-1.55329,,-1.55329,,,,,,,-1.55329,,,,,,1.11969,,2.83547,,,-1.55346,,,1.08594,,-1.55344,-1.22493,,,,,5.83695,,,,,,,,,,-0.164683,,,,,,,0.88048,,,,,,,-1.55329,2.88895,,,,,,,,,-1.22475,,,,,,,,3.93721,,,,-0.164683,,,-0.164683,,2.22001,0.0338434,,,,0.8377,-1.22476,,-1.55329,1.15421,,,,-1.55329,0.470993,,,,-1.22476,,,-1.55346,,-0.638127,-1.55346,1.62776,0.202504,,-0.164683,,-0.638127,,-0.91898,,-0.38863,,,,,,,,,,,0.470993,,0.728063,-1.55329,,,-1.22493
Cl3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.496415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cl5+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.673976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.22493,,,,,,,,,,-0.91898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.91898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.55346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.55329,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cl7+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25169,,,,,,,,,,0.348379,,,,,,,,,,,,,0.202504,,,,,0.572944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.787163,,,,,,,,,,-1.22492,,,,,,,,,,,,,,,,,,,,,,-0.91898,,,,,,,,,,,,,,,,,,,,,,,-0.638127,,,,,,,,,,,,,,1.19065,,,,,,,,-0.164683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cm3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.91898,,,,,,,,,,-1.55344,,,,,,,,,,,,,,,,,,,,,,,-1.22493,,,,,,,,,,,,,,,,,,,,,,,,,,-1.55329,,,,,-1.55329,,,-1.55346,,,,,,,,,,-0.638127,,,,,,,-1.55346,,,,,,,,,,,,,,,,,,,,,,,,,-0.638127,,,,,,,,,-1.22493,,,,,-1.55329,,,,,,,,,-1.55329,,,,,,,,,,,,,,-1.55329,,-0.638127,,,,,,,,,,,,,,,-1.22476,,-1.55346,,,,-1.55329
Co1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.856428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Co2+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.92226,0.918626,-0.164683,0.787163,1.38714,0.953801,,0.88048,-1.55346,,2.68982,-1.55344,,0.202504,,0.918653,,0.0338434,,2.52427,1.9174,-0.91898,,-0.91898,,0.0338434,,-0.164683,-1.22492,,2.09048,,-1.22476,,1.79567,,-0.38863,,,,,,0.787163,-1.55344,0.657236,1.58967,-0.38863,1.73406,,,0.8377,2.0577,0.8377,2.82243,,3.44236,0.953817,0.0338434,,0.348379,,,0.95397,-1.22476,-0.91898,1.08573,,,,,2.66363,,0.470993,0.572944,,,0.348379,,3.19979,0.91891,,,-1.55329,,1.73432,,,,-0.164683,,,,-0.91898,-1.55329,-0.164683,0.0338434,0.572944,,-1.55329,,,0.348379,-0.38863,,0.572944,,,,,-0.91898,,,,-1.22476,,-1.22476,,,0.0338434,0.657236,-1.55344,,0.657236,1.26648,-0.91898,,-1.55346,,,0.470993,,1.46985,-1.55329,1.8498,,,0.348379,0.572944,1.66475,,0.348379,0.0338434,,2.07943,0.787163,,,-0.91898,0.88048,0.348379,-0.91898,,,-0.638127,0.728063,,-1.55346,0.202504,0.98737,1.15435,0.202504,-1.22476,-1.22476,0.657236,-0.91898,-0.91898,-0.91898,0.787163,0.88048,0.8377,0.202504,,,,,,1.79567,,,,1.02047,-0.91898,0.8377,3.33156,,-1.55329,1.05251
Co3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.38309,-0.638127,-1.55329,2.12472,,,,-0.638127,,0.572944,-1.55329,-1.55329,0.0338434,,0.348379,,-0.638127,,0.202504,2.5689,-0.38863,,,,0.95397,,-0.91898,,,0.0338434,,,,-0.638127,,-0.91898,,-0.638127,,,,0.728063,-1.55344,,,-1.55329,1.42777,,,-0.164683,1.02047,0.728063,0.88048,,0.8377,1.87424,,,,,,-0.164683,,,0.0338434,,,,,1.99882,,0.0338434,-0.91898,,,-0.164683,,0.95397,1.55029,,,,,-0.638127,,,,-1.22492,,,,-1.55329,,0.470993,-1.22476,0.0338434,,,,,0.0338434,0.348379,,-1.55329,,,,,-0.38863,,,,,,-1.55329,,,0.0338434,,,0.202504,0.572944,-0.91898,,,,,,,,0.728063,,2.21998,,,1.38737,,-1.22476,,-1.55346,0.348379,,0.202504,-0.164683,,,,0.787163,-0.164683,-0.638127,,,-0.638127,,,-0.638127,,1.26673,0.470993,0.657236,-0.91898,,-0.91898,-1.55329,-0.164683,-1.55346,-0.91898,0.202504,1.79565,-1.55344,,,,,,0.348379,,,,0.202504,-1.22476,0.657236,0.348379,,-1.55346,1.11964
Co4+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.496415,-1.22493,,-1.55329,,-0.38863,-1.55329,,-1.22476,,,,,,,,,-1.22476,,-1.55346,,-1.55329,,,,,,,-0.164683,,,,-1.22493,,,,,,,,,,,,,,,,-1.55329,,,-0.164683,,0.0338434,,-0.91898,,-0.91898,,,,-1.22475,,-1.55344,,,,,,,,,,,-1.55329,,-0.638127,,-1.22476,,,,-1.55346,,,,,,,,,,-1.55329,-1.22476,,,0.202504,-0.638127,,-1.55329,,,-0.638127,,,,,,,,-0.638127,,,,,,,,,,,,-1.55346,,,,,-0.91898,,,-1.55346,,,,-1.22475,-0.91898,-0.164683,,,-1.55329,,0.202504,-1.55346,,,-1.22476,-1.55346,,-1.55329,-1.22493,,-1.22493,-1.55329,,-1.55329,-0.164683,,-1.22476,,,,,,,,,0.348379,,-1.22475,,,,-0.638127,,-1.55329,,,,,,,0.0338434,,,
Cr2+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.62781,0.0338434,-1.55346,,,-1.55329,,1.22808,-1.55329,,,,,,,,-0.164683,0.728063,-0.638127,,,,-1.22476,,,,,-0.638127,,-1.22476,,0.202504,,,,-1.55329,,,,,,-1.22493,,,-0.638127,,,,,-1.55329,0.728063,,0.953801,0.202504,-0.91898,,,,,,-1.55329,,,,,,,-0.38863,,-1.22493,,,,,,0.0338434,-0.38863,-1.55346,,,,-0.164683,,,,,,,,,,-1.55346,-0.91898,-0.38863,,,,,,-1.22493,,,,,,,-1.55329,,,,,,,,,,-1.55329,,-1.22476,-0.638127,,,,-0.91898,,,,,,,0.348379,,-1.55344,0.202504,,-1.22492,,,-1.55329,,-0.91898,,,,-1.55329,-1.55346,,,,,-1.22475,,,,-1.22493,-0.38863,-0.91898,,-1.55329,,,,-1.55346,,0.0338434,-0.164683,0.202504,-1.22493,,,,,,,,,,,,,-0.38863,,,0.202504
Cr3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.43989,,,,-0.38863,,0.787163,-0.638127,-1.55329,1.42844,,1.8965,,0.657236,,1.93628,3.23149,0.470993,,,,1.93626,,0.95397,-0.638127,,0.202504,,0.348379,,0.728063,,0.728063,,-0.638127,,,-1.55346,2.23528,0.918626,-0.638127,-1.55329,-0.638127,2.33619,,,1.02038,2.12472,2.03553,2.33605,,1.7655,2.52419,,,,,,1.8238,-0.638127,,0.918978,,,-0.164683,,3.1429,,0.8377,0.348379,,,1.11956,,1.95375,2.0239,,,-0.638127,,1.08616,,,,0.202504,,,,,-0.638127,1.26664,-0.164683,0.918876,-1.55346,,,,0.88048,0.470993,,-1.55329,,,,,1.96986,,,,,-1.55329,-0.638127,,-1.55329,1.7957,,,0.470993,0.572944,0.787163,,,-0.638127,,,,-1.55329,2.05774,,3.07154,,,1.42858,,-1.55329,,0.572944,0.348379,,0.728063,0.657236,,,-0.387988,1.46954,0.918731,-0.387988,,,-0.164683,-0.91898,,-0.387988,,2.30158,1.11956,1.91741,0.787163,,1.08595,-0.638127,-0.164683,0.348379,-0.387988,0.470993,2.90624,-0.164683,,,-0.91898,,-0.638127,1.34665,,,,1.51057,-0.164683,2.14959,1.34632,,0.88048,1.46961
Cr4+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21571,,-0.91898,,,-1.55329,,,,,,,,,-1.22493,,-1.55329,,-1.55329,,,,,,,0.0338434,,,,-0.638127,,,,,,,,,,,,,,,,,,,-0.91898,,-0.638127,,0.572944,,-1.55344,,,,-1.22493,,,,,,,,,,,,,,,-1.22492,,0.202504,,-1.22476,,-1.55329,-0.638127,,,,,,,,,-1.22475,-0.638127,-0.638127,,0.657236,-0.638127,,,,,1.02047,,,,,,,,-0.638127,,,,,,,,,,-0.91898,,-1.55329,,,,,-1.22493,,-1.22493,,,,,-0.164683,-1.55329,0.0338434,,,,,0.470993,-1.55346,,,-1.22475,,,,-1.22493,,0.470993,-1.55329,,,,,-0.164683,-1.22476,,,,,,,,,,,,,,0.470993,,,,,,,,,-0.164683,,,-0.638127
Cr5+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72215,1.46959,,,,,-0.164683,0.728063,-0.164683,-1.55346,,-0.387988,,,,,,,,,,,,,-0.164683,,,,,-0.164683,-1.22493,,,,,,,,,,,,,,,,0.0338434,,,,,,-1.22492,,,,,,,,,,,,,,,-1.55329,,,-0.91898,,,,,,,,,,,,,,,,1.08595,,,,,,,,,-1.55346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.55329,,,,,1.08573,,-0.638127,,,,,,,,-1.55329,-0.91898,,,,,,,0.657236,,,,,,,-1.22476,,-0.164683,,,,,,1.30671,,,,,,,,-0.164683,-0.638127,-0.164683,-1.22476,,,,-0.164683
